    TS         Day   Newton          W1:BHP             W1:WAT             W1:OIL          W2:BHP             W2:WAT             W2:OIL
     1      0.0010        2     4.00000e+02    -5.83420e+02    -8.46927e-08     2.42268e+02     3.48030e-07     4.00000e+01
     2      0.0030        2     4.00000e+02    -4.68041e+02    -6.79436e-08     2.40570e+02     6.65721e-07     4.00000e+01
     3      0.0070        2     4.00000e+02    -4.10176e+02    -5.95436e-08     2.39276e+02     9.07859e-07     4.00000e+01
     4      0.0150        2     4.00000e+02    -4.27119e+02    -6.20032e-08     2.38281e+02     1.09396e-06     4.00000e+01
     5      0.0310        2     4.00000e+02    -5.26464e+02    -7.64246e-08     2.37393e+02     1.25985e-06     4.00000e+01
     6      0.0630        3     4.00000e+02    -6.54800e+02    -9.50547e-08     2.36526e+02     1.42148e-06     4.00000e+01
     7      0.1270        3     4.00000e+02    -7.53155e+02    -1.09332e-07     2.35669e+02     1.58054e-06     4.00000e+01
     8      0.2550        3     4.00000e+02    -8.09267e+02    -1.17478e-07     2.34820e+02     1.73708e-06     4.00000e+01
     9      0.5110        4     4.00000e+02    -8.32250e+02    -1.20814e-07     2.33954e+02     1.89431e-06     4.00000e+01
    10      1.0230        4     4.00000e+02    -8.25985e+02    -1.19905e-07     2.33018e+02     2.05987e-06     4.00000e+01
    11      2.0470        5     4.00000e+02    -7.89800e+02    -1.14652e-07     2.31950e+02     2.24082e-06     4.00000e+01
    12      4.0950        6     4.00000e+02    -7.27209e+02    -1.05566e-07     2.30847e+02     2.41136e-06     4.00000e+01
    13      8.1910        8     4.00000e+02    -6.45601e+02    -9.37193e-08     2.30857e+02     2.34425e-06     4.00000e+01
    14     12.2870        5     4.00000e+02    -5.86723e+02    -8.51722e-08     2.32617e+02     1.95541e-06     4.00000e+01
    15     20.4790        9     4.00000e+02    -5.04431e+02    -7.32262e-08     2.40486e+02     3.99177e-07     4.00000e+01
    16     28.6710        5     4.00000e+02    -4.42120e+02    -6.41807e-08     2.50557e+02     0.00000e+00     4.00000e+01
    17     45.0550       10     4.00000e+02    -3.56007e+02    -5.16800e-08     2.71556e+02     0.00000e+00     4.00000e+01
    18     61.4390        6     4.00000e+02    -2.90507e+02    -4.21716e-08     2.90315e+02     0.00000e+00     4.00000e+01
    19     94.2070        9     4.00000e+02    -2.04280e+02    -2.96545e-08     3.16821e+02     0.00000e+00     4.00000e+01
    20    159.7430        9     4.00000e+02    -1.18090e+02    -1.71426e-08     3.43013e+02     0.00000e+00     4.00000e+01
    21    290.8150       10     4.00000e+02    -6.34296e+01    -9.20781e-09     3.59268e+02     0.00000e+00     4.00000e+01
    22    365.0000        3     4.00000e+02    -4.98381e+01    -7.23480e-09     3.63309e+02     0.00000e+00     4.00000e+01
