    TS         Day   Newton          W1:BHP             W1:WAT             W1:OIL          W2:BHP             W2:WAT             W2:OIL
     1      0.0010        2     4.00000e+02    -4.83931e+02    -7.02503e-08     2.43129e+02     2.69296e-07     4.00000e+01
     2      0.0030        2     4.00000e+02    -3.93142e+02    -5.70707e-08     2.41505e+02     5.73119e-07     4.00000e+01
     3      0.0070        2     4.00000e+02    -3.38488e+02    -4.91369e-08     2.40000e+02     8.54741e-07     4.00000e+01
     4      0.0150        2     4.00000e+02    -3.36391e+02    -4.88325e-08     2.38756e+02     1.08756e-06     4.00000e+01
     5      0.0310        2     4.00000e+02    -4.01780e+02    -5.83247e-08     2.37710e+02     1.28310e-06     4.00000e+01
     6      0.0630        3     4.00000e+02    -5.14925e+02    -7.47496e-08     2.36759e+02     1.46067e-06     4.00000e+01
     7      0.1270        3     4.00000e+02    -6.28926e+02    -9.12987e-08     2.35847e+02     1.63048e-06     4.00000e+01
     8      0.2550        3     4.00000e+02    -7.13374e+02    -1.03558e-07     2.34953e+02     1.79613e-06     4.00000e+01
     9      0.5110        4     4.00000e+02    -7.59489e+02    -1.10252e-07     2.34052e+02     1.96142e-06     4.00000e+01
    10      1.0230        4     4.00000e+02    -7.67085e+02    -1.11355e-07     2.33087e+02     2.13533e-06     4.00000e+01
    11      2.0470        5     4.00000e+02    -7.40005e+02    -1.07423e-07     2.31985e+02     2.32857e-06     4.00000e+01
    12      4.0950        6     4.00000e+02    -6.84743e+02    -9.94014e-08     2.30809e+02     2.52336e-06     4.00000e+01
    13      8.1910        8     4.00000e+02    -6.10430e+02    -8.86136e-08     2.30579e+02     2.51883e-06     4.00000e+01
    14     16.3830       10     4.00000e+02    -5.16701e+02    -7.50073e-08     2.35541e+02     1.50555e-06     4.00000e+01
    15     24.5750        6     4.00000e+02    -4.48592e+02    -6.51203e-08     2.43729e+02     0.00000e+00     4.00000e+01
    16     40.9590       10     4.00000e+02    -3.58306e+02    -5.20138e-08     2.63356e+02     0.00000e+00     4.00000e+01
    17     57.3430        6     4.00000e+02    -2.92193e+02    -4.24164e-08     2.81931e+02     0.00000e+00     4.00000e+01
    18     90.1110       10     4.00000e+02    -2.07585e+02    -3.01342e-08     3.09413e+02     0.00000e+00     4.00000e+01
    19    122.8790        5     4.00000e+02    -1.50590e+02    -2.18606e-08     3.28331e+02     0.00000e+00     4.00000e+01
    20    188.4150        8     4.00000e+02    -9.36395e+01    -1.35933e-08     3.47224e+02     0.00000e+00     4.00000e+01
    21    319.4870       10     4.00000e+02    -5.66613e+01    -8.22529e-09     3.59383e+02     0.00000e+00     4.00000e+01
    22    365.0000        2     4.00000e+02    -4.92550e+01    -7.15015e-09     3.61822e+02     0.00000e+00     4.00000e+01
    23    496.0720        8     4.00000e+02    -4.27831e+01    -6.21065e-09     3.64209e+02     0.00000e+00     4.00000e+01
    24    613.0360        6     4.00000e+02    -4.08955e+01    -5.93664e-09     3.65133e+02     0.00000e+00     4.00000e+01
    25    730.0000        6     4.00000e+02    -4.02844e+01    -5.84792e-09     3.65664e+02     0.00000e+00     4.00000e+01
    26    846.9640        7     4.00000e+02    -4.00849e+01    -5.81896e-09     3.66069e+02     0.00000e+00     4.00000e+01
    27    963.9280        8     4.00000e+02    -4.00169e+01    -5.80909e-09     3.66434e+02     0.00000e+00     4.00000e+01
    28   1029.4640        4     4.00000e+02    -4.00105e+01    -5.80816e-09     3.66651e+02     0.00000e+00     4.00000e+01
    29   1095.0000        6     4.00000e+02    -4.00040e+01    -5.80722e-09     3.66858e+02     0.00000e+00     4.00000e+01
    30   1160.5360        7     4.00000e+02    -4.00590e+01    -5.81521e-09     3.66622e+02     1.25445e-01     4.00000e+01
    31   1291.6080        8     4.00000e+02    -4.18112e+01    -6.06956e-09     3.64567e+02     2.58629e+00     4.00000e+01
    32   1460.0000        8     4.00000e+02    -4.61765e+01    -6.70325e-09     3.61734e+02     7.52931e+00     4.00000e+01
    33   1628.3920        6     4.00000e+02    -5.16653e+01    -7.50004e-09     3.58966e+02     1.32450e+01     4.00000e+01
    34   1825.0000        7     4.00000e+02    -5.90579e+01    -8.57319e-09     3.55711e+02     2.07840e+01     4.00000e+01
    35   2007.5000        6     4.00000e+02    -6.68942e+01    -9.71076e-09     3.52581e+02     2.87559e+01     4.00000e+01
    36   2190.0000        6     4.00000e+02    -7.56060e+01    -1.09754e-08     3.49347e+02     3.75777e+01     4.00000e+01
    37   2372.5000        6     4.00000e+02    -8.51965e+01    -1.23676e-08     3.45995e+02     4.72704e+01     4.00000e+01
    38   2555.0000        6     4.00000e+02    -9.57097e+01    -1.38938e-08     3.42511e+02     5.78862e+01     4.00000e+01
    39   2737.5000        7     4.00000e+02    -1.07219e+02    -1.55645e-08     3.38877e+02     6.95041e+01     4.00000e+01
    40   2920.0000        6     4.00000e+02    -1.19835e+02    -1.73960e-08     3.35067e+02     8.22411e+01     4.00000e+01
    41   3102.5000        5     4.00000e+02    -1.33707e+02    -1.94098e-08     3.31040e+02     9.62499e+01     4.00000e+01
    42   3285.0000        6     4.00000e+02    -1.49041e+02    -2.16356e-08     3.26741e+02     1.11742e+02     4.00000e+01
    43   3467.5000        6     4.00000e+02    -1.66042e+02    -2.41036e-08     3.22123e+02     1.28923e+02     4.00000e+01
    44   3650.0000        7     4.00000e+02    -1.84858e+02    -2.68351e-08     3.17168e+02     1.47927e+02     4.00000e+01
    45   3832.5000        6     4.00000e+02    -2.05647e+02    -2.98530e-08     3.11854e+02     1.68912e+02     4.00000e+01
    46   4015.0000        7     4.00000e+02    -2.28518e+02    -3.31730e-08     3.06177e+02     1.91979e+02     4.00000e+01
    47   4197.5000        6     4.00000e+02    -2.53474e+02    -3.67958e-08     3.00167e+02     2.17121e+02     4.00000e+01
    48   4380.0000        6     4.00000e+02    -2.80509e+02    -4.07204e-08     2.93847e+02     2.44328e+02     4.00000e+01
    49   4562.5000        6     4.00000e+02    -3.09717e+02    -4.49604e-08     2.87201e+02     2.73709e+02     4.00000e+01
    50   4745.0000        5     4.00000e+02    -3.41326e+02    -4.95489e-08     2.80176e+02     3.05508e+02     4.00000e+01
    51   4927.5000        5     4.00000e+02    -3.75542e+02    -5.45160e-08     2.72736e+02     3.39926e+02     4.00000e+01
    52   5110.0000        6     4.00000e+02    -4.12639e+02    -5.99011e-08     2.64826e+02     3.77241e+02     4.00000e+01
    53   5292.5000        6     4.00000e+02    -4.52956e+02    -6.57537e-08     2.56380e+02     4.17799e+02     4.00000e+01
    54   5475.0000        6     4.00000e+02    -4.96962e+02    -7.21420e-08     2.47303e+02     4.62077e+02     4.00000e+01
    55   5657.5000        5     4.00000e+02    -5.45303e+02    -7.91594e-08     2.37465e+02     5.10732e+02     4.00000e+01
    56   5840.0000        6     4.00000e+02    -5.98581e+02    -8.68936e-08     2.26758e+02     5.64360e+02     4.00000e+01
    57   6022.5000        6     4.00000e+02    -6.57250e+02    -9.54103e-08     2.15124e+02     6.23397e+02     4.00000e+01
    58   6205.0000        5     4.00000e+02    -7.21756e+02    -1.04774e-07     2.02500e+02     6.88287e+02     4.00000e+01
    59   6570.0000        7     4.00000e+02    -7.72221e+02    -1.12100e-07     2.00000e+02     7.40401e+02     3.50787e+01
    60   6935.0000        4     4.00000e+02    -8.08112e+02    -1.17310e-07     2.00000e+02     7.80008e+02     3.06377e+01
    61   7300.0000        3     4.00000e+02    -8.40250e+02    -1.21976e-07     2.00000e+02     8.15581e+02     2.69203e+01
    62   7665.0000        2     4.00000e+02    -8.69430e+02    -1.26212e-07     2.00000e+02     8.47701e+02     2.37570e+01
    63   8030.0000        3     4.00000e+02    -8.95985e+02    -1.30066e-07     2.00000e+02     8.76770e+02     2.10578e+01
    64   8395.0000        2     4.00000e+02    -9.20145e+02    -1.33574e-07     2.00000e+02     9.03075e+02     1.87566e+01
    65   8760.0000        2     4.00000e+02    -9.42128e+02    -1.36765e-07     2.00000e+02     9.26889e+02     1.67933e+01
    66   9125.0000        2     4.00000e+02    -9.62153e+02    -1.39672e-07     2.00000e+02     9.48483e+02     1.51128e+01
    67   9490.0000        2     4.00000e+02    -9.80434e+02    -1.42326e-07     2.00000e+02     9.68116e+02     1.36671e+01
    68   9855.0000        2     4.00000e+02    -9.97166e+02    -1.44754e-07     2.00000e+02     9.86020e+02     1.24159e+01
    69  10220.0000        2     4.00000e+02    -1.01252e+03    -1.46984e-07     2.00000e+02     1.00240e+03     1.13264e+01
    70  10585.0000        2     4.00000e+02    -1.02666e+03    -1.49037e-07     2.00000e+02     1.01744e+03     1.03722e+01
    71  10950.0000        2     4.00000e+02    -1.03972e+03    -1.50932e-07     2.00000e+02     1.03128e+03     9.53186e+00
