    TS         Day   Newton          W1:BHP             W1:WAT             W1:OIL          W2:BHP             W2:WAT             W2:OIL
     1      0.0010        2     4.00000e+02    -6.71398e+02    -9.74641e-08     2.40330e+02     3.19121e-07     4.00000e+01
     2      0.0030        2     4.00000e+02    -5.22186e+02    -7.58036e-08     2.38515e+02     6.58904e-07     4.00000e+01
     3      0.0070        2     4.00000e+02    -4.59127e+02    -6.66495e-08     2.36957e+02     9.50326e-07     4.00000e+01
     4      0.0150        2     4.00000e+02    -4.88585e+02    -7.09258e-08     2.35748e+02     1.17648e-06     4.00000e+01
     5      0.0310        2     4.00000e+02    -5.87400e+02    -8.52705e-08     2.34745e+02     1.36392e-06     4.00000e+01
     6      0.0630        3     4.00000e+02    -6.90731e+02    -1.00271e-07     2.33823e+02     1.53589e-06     4.00000e+01
     7      0.1270        3     4.00000e+02    -7.71346e+02    -1.11973e-07     2.32933e+02     1.70125e-06     4.00000e+01
     8      0.2550        4     4.00000e+02    -8.29998e+02    -1.20487e-07     2.32054e+02     1.86340e-06     4.00000e+01
     9      0.5110        4     4.00000e+02    -8.60886e+02    -1.24971e-07     2.31164e+02     2.02557e-06     4.00000e+01
    10      1.0230        4     4.00000e+02    -8.54694e+02    -1.24072e-07     2.30211e+02     2.19486e-06     4.00000e+01
    11      2.0470        5     4.00000e+02    -8.11925e+02    -1.17864e-07     2.29130e+02     2.37942e-06     4.00000e+01
    12      4.0950        6     4.00000e+02    -7.41898e+02    -1.07698e-07     2.28010e+02     2.55483e-06     4.00000e+01
    13      8.1910        8     4.00000e+02    -6.54851e+02    -9.50620e-08     2.28011e+02     2.49118e-06     4.00000e+01
    14     16.3830       10     4.00000e+02    -5.48738e+02    -7.96580e-08     2.33756e+02     1.30660e-06     4.00000e+01
    15     24.5750        6     4.00000e+02    -4.73279e+02    -6.87040e-08     2.42807e+02     0.00000e+00     4.00000e+01
    16     40.9590       10     4.00000e+02    -3.74401e+02    -5.43502e-08     2.63756e+02     0.00000e+00     4.00000e+01
    17     57.3430        6     4.00000e+02    -3.02104e+02    -4.38552e-08     2.83144e+02     0.00000e+00     4.00000e+01
    18     90.1110       10     4.00000e+02    -2.10387e+02    -3.05410e-08     3.10989e+02     0.00000e+00     4.00000e+01
    19    122.8790        5     4.00000e+02    -1.49646e+02    -2.17235e-08     3.29637e+02     0.00000e+00     4.00000e+01
    20    188.4150        8     4.00000e+02    -9.11602e+01    -1.32334e-08     3.47541e+02     0.00000e+00     4.00000e+01
    21    253.9510        4     4.00000e+02    -6.33766e+01    -9.20012e-09     3.55931e+02     0.00000e+00     4.00000e+01
    22    365.0000        8     4.00000e+02    -4.76066e+01    -6.91086e-09     3.60810e+02     0.00000e+00     4.00000e+01
    23    476.0490        6     4.00000e+02    -4.24235e+01    -6.15844e-09     3.62593e+02     0.00000e+00     4.00000e+01
    24    587.0980        6     4.00000e+02    -4.07578e+01    -5.91665e-09     3.63372e+02     0.00000e+00     4.00000e+01
    25    730.0000        9     4.00000e+02    -4.01743e+01    -5.83193e-09     3.63914e+02     0.00000e+00     4.00000e+01
    26    872.9020        8     4.00000e+02    -4.00157e+01    -5.80891e-09     3.64339e+02     0.00000e+00     4.00000e+01
    27    983.9510        7     4.00000e+02    -3.99802e+01    -5.80376e-09     3.64656e+02     0.00000e+00     4.00000e+01
    28   1039.4755        3     4.00000e+02    -3.99811e+01    -5.80389e-09     3.64825e+02     0.00000e+00     4.00000e+01
    29   1095.0000        5     4.00000e+02    -3.99779e+01    -5.80342e-09     3.64976e+02     1.39914e-04     4.00000e+01
    30   1206.0490        9     4.00000e+02    -4.03173e+01    -5.85270e-09     3.64024e+02     5.47583e-01     4.00000e+01
    31   1317.0980        7     4.00000e+02    -4.16405e+01    -6.04478e-09     3.62515e+02     2.30570e+00     4.00000e+01
    32   1460.0000        7     4.00000e+02    -4.46197e+01    -6.47725e-09     3.60301e+02     5.67324e+00     4.00000e+01
    33   1602.9020        5     4.00000e+02    -4.88157e+01    -7.08637e-09     3.57802e+02     1.01940e+01     4.00000e+01
    34   1825.0000       10     4.00000e+02    -5.67301e+01    -8.23528e-09     3.53857e+02     1.83178e+01     4.00000e+01
    35   2007.5000        6     4.00000e+02    -6.42478e+01    -9.32658e-09     3.50599e+02     2.59597e+01     4.00000e+01
    36   2190.0000        6     4.00000e+02    -7.25087e+01    -1.05258e-08     3.47328e+02     3.42984e+01     4.00000e+01
    37   2372.5000        6     4.00000e+02    -8.16057e+01    -1.18464e-08     3.43949e+02     4.34865e+01     4.00000e+01
    38   2555.0000        6     4.00000e+02    -9.16380e+01    -1.33027e-08     3.40428e+02     5.36206e+01     4.00000e+01
    39   2737.5000        6     4.00000e+02    -1.02672e+02    -1.49045e-08     3.36755e+02     6.47597e+01     4.00000e+01
    40   2920.0000        6     4.00000e+02    -1.14807e+02    -1.66660e-08     3.32902e+02     7.70081e+01     4.00000e+01
    41   3102.5000        6     4.00000e+02    -1.28154e+02    -1.86036e-08     3.28847e+02     9.04774e+01     4.00000e+01
    42   3285.0000        6     4.00000e+02    -1.42784e+02    -2.07273e-08     3.24586e+02     1.05231e+02     4.00000e+01
    43   3467.5000        6     4.00000e+02    -1.58826e+02    -2.30561e-08     3.20091e+02     1.21407e+02     4.00000e+01
    44   3650.0000        5     4.00000e+02    -1.76454e+02    -2.56152e-08     3.15320e+02     1.39183e+02     4.00000e+01
    45   3832.5000        6     4.00000e+02    -1.95810e+02    -2.84249e-08     3.10252e+02     1.58695e+02     4.00000e+01
    46   4015.0000        6     4.00000e+02    -2.17150e+02    -3.15229e-08     3.04821e+02     1.80214e+02     4.00000e+01
    47   4197.5000        5     4.00000e+02    -2.40756e+02    -3.49495e-08     2.98968e+02     2.04018e+02     4.00000e+01
    48   4380.0000        6     4.00000e+02    -2.66785e+02    -3.87280e-08     2.92682e+02     2.30252e+02     4.00000e+01
    49   4562.5000        6     4.00000e+02    -2.95339e+02    -4.28731e-08     2.85968e+02     2.59009e+02     4.00000e+01
    50   4745.0000        6     4.00000e+02    -3.26498e+02    -4.73964e-08     2.78832e+02     2.90368e+02     4.00000e+01
    51   4927.5000        6     4.00000e+02    -3.60303e+02    -5.23038e-08     2.71290e+02     3.24365e+02     4.00000e+01
    52   5110.0000        6     4.00000e+02    -3.96770e+02    -5.75975e-08     2.63359e+02     3.61015e+02     4.00000e+01
    53   5292.5000        5     4.00000e+02    -4.36037e+02    -6.32978e-08     2.55016e+02     4.00470e+02     4.00000e+01
    54   5475.0000        7     4.00000e+02    -4.78393e+02    -6.94464e-08     2.46202e+02     4.43029e+02     4.00000e+01
    55   5657.5000        7     4.00000e+02    -5.24330e+02    -7.61148e-08     2.36813e+02     4.89199e+02     4.00000e+01
    56   5840.0000        6     4.00000e+02    -5.74558e+02    -8.34062e-08     2.26700e+02     5.39706e+02     4.00000e+01
    57   6022.5000        8     4.00000e+02    -6.29709e+02    -9.14123e-08     2.15748e+02     5.95171e+02     4.00000e+01
    58   6205.0000        6     4.00000e+02    -6.90252e+02    -1.00201e-07     2.03894e+02     6.56046e+02     4.00000e+01
    59   6570.0000        7     4.00000e+02    -7.46211e+02    -1.08324e-07     2.00000e+02     7.13850e+02     3.56541e+01
    60   6935.0000        4     4.00000e+02    -7.84147e+02    -1.13831e-07     2.00000e+02     7.55344e+02     3.12984e+01
    61   7300.0000        3     4.00000e+02    -8.18555e+02    -1.18826e-07     2.00000e+02     7.93184e+02     2.76006e+01
    62   7665.0000        3     4.00000e+02    -8.50151e+02    -1.23413e-07     2.00000e+02     8.27739e+02     2.44286e+01
    63   8030.0000        2     4.00000e+02    -8.79140e+02    -1.27621e-07     2.00000e+02     8.59264e+02     2.17118e+01
    64   8395.0000        2     4.00000e+02    -9.05681e+02    -1.31474e-07     2.00000e+02     8.87973e+02     1.93903e+01
    65   8760.0000        3     4.00000e+02    -9.29964e+02    -1.34999e-07     2.00000e+02     9.14111e+02     1.74043e+01
    66   9125.0000        2     4.00000e+02    -9.52203e+02    -1.38227e-07     2.00000e+02     9.37945e+02     1.56982e+01
    67   9490.0000        2     4.00000e+02    -9.72610e+02    -1.41190e-07     2.00000e+02     9.59733e+02     1.42243e+01
    68   9855.0000        2     4.00000e+02    -9.91383e+02    -1.43915e-07     2.00000e+02     9.79708e+02     1.29432e+01
    69  10220.0000        2     4.00000e+02    -1.00870e+03    -1.46428e-07     2.00000e+02     9.98073e+02     1.18231e+01
    70  10585.0000        2     4.00000e+02    -1.02470e+03    -1.48752e-07     2.00000e+02     1.01501e+03     1.08383e+01
    71  10950.0000        2     4.00000e+02    -1.03954e+03    -1.50906e-07     2.00000e+02     1.03066e+03     9.96813e+00
