Permeability,Porosity,Facies
544.839,13.9691,4
384.905,15.9982,2
563.682,14.5191,4
574.623,15.4573,4
464.632,20.2275,1
653.733,25.6075,0
646.789,25.5492,0
644.537,25.057,0
644.749,24.6588,0
647.887,24.3897,0
647.717,25.3593,0
644.142,24.6345,0
637.531,26.2579,0
628.256,26.4739,0
616.806,25.9606,0
609.91,26.5613,0
606.868,27.5203,0
609.651,26.7303,0
623.403,26.5521,0
650.702,26.9509,0
679.437,27.2928,0
703.796,25.5074,0
721.802,25.8008,0
732.909,25.997,0
735.294,26.4722,0
727.217,26.846,0
62.9248,2.73992,5
62.2493,2.56305,5
61.6095,3.25284,5
59.0605,3.84471,5
52.7612,3.79326,5
44.1175,3.40793,5
405.93,15.997,2
388.822,16.2304,2
382.049,16.2028,2
382.894,15.7088,2
398.145,15.6088,2
413.623,15.0635,2
418.63,14.9927,2
404.944,14.5451,2
394.747,14.4492,2
392.837,13.0344,2
407.134,12.7733,2
432.685,12.3487,2
462.13,12.682,2
483.254,13.8876,2
490.308,13.1673,2
479.916,13.857,2
450.555,13.5108,2
419.694,12.7256,2
528.315,14.1164,4
535.42,15.483,4
530.612,17.0146,4
519.074,18.9764,1
512.829,16.7708,4
470.53,13.8059,2
471.51,14.5873,2
464.483,13.0657,2
446.492,13.752,2
421.285,15.7196,2
393.53,15.8925,2
533.485,17.0501,1
610.385,23.9185,0
601.804,23.5682,0
589.909,23.6506,0
578.766,23.9409,0
572.349,24.5239,0
570.752,25.1805,0
581.918,25.2069,0
502.979,19.729,1
393.726,15.236,2
404.264,14.1961,2
418.378,13.8227,2
532.935,15.2577,4
523.822,15.676,4
500.687,19.6372,1
478.968,16.0878,4
440.813,15.5172,2
446.205,14.4882,2
455.546,14.7463,2
462.461,15.4779,2
469.929,15.0714,2
473.823,15.6985,2
474.203,15.6472,2
465.401,16.1777,2
455.756,16.1309,2
448.29,15.3903,2
443.029,15.1231,2
437.968,15.5097,2
369.564,18.8325,3
360.557,18.7804,3
362.348,19.1983,3
373.341,18.2543,3
387.575,18.4947,3
397.525,18.0688,3
397.944,15.6015,2
416.959,14.4606,2
417.223,18.3553,3
408.943,18.5047,3
398.79,18.7857,3
392.081,18.7236,3
443.584,13.4372,2
440.455,12.8389,2
423.472,13.1562,2
394.763,11.6896,2
359.289,12.7144,2
325.519,12.6736,2
441.628,18.4369,3
473.052,18.3566,3
498.16,19.0138,3
511.626,18.5584,3
339.516,12.9115,2
363.351,14.9314,2
384.032,14.8484,2
402.211,15.4746,2
415.556,16.1238,2
427.542,15.9659,2
437.103,17.3841,2
352.102,21.4494,3
355.275,20.9665,3
371.716,20.5378,3
493.316,14.8149,2
498.096,15.0205,2
495.035,14.732,2
480.796,14.6354,2
459.761,13.4692,2
437.029,13.8302,2
508.568,16.2937,4
511.83,15.9795,4
505.199,16.5323,4
492.579,15.194,4
471.367,14.4841,4
369.47,14.8127,2
362.165,14.901,2
429.565,13.1309,4
567.29,21.5534,1
578.424,21.2879,1
500.606,13.1221,4
569.692,20.542,1
543.864,19.5677,1
569.898,15.3318,4
581.443,16.1797,4
590.327,16.1347,4
465.29,20.4347,1
679.454,26.4069,0
671.958,25.3959,0
665.172,24.9242,0
658.889,24.8601,0
654.956,24.8557,0
649.346,25.4308,0
639.981,27.2252,0
629.676,26.5584,0
616.536,26.9529,0
605.22,27.1369,0
597.4,27.6339,0
596.502,27.1515,0
603.827,28.3424,0
620.198,26.9459,0
646.428,26.5616,0
678.25,27.6721,0
708.519,26.2545,0
733.085,26.107,0
748.822,25.742,0
756.651,25.7067,0
755.704,25.8739,0
69.0841,2.56684,5
67.7911,2.89605,5
65.3747,3.0062,5
61.0114,3.39408,5
53.1845,3.89322,5
43.2708,4.67871,5
426.635,15.3006,2
412.932,16.9828,2
405.039,16.1447,2
406.486,14.9769,2
414.788,15.0204,2
423.387,15.6703,2
418.41,15.3712,2
403.288,14.5856,2
389.596,12.8829,2
388.453,13.5129,2
401.467,11.4069,2
421.305,13.3527,2
444.234,11.5574,2
461.608,12.7484,2
466.914,13.5418,2
454.689,13.5491,2
428.199,13.9604,2
402.001,14.2265,2
392.264,13.9687,2
519.17,15.0769,4
513.856,15.7767,4
504.692,16.5805,4
506.66,17.9861,1
497.793,16.5051,4
440.826,12.3516,2
432.739,12.1162,2
415.163,13.7893,2
392.363,14.6319,2
366.179,15.6339,2
540.909,14.2389,4
615.223,23.6455,0
608.395,23.7083,0
601.025,23.8269,0
589.72,23.478,0
580.665,23.8525,0
577.088,24.6554,0
581.719,25.4438,0
589.692,24.4802,0
490.794,13.345,4
503.469,14.302,4
513.801,14.517,4
517.68,15.2938,4
510.402,13.8269,4
518.753,18.8123,1
519.666,19.7581,1
438.797,15.2645,4
427.362,14.8958,2
440.496,15.1443,2
453.993,15.3298,2
466.653,14.7117,2
475.395,15.1964,2
478.821,15.7726,2
470.973,14.3276,2
458.682,14.3606,2
448.784,14.843,2
441.495,15.1251,2
433.789,15.6501,2
385.335,17.994,3
381.062,18.3533,3
383.078,18.2884,3
390.159,17.5803,3
398.168,18.8883,3
408.081,18.4763,3
415.566,19.3097,3
388.91,14.0167,2
411.747,18.856,3
403.009,18.707,3
392.789,18.8403,3
392.643,13.384,2
410.402,13.443,2
420.152,12.6995,2
417.456,11.2068,2
400.217,11.9837,2
372.968,11.3925,2
341.813,11.6683,2
454.818,19.2483,3
482.383,17.9384,3
500.779,17.4277,3
509.831,20.3002,3
350.681,13.6758,2
367.722,15.1187,2
387.367,15.7492,2
405.099,16.6304,2
416.987,15.9482,2
428.689,15.9943,2
436.396,17.4778,2
442.256,16.5531,2
366.271,21.636,3
381.473,20.9478,3
405.811,21.1901,3
485.606,15.7887,2
476.157,14.5879,2
456.657,14.4846,2
432.503,14.4704,2
407.474,13.3793,2
384.319,14.0215,2
367.338,13.0219,2
515.089,15.0764,4
499.714,14.9568,4
479.284,15.4581,4
460.924,13.662,4
370.5,14.4861,2
437.107,12.2299,4
566.372,21.7132,1
574.476,20.7879,1
575.255,21.0743,1
563.552,21.0657,1
540.157,19.919,1
510.418,18.7463,1
586.817,17.6726,4
595.391,16.3944,4
606.745,16.9547,4
479.38,19.8604,1
684.767,26.0901,0
675.566,25.744,0
666.131,25.3736,0
657.047,25.8453,0
647.302,26.629,0
637.002,25.9464,0
623.333,26.2263,0
606.177,26.9963,0
590.875,26.6407,0
585.881,27.0442,0
585.383,26.271,0
593.93,26.5727,0
611.275,26.8195,0
636.336,26.7346,0
668.395,26.9527,0
703.585,25.7886,0
731.809,26.2746,0
752.54,24.7752,0
763.387,25.4823,0
763.56,24.5124,0
71.977,3.01193,5
70.7242,3.43398,5
66.9673,3.21768,5
60.2643,3.23808,5
51.4166,5.07155,5
40.9532,3.14282,5
440.21,14.816,2
431.982,15.4867,2
426.427,15.1288,2
426.194,15.0837,2
422.379,15.8393,2
419.684,15.0752,2
411.026,14.9684,2
391.187,14.4611,2
375.284,13.6861,2
375.196,13.0231,2
385.292,13.3591,2
401.52,12.9245,2
419.527,13.3378,2
433.82,13.1889,2
438.266,13.2105,2
428.707,12.9282,2
410.345,15.4798,2
395.851,13.8803,2
392.217,13.2752,2
399.095,13.7677,2
487.911,16.8131,4
481.454,16.5327,4
480.569,16.9976,4
488.123,15.7769,4
413.275,12.9797,2
404.177,13.4636,2
387.241,14.0686,2
364.571,14.2694,2
339.655,14.1795,2
316.749,15.445,2
489.078,17.8709,1
614.816,22.9419,0
614.49,23.5149,0
605.034,22.7119,0
594.066,22.264,0
589.622,22.8316,0
587.265,24.7425,0
589.153,25.2457,0
529.01,20.5896,1
480.759,13.9109,4
539.701,19.3576,1
536.066,19.2606,1
531.742,18.923,1
528.997,18.9586,1
663.401,21.9371,0
672.337,22.5095,0
418.327,15.9098,2
433.438,15.2065,2
449.41,14.2341,2
465.815,14.2434,2
478.664,14.5275,2
481.876,15.1684,2
476.578,14.3023,2
463.894,14.4657,2
449.297,15.7125,2
439.029,14.7938,2
428.203,14.7885,2
417.219,14.9106,2
403.382,17.7462,3
404.817,17.4091,3
406.816,19.3212,3
410.471,19.0754,3
415.787,17.8964,3
417.769,19.2981,3
368.583,14.067,2
403.89,18.3149,3
393.039,19.6923,3
383.283,19.2591,3
350.817,13.9296,2
374.02,13.4993,2
395.217,12.1753,2
405.649,12.0943,2
402.272,12.3377,2
384.017,12.0229,2
356.632,11.4892,2
340.014,12.981,2
491.124,17.9966,3
507.724,19.4354,3
512.089,19.6561,3
364.236,15.8648,2
377.499,16.2826,2
393.212,15.9712,2
405.695,17.0699,2
416.92,16.7722,2
428.095,17.1822,2
436.776,16.3229,2
441.854,17.2378,2
376.067,21.7462,3
391.912,21.597,3
416.23,20.2883,3
465.387,14.8249,2
452.033,14.7629,2
431.762,14.1036,2
406.586,14.496,2
380.059,14.5137,2
356.87,13.5646,2
342.192,13.4006,2
520.477,15.5294,4
506.383,14.9778,4
487.118,14.837,4
468.153,14.36,4
379.011,15.6159,2
387.115,13.7372,2
455.121,13.53,4
547.838,24.401,0
581.216,24.0364,0
615.901,23.2289,0
645.623,23.5687,0
509.262,20.1188,1
595.446,16.8411,4
601.729,17.7435,4
610.342,17.3863,4
619.375,18.4644,4
507.025,18.7692,1
672.571,25.846,0
661.266,26.3866,0
651.286,25.6579,0
643.607,27.6912,0
634.715,26.5698,0
618.846,26.6809,0
600.336,26.3359,0
582.574,26.8827,0
572.724,25.5822,0
573.053,26.2238,0
583.591,25.7344,0
600.047,25.6247,0
621.523,25.6802,0
652.935,26.0407,0
688.138,25.2916,0
719.514,25.3748,0
744.453,24.4064,0
758.542,25.6167,0
757.926,24.1838,0
70.7475,2.74948,5
69.6364,5.29964,5
65.1004,3.31565,5
58.1238,3.48112,5
49.1239,2.92708,5
38.8407,3.9101,5
442.867,15.321,2
439.74,15.0376,2
436.367,15.3479,2
431.737,15.5,2
421.99,15.4257,2
411.336,14.5775,2
396.417,15.3131,2
375.657,14.0599,2
361.679,13.8332,2
360.855,12.7213,2
367.037,13.4461,2
382.22,13.2555,2
397.936,13.6702,2
409.12,13.8356,2
411.583,14.2001,2
406.789,13.8215,2
399.129,14.4308,2
395.419,14.088,2
397.552,13.2731,2
407.795,14.3914,2
415.088,13.1778,2
461.272,17.7699,4
465.817,16.8399,4
480.482,17.0029,4
395.211,12.6931,2
382.701,12.2623,2
364.325,13.6602,2
341.65,14.6277,2
317.056,14.3599,2
295.659,15.1061,2
284.184,15.9462,2
480.351,17.7264,1
629.372,21.9254,0
621.307,23.1652,0
610.179,21.1627,0
605.022,22.5013,0
597.623,22.9348,0
591.787,22.9531,0
594.569,22.57,0
463.171,12.629,4
550.162,19.6417,1
622.477,22.4751,0
631.759,23.5217,0
532.745,19.584,1
535.87,20.5112,1
646.64,24.1611,0
643.302,24.5594,0
435.021,15.1079,2
451.942,15.6095,2
467.679,15.339,2
481.072,14.1753,2
485.656,13.8944,2
481.05,13.869,2
467.465,14.1922,2
449.589,13.2749,2
434.5,13.8527,2
420.836,13.5233,2
407.225,13.8138,2
421.029,18.5165,3
422.436,17.796,3
423.396,18.449,3
423.16,18.67,3
422.237,19.3245,3
419.16,18.3237,3
349.444,14.6563,2
395.488,19.0785,3
382.822,18.1904,3
372.41,18.6326,3
317.793,12.6543,2
342.507,11.6443,2
397.094,17.4916,3
391.828,12.5653,2
398.519,12.094,2
389.577,12.4466,2
371.435,11.525,2
360.394,13.4573,2
357.679,12.4314,2
359.001,13.0626,2
367.518,15.8752,2
377.326,14.893,2
388.16,16.1223,2
398.133,17.0658,2
407.828,16.5665,2
415.835,16.9101,2
425.583,17.4423,2
433.879,16.5675,2
442.193,16.9601,2
447.433,16.6619,2
399.315,21.1298,3
424.423,20.5465,3
453.546,19.9519,3
430.136,15.2969,2
409.321,15.7196,2
385.995,16.0278,2
361.178,15.171,2
336.784,14.8377,2
324.273,14.5783,2
521.987,14.0043,4
508.343,14.9082,4
491.001,14.7827,4
475.266,14.3924,4
380.441,14.545,2
392.999,14.4319,2
466.705,13.7059,4
544.215,20.0835,1
585.011,24.0777,0
614.648,25.6054,0
641.352,24.4666,0
510.674,20.1257,1
600.746,17.3715,4
604.796,17.3531,4
610.562,18.1091,4
619.184,18.3717,4
626.672,17.8225,4
535.582,17.3677,1
647.236,25.3952,0
644.472,25.6751,0
639.343,25.8651,0
631.924,26.3635,0
618.864,26.1086,0
595.935,25.329,0
574.595,26.8012,0
564.45,26.3069,0
561.997,26.0132,0
568.963,25.5231,0
584.729,25.7387,0
603.081,24.57,0
630.969,23.9681,0
667.705,25.5057,0
702.321,25.2066,0
728.511,24.7128,0
743.628,23.4742,0
744.192,23.115,0
65.122,2.02019,5
64.6491,3.45115,5
61.0241,5.34235,5
54.7652,4.3817,5
47.1866,5.02961,5
38.398,4.3909,5
441.771,14.4895,2
440.531,14.6012,2
437.968,15.1402,2
430.321,15.0077,2
418.62,13.5968,2
402.599,14.1312,2
383.346,14.0768,2
366.277,13.3463,2
354.794,13.3505,2
351.457,13.2135,2
355.57,13.5389,2
369.885,13.4361,2
380.48,13.6029,2
389.254,14.3161,2
391.915,14.418,2
394.714,14.2477,2
394.898,14.3877,2
397.711,12.4041,2
404.167,12.3124,2
414.774,12.2974,2
424.977,12.8789,2
429.741,12.6175,2
461.173,17.0292,4
480.154,16.5391,4
390.929,12.4819,2
370.065,13.9681,2
460.252,17.4702,3
327.605,13.8538,2
304.869,14.2541,2
286.794,14.4474,2
274.793,15.6864,2
514.371,14.5852,4
501.93,18.6583,1
639.113,22.2118,0
628.306,23.0363,0
616.705,22.4594,0
603.609,23.1895,0
595.122,22.7328,0
594.479,23.1611,0
571.312,19.495,1
562.354,19.3314,1
623.594,24.1762,0
628.826,24.6823,0
632.867,24.5731,0
630.564,23.5391,0
624.887,24.1031,0
617.252,23.9788,0
527.186,19.3657,1
456.882,15.2129,2
471.868,14.522,2
483.361,13.9145,2
486.48,13.2673,2
480.711,14.2951,2
468.24,13.7777,2
449.899,13.5141,2
430.194,12.3699,2
414.104,13.6714,2
395.993,13.8491,2
375.801,13.9847,2
436.518,18.777,3
433.053,18.8132,3
430.473,18.3249,3
425.296,18.9152,3
417.82,18.3342,3
405.062,18.5724,3
390.524,19.0472,3
375.765,19.3761,3
363.084,18.5865,3
296.766,12.956,2
319.484,12.2599,2
347.177,11.9433,2
409.199,17.0447,3
389.22,12.8987,2
391.041,12.982,2
381.931,12.9411,2
374.581,13.0867,2
370.34,13.7453,2
374.753,14.3877,2
382.184,13.8509,2
391.127,16.0146,2
398.772,16.4916,2
404.254,17.1612,2
408.965,16.8146,2
413.464,16.5333,2
422.82,18.045,2
432.861,19.2324,2
442.572,18.3563,2
449.833,18.2501,2
405.901,20.8107,3
430.22,20.9189,3
458.755,20.6836,3
417.082,16.0483,2
394.955,16.4221,2
371.549,16.5054,2
347.254,15.8151,2
324.148,15.3143,2
315.177,15.0272,2
326.437,13.8366,2
506.512,15.4276,4
492.972,15.2517,4
481.61,14.7874,4
377.726,15.0869,2
393.902,13.7387,2
410.944,13.5508,2
493.089,14.5558,4
535.03,20.8677,1
616.913,24.738,0
638.741,25.1231,0
513.902,19.9528,1
597.56,17.2078,4
598.424,17.4878,4
605.317,17.0572,4
613.426,17.2292,4
619.891,17.5423,4
622.866,17.3447,4
547.84,17.7251,1
550.156,18.1084,1
635.162,25.5365,0
627.229,26.6827,0
613.835,25.799,0
592.558,25.7261,0
571.128,25.3718,0
558.467,25.472,0
556.171,25.0473,0
558.905,24.6887,0
567.805,24.8023,0
584.045,24.8005,0
610.198,24.2968,0
644.853,23.6384,0
680.34,24.2829,0
709.112,23.0215,0
724.732,23.2872,0
729.045,23.2386,0
57.7782,3.30046,5
58.7513,3.61489,5
56.5534,4.22959,5
52.092,5.13758,5
46.1884,5.09306,5
39.0723,4.97069,5
435.799,13.4515,2
438.198,14.6891,2
435.769,14.9681,2
427.01,15.0951,2
414.284,13.8471,2
395.581,14.7869,2
374.969,15.0754,2
361.929,14.1346,2
353.378,14.704,2
349.77,13.6925,2
353.647,13.7554,2
362.988,14.1058,2
371.6,14.6715,2
377.011,13.8999,2
380.582,13.5288,2
386.349,13.9196,2
393.777,13.5795,2
404.423,12.1989,2
413.453,11.6206,2
424.405,11.5504,2
433.947,12.527,2
442.272,12.3369,2
471.283,16.3673,4
491.988,16.6909,4
393.491,13.0921,2
366.22,13.9512,2
469.996,18.5955,3
476.425,17.7766,3
301.174,13.7869,2
283.794,14.829,2
272.985,15.6363,2
521.277,13.0954,4
530.62,18.9996,1
653.236,21.7437,0
641.423,22.3608,0
625.303,22.4519,0
608.003,23.0097,0
594.934,23.0486,0
596.194,21.3376,0
602.713,22.5679,0
436.807,15.7217,4
627.803,25.1873,0
630.604,24.2086,0
629.435,25.1333,0
619.201,24.2869,0
607.822,25.0475,0
597.301,26.1225,0
593.68,26.2272,0
353.764,16.9563,4
475.242,13.8979,2
484.744,15.1847,2
483.546,13.6239,2
475.404,13.7158,2
463.789,12.9101,2
444.862,13.66,2
423.821,13.2202,2
404.034,13.5316,2
378.01,14.3204,2
351.083,14.1497,2
444.829,19.457,3
438.282,18.6756,3
430.067,17.9964,3
420.559,18.8054,3
413.067,17.5932,3
400.358,20.0027,3
320.057,14.966,2
372.758,19.0565,3
359.321,18.7984,3
287.081,12.3482,2
304.822,12.2229,2
329.294,11.8913,2
383.547,17.3323,3
409.227,15.7217,3
385.469,13.419,2
384.412,13.5294,2
380.554,13.6548,2
379.139,13.9395,2
382.592,14.5912,2
392.743,15.4406,2
401.73,15.3662,2
406.313,15.631,2
407.924,15.9087,2
407.34,16.6626,2
409.08,16.9143,2
417.258,17.9023,2
428.961,17.3921,2
439.712,17.5071,2
448.181,17.4985,2
409.119,20.1479,3
431.202,19.6657,3
457.804,19.8843,3
481.57,19.7605,3
389.027,17.3535,2
365.32,17.3618,2
341.88,16.127,2
322.494,16.3112,2
315.956,15.2156,2
327.513,14.6483,2
507.25,14.4607,4
496.025,14.4392,4
487.959,15.0693,4
374.547,14.1391,2
393.543,13.7691,2
411.064,13.4858,2
427.962,13.9727,2
524.873,20.67,1
528.603,20.6236,1
643.277,24.6667,0
525.579,20.2771,1
583.932,17.6553,4
340.718,14.9851,2
594.497,17.368,4
603.532,17.1391,4
549.792,17.1371,1
546.313,17.3286,1
544.099,17.2113,1
537.587,17.6778,1
526.307,18.8798,1
622.941,26.1367,0
607.738,25.4597,0
589.05,25.6683,0
571.011,24.8027,0
559.205,24.7767,0
551.306,24.1014,0
550.354,25.3357,0
553.551,24.1726,0
565.508,25.1433,0
589.815,25.3355,0
623.972,24.0025,0
657.417,23.5506,0
685.201,22.7281,0
701.759,23.8724,0
711.095,23.3295,0
51.425,3.43613,5
53.8621,3.77475,5
53.2522,3.8003,5
50.0481,4.10106,5
46.1523,4.64928,5
41.3204,4.73041,5
431.54,14.4615,2
434.266,14.1794,2
433.886,15.5224,2
426.357,15.2916,2
414.489,14.6423,2
397.066,14.0227,2
378.602,14.8143,2
364.835,14.9665,2
358.403,14.6487,2
357.182,14.6466,2
360.385,15.1198,2
365.571,14.4572,2
369.885,13.6671,2
373.625,13.7276,2
378.837,14.1274,2
387.017,13.6566,2
371.396,12.7382,4
378.579,14.2524,4
425.207,11.8198,2
434.986,10.9844,2
444.078,11.6998,2
451.249,12.2888,2
490.398,16.9641,4
512.912,16.0008,4
396.366,14.6412,2
367.186,14.9982,2
467.895,18.1278,3
472.429,17.9852,3
304.461,14.3808,2
288.48,16.7795,2
536.902,14.3292,4
519.425,14.3058,4
553.097,19.6134,1
655.488,23.1368,0
642.194,21.9268,0
626.911,21.9097,0
605.97,23.2487,0
591.327,22.3359,0
589.532,23.4509,0
601.972,22.3955,0
435.29,14.5271,4
565.649,20.2511,1
638.487,25.6705,0
630.375,25.642,0
615.567,25.2645,0
599.154,26.2426,0
587.572,26.3851,0
584.077,27.0936,0
585.177,27.1568,0
473.507,14.5408,2
479.723,14.2283,2
428.164,21.9618,3
466.129,14.3116,2
454.912,13.2843,2
434.908,12.8997,2
413.266,12.1266,2
388.867,13.1261,2
359.537,13.3758,2
327.78,14.186,2
300.455,13.6541,2
438.525,19.7288,3
427.383,19.2365,3
414.545,19.7766,3
406.353,19.6667,3
333.466,14.2883,2
321.931,13.4886,2
372.595,19.591,3
358.338,19.5079,3
352.846,18.9785,3
297.49,12.678,2
318.495,12.9216,2
359.157,16.7159,3
376.931,17.0704,3
400.548,18.8498,3
375.968,13.5582,2
377.571,14.0751,2
378.618,13.323,2
382.624,14.2618,2
561.09,21.5576,3
566.585,21.0367,3
412.119,16.6231,2
409.202,16.9907,2
404.869,17.5097,2
403.385,16.4772,2
458.42,20.3564,3
437.965,20.3216,3
434.284,17.0893,2
443.505,16.6126,2
445.535,16.9866,2
426.024,20.3831,3
450.477,19.8959,3
473.727,20.7571,3
389.163,17.5735,2
365.632,17.2512,2
345.659,17.9141,2
328.351,17.5474,2
322.369,15.7476,2
331.999,14.9758,2
514.092,15.4396,4
616.284,22.7846,1
496.188,13.701,4
488.837,14.6755,4
395.303,13.2441,2
413.762,13.2248,2
429.361,14.2188,2
512.838,14.8592,4
526.883,21.0122,1
649.585,26.0809,0
539.212,20.4969,1
570.49,16.3926,4
353.045,14.7275,2
582.436,16.7621,4
591.713,17.5039,4
563.833,16.9612,1
552.388,17.08,1
539.452,18.0506,1
614.728,18.7801,4
610.266,16.9036,4
491.853,18.5908,1
600.454,25.0042,0
581.254,25.4987,0
566.724,24.6273,0
556.812,24.0702,0
548.61,23.3439,0
544.404,23.8036,0
542.731,24.6506,0
552.252,23.7443,0
573.357,23.3724,0
605.632,24.3466,0
638.205,23.4461,0
662.659,23.3019,0
682.489,23.7024,0
694.738,22.6658,0
48.9888,3.68969,5
52.1019,4.60647,5
52.3744,4.40287,5
50.9409,4.66693,5
48.5018,5.04739,5
44.8553,5.6535,5
429.745,14.1988,2
435.751,15.2053,2
439.11,15.6041,2
435.212,15.6801,2
424.893,14.9758,2
410.639,15.1787,2
395.068,15.0328,2
382.277,14.9158,2
525.014,17.0441,4
504.127,16.1672,4
482.988,16.0947,4
378.074,14.5211,2
379.061,14.3947,2
381.479,14.0784,2
385.063,13.7595,2
392.41,13.2291,2
371.696,13.5602,4
382.564,14.029,4
435.273,10.6818,2
443.47,11.3099,2
449.979,11.6032,2
452.954,12.7666,2
509.402,16.5042,4
535.609,16.3919,4
395.467,13.8901,2
366.218,14.4028,2
456.189,18.712,3
458.408,18.3241,3
306.014,15.6318,2
297.633,15.4786,2
528.383,12.4306,4
513.941,13.0347,4
561.136,20.3825,1
574.86,20.522,1
632.012,21.8311,0
614.251,23.3888,0
593.515,22.4733,0
581.625,23.1556,0
583.46,21.809,0
597.993,23.084,0
594.278,21.6589,1
435.268,14.754,4
649.179,24.8122,0
638.558,26.1146,0
618.201,26.4882,0
599.923,25.9506,0
588.752,27.7048,0
581.365,27.0593,0
577.784,27.6775,0
383.888,15.3421,4
468.801,14.7544,2
405.821,22.7178,3
457.001,13.9747,2
443.037,14.7109,2
423.922,12.8459,2
401.819,13.3662,2
374.16,13.7163,2
343.241,14.6029,2
311.635,13.5025,2
287.761,13.7104,2
279.669,14.7785,2
426.568,18.5688,3
413.741,18.7044,3
402.623,19.1448,3
346.186,14.2267,2
333.813,14.6477,2
310.863,13.68,2
356.9,20.0378,3
348.676,19.5821,3
340.193,19.3375,3
315.604,13.8297,2
337.593,17.5567,3
349.88,18.4707,3
368.796,17.7657,3
389.259,19.1902,3
370.131,14.7986,2
370.804,14.2181,2
376.636,13.401,2
385.345,13.3413,2
547.29,20.316,3
533.896,20.0072,3
407.515,16.2673,2
402.358,16.0652,2
402.762,15.3446,2
450.468,19.6177,3
431,19.9402,3
414.768,21.479,3
408.824,19.8879,3
436.583,16.317,2
422.705,18.9384,3
443.331,19.86,3
464.182,19.9015,3
389.189,17.6878,2
369.656,16.1234,2
352.707,17.4433,2
341.02,16.8857,2
336.549,16.5984,2
340.633,15.4691,2
526.239,15.1119,4
514.724,15.333,4
587.539,21.9712,1
496.292,14.9965,4
400.817,13.8526,2
419.22,13.4734,2
431.206,13.3088,2
433.009,13.188,2
526.766,21.5727,1
656.784,25.3086,0
547.232,19.7688,1
558.506,15.6701,4
355.907,15.1995,2
337.04,15.2909,2
580.531,16.3147,4
575.593,18.141,1
554.292,16.9472,1
603.314,16.5108,4
607.188,15.4678,4
602.464,15.4477,4
466.123,18.3806,1
458.133,19.7385,1
569.942,24.0702,0
554.769,23.3701,0
544.095,23.691,0
539.747,24.0685,0
535.12,24.4166,0
531.405,23.1091,0
539.549,23.5483,0
559.493,24.4081,0
588.901,23.7823,0
619.27,23.9739,0
646.316,23.445,0
669.33,23.772,0
687.461,23.4304,0
50.2244,4.33446,5
52.7639,4.83177,5
53.9297,4.13428,5
53.9572,4.83498,5
52.3054,4.93352,5
47.4323,5.53594,5
431.803,14.2474,2
442.811,15.004,2
447.833,15.7821,2
448.598,14.898,2
444.571,16.6022,2
431.291,15.5457,2
420.177,16.7676,2
523.239,16.0962,4
504.308,15.995,4
482.197,15.8354,4
457.939,15.4496,4
398.177,14.5083,2
396.119,14.0592,2
395.87,12.7812,2
396.979,13.3455,2
402.373,13.7653,2
412.823,13.6557,2
427.085,12.8274,2
440.394,11.233,2
446.38,11.568,2
448.015,12.5653,2
448.402,12.0251,2
522.917,15.6164,4
551.677,16.0753,4
569.274,15.9771,4
364.029,13.1441,2
436.129,17.1924,3
437.299,17.6919,3
422.99,18.7248,3
304.136,16.3265,2
515.251,12.9222,4
531.907,19.3265,1
550.637,19.424,1
627.274,22.3436,0
613.571,23.708,0
594.196,23.3769,0
577.742,22.9445,0
571.478,23.0105,0
578.19,23.9253,0
596.744,24.0576,0
621.203,24.8229,0
450.801,15.51,4
559.671,21.2741,1
645.78,26.0686,0
628.188,26.4749,0
612.504,26.3822,0
602.258,27.3076,0
591.259,27.0447,0
581.365,27.1328,0
573.107,27.8182,0
453.037,15.5651,2
452.89,15.056,2
380.785,22.6923,3
432.958,13.2593,2
412.757,12.9159,2
388.246,12.4298,2
360.098,13.7386,2
330.962,14.4267,2
301.282,14.4751,2
280.828,15.0081,2
276.376,14.8815,2
434.089,18.334,3
418.392,18.3522,3
406.733,17.9904,3
390.049,19.5137,3
354.526,14.0556,2
327.521,14.1792,2
303.375,12.8891,2
342.26,20.2505,3
329.613,19.8197,3
322.398,18.4931,3
333.312,13.2269,2
327.954,19.354,3
344.906,19.1323,3
366.875,19.9048,3
365.721,13.8867,2
363.641,14.1545,2
367.78,12.8053,2
377.042,14.9921,2
514.602,19.2182,3
500.319,18.5307,3
403.528,15.1821,2
402.165,15.8162,2
404.019,14.8349,2
413.781,15.0014,2
423.465,15.0859,2
407.79,20.5821,3
431.227,16.0792,2
403.35,19.9491,3
418.762,16.7501,2
409.688,16.3208,2
455.874,19.9475,3
392.381,18.2598,2
378.612,17.0046,2
365.775,16.7216,2
354.948,16.8264,2
350.484,15.8243,2
348.969,14.6725,2
538.444,15.7008,4
528.076,15.3185,4
517.284,15.2226,4
504.572,15.8232,4
413.456,12.8432,2
427.357,13.6914,2
434.378,12.727,2
431.946,12.7954,2
554.426,15.4278,4
530.334,21.4093,1
543.751,20.1575,1
551.68,15.8159,4
345.62,14.6613,2
330.12,14.2535,2
567.983,15.2278,4
573.217,14.828,4
579.919,14.5372,4
584.825,15.0291,4
586.58,14.9912,4
583.567,13.3302,4
579.015,12.4131,4
433.278,19.6815,1
551.253,24.037,0
535.291,23.0276,0
524.968,23.3631,0
519.651,23.6094,0
518.11,24.056,0
517.176,23.76,0
525.95,23.9784,0
546.097,24.2699,0
574.63,24.8569,0
604.702,23.9858,0
632.558,24.5221,0
659.088,23.3604,0
679.906,22.9701,0
695.13,23.1009,0
