Permeability,Porosity,Facies
437.883,20.2833,3
420.362,19.8202,3
462.937,13.2974,2
446.298,13.7893,2
432.51,13.4929,2
391.345,18.6498,3
397.585,18.4306,3
403.452,20.1251,3
404.093,18.6748,3
459.032,14.5581,2
472.713,14.4758,2
481.959,14.9918,2
326.087,21.2633,3
324.931,20.3463,3
480.324,14.1996,2
482.983,14.4171,2
349.652,21.0069,3
355.51,20.9788,3
475.486,13.2936,2
462.823,13.6799,2
436.404,13.045,2
404.225,14.1053,2
374.024,13.5684,2
350.71,15.3319,2
343.363,15.4838,2
354.668,15.2157,2
383.764,15.8917,2
418.775,15.7098,2
446.263,16.1902,2
460.133,15.0056,2
338.708,17.2567,3
327.019,17.399,3
324.161,17.5011,3
407.923,16.6464,2
391.371,15.9549,2
377.815,17.5024,2
369.743,18.2673,2
368.378,16.9999,2
375.641,17.9819,2
384.726,16.5024,2
486.591,18.5737,3
460.558,18.9038,3
375.367,15.2683,2
354.892,14.9296,2
337.472,14.9836,2
315.509,14.1899,2
292.354,13.9486,2
269.227,13.8268,2
485.803,12.5383,4
568.253,19.9944,1
574.37,20.0935,1
577.26,19.859,1
369.288,11.9338,4
357.033,12.4331,4
354.893,13.0376,4
364.871,14.0616,4
526.207,19.6657,1
627.704,24.5261,0
610.187,24.2571,0
595.992,23.6744,0
588.935,24.5296,0
586.684,23.2691,0
586.703,23.747,0
584.729,22.1541,0
579.65,23.8664,0
576.576,23.1377,0
574.088,23.0451,0
568.974,24.2432,0
570.81,24.0798,0
577.952,24.0078,0
585.504,24.6509,0
592.336,24.9724,0
589.091,24.5641,0
582.868,24.6727,0
576.83,24.4387,0
568.358,22.7788,0
388.856,14.546,2
383.249,14.8464,2
377.605,15.0601,2
373.306,15.2247,2
372.318,14.8333,2
370.888,16.2773,2
374.081,16.1233,2
383.253,16.9851,2
425.257,15.4321,4
450.067,14.8416,4
478.703,15.1101,4
506.093,14.5197,4
529.062,14.1059,4
545.165,14.9523,4
455.383,17.4515,2
457.764,15.9967,2
463.607,16.9008,2
467.926,16.6313,2
464.737,16.254,2
338.685,15.9516,4
343.372,16.1064,4
398.762,16.9474,2
380.368,17.0068,2
364.782,15.4531,2
352.947,14.9996,2
348.047,14.6748,2
344.481,13.4474,2
336.517,13.3543,2
330.822,14.9256,2
334.19,14.0267,2
343.171,14.641,2
422.382,15.5123,4
629.825,22.2228,1
616.726,21.5538,1
441.12,14.8005,2
458.477,15.1262,2
465.563,15.9793,2
449.195,15.664,2
420.923,15.7743,2
398.383,16.8273,2
393.827,16.7507,2
402.865,16.9324,2
437.32,14.2019,4
683.182,26.9828,0
672.558,27.388,0
659.201,26.3568,0
651.278,26.0744,0
644.893,24.3375,0
642.394,24.5817,0
367.998,17.782,1
451.556,13.471,4
321.439,12.7609,2
334.95,12.9708,2
361.925,13.3338,2
365.19,19.8885,1
683.84,26.7363,0
391.154,20.4008,1
413.356,20.5972,1
657.357,23.9316,0
520.774,15.0023,4
486.534,16.2246,2
451.549,19.4676,3
445.351,19.1176,3
430.941,19.5357,3
408.145,19.6713,3
460.53,13.499,2
440.343,13.2958,2
424.915,13.4668,2
363.081,19.3905,3
365.843,18.8932,3
364.592,19.2867,3
358.519,20.3059,3
434.581,14.4977,2
435.589,15.0559,2
439.436,15.4781,2
296.144,19.7635,3
301.029,19.3521,3
423.55,14.8865,2
438.746,14.3571,2
447.744,14.1785,2
352.466,20.9268,3
459.015,13.9116,2
449.983,12.0135,2
425.431,13.5504,2
391.511,14.1775,2
360.198,14.265,2
339.076,14.4381,2
331.97,15.3085,2
344.084,14.8708,2
374.432,15.5048,2
411.962,16.0783,2
441.847,16.2279,2
459.149,14.9712,2
333.294,17.6593,3
326.663,17.4945,3
329.693,17.315,3
415.147,15.9941,2
398.782,17.2064,2
383.281,16.7554,2
371.342,17.9499,2
367.443,17.1317,2
372.3,17.2256,2
380.887,16.5037,2
386.808,15.7312,2
446.225,18.0012,3
420.792,18.4652,3
361.667,15.1168,2
351.207,14.8278,2
332.876,13.8702,2
310.844,14.0616,2
292.118,13.8364,2
483.518,12.0027,4
582.351,19.509,1
584.614,19.6905,1
584.731,19.315,1
579.27,19.9643,1
342.191,14.3569,4
341.098,14.0044,4
353.086,14.5266,4
503.672,19.4408,1
622.803,25.0976,0
604.638,24.2952,0
590.853,24.6114,0
584.079,24.6899,0
581.626,24.0141,0
577.962,23.769,0
573.971,23.19,0
567.387,23.1935,0
563.436,23.4471,0
559.052,24.2902,0
557.807,24.2518,0
565.251,24.4381,0
577.134,25.2877,0
592.02,25.1788,0
603.553,24.8553,0
608.011,25.1161,0
604.553,23.9995,0
598.737,24.2956,0
591.754,24.147,0
405.836,15.1794,2
398.463,15.2624,2
388.922,14.7461,2
379.626,15.3983,2
375.344,15.6479,2
372.359,15.8868,2
372.629,17.0592,2
414.633,15.5454,4
432.613,16.3305,4
452.959,16.1447,4
475.287,15.2352,4
496.561,15.2267,4
519.154,13.5929,4
533.03,14.6583,4
493.32,15.8212,2
496.437,15.9335,2
499.637,16.899,2
498.945,16.2842,2
486.846,15.7289,2
466.835,15.4334,2
370.73,15.4158,4
419.147,15.7637,2
397.619,16.0168,2
381.232,14.6425,2
363.757,14.6013,2
350.248,13.3841,2
339.459,14.2736,2
331.029,13.4731,2
324.341,13.5208,2
325.312,13.5857,2
334.106,14.2755,2
348.31,14.1506,2
446.031,16.5615,4
631.124,21.7612,1
459.916,15.1812,4
450.614,15.2812,2
450.998,14.9232,2
436.434,15.4648,2
411.806,15.4517,2
389.296,16.5361,2
389.145,15.9091,2
399.73,16.4173,2
411.714,15.9827,2
445.734,15.2921,4
658.226,27.2611,0
648.768,27.0886,0
646.155,25.691,0
647.47,25.2843,0
655.278,23.9537,0
663.178,23.6609,0
465,12.4662,4
325.938,13.5275,2
340.577,13.7224,2
366.757,13.6278,2
381.353,18.8615,1
691.213,26.4404,0
421.579,20.9477,1
448.544,20.6552,1
471.97,20.3198,1
486.739,19.7352,1
498.766,14.9286,2
451.294,20.5008,3
443.186,19.9254,3
423.349,19.9486,3
396.424,20.8658,3
453.268,14.6754,2
431.117,14.4411,2
416.659,14.1781,2
340.473,20.1786,3
339.022,19.6487,3
334.082,20.3636,3
322.68,20.0147,3
308.009,19.3945,3
413.608,15.8962,2
410.144,16.0338,2
407.339,15.8853,2
286.421,19.7001,3
298.086,20.4244,3
415.576,14.8121,2
432.86,14.7827,2
351.441,20.3272,3
362.567,20.7583,3
445.664,13.5666,2
421.116,12.6433,2
387.297,13.5817,2
355.73,13.2566,2
334.844,14.1289,2
328.036,14.7772,2
339.861,15.7288,2
369.03,15.9977,2
405.176,15.7918,2
432.828,16.7781,2
447.571,16.2496,2
447.743,14.8689,2
319.354,17.5953,3
433.07,14.5898,2
415.06,15.5286,2
399.532,16.1217,2
425.566,17.6578,3
369.684,16.5038,2
363.636,15.17,2
367.069,15.4523,2
378.479,14.9254,2
384.069,16.1504,2
380.227,15.5668,2
419.229,18.4637,3
362.375,14.5378,2
358.69,14.0079,2
350.097,14.5552,2
338.431,13.8455,2
325.308,13.9611,2
480.7,13.3314,4
454.28,13.7129,4
580.68,19.5215,1
575.573,20.3579,1
566.005,20.2626,1
330.605,14.4685,4
327.773,14.1394,4
341.251,14.5292,4
486.097,19.7036,1
608.374,25.7552,0
593.167,25.8176,0
584.733,24.9556,0
582.046,25.6071,0
581.197,25.8626,0
578.624,23.8313,0
573.637,24.0672,0
566.472,23.6318,0
469.277,20.7074,1
458.468,21.6751,1
554.338,23.4708,0
564.185,25.161,0
582.464,24.5274,0
602.872,24.9088,0
621.398,24.755,0
630.562,24.6479,0
630.782,25.5429,0
625.39,24.7826,0
618.328,25.1043,0
426.828,14.424,2
420.556,14.5798,2
406.987,14.3531,2
393.936,15.541,2
384.139,16.0736,2
378.202,16.4011,2
373.455,15.5467,2
427.896,15.9923,4
442.932,15.3599,4
454.738,17.7013,1
461.135,17.7976,1
493.744,14.8506,4
509.967,13.9591,4
522.193,14.6309,4
525.585,14.9189,4
528.191,16.1608,2
526.35,15.6294,2
516.146,15.1937,2
498.869,15.6666,2
477.341,15.6062,2
452.477,15.3425,2
428.379,15.1612,2
405.434,15.7094,2
384.878,13.7194,2
364.169,14.4446,2
346.983,13.4365,2
333.283,13.8343,2
321.104,12.9948,2
314.953,13.8828,2
314.655,14.5518,2
320.04,14.9176,2
331.332,15.0588,2
354.482,15.1273,2
450.748,15.383,4
451.135,15.378,4
438.671,15.2533,2
434.307,15.3612,2
422.473,15.4552,2
404.946,14.9404,2
391.522,15.8819,2
390.222,15.2722,2
401.672,15.7939,2
409.094,14.8225,2
414.778,16.2487,2
445.102,15.8121,4
631.467,26.1103,0
635.99,25.3391,0
642.892,24.1927,0
659.513,23.5621,0
676.257,22.8487,0
356.397,17.1322,1
336.935,14.0278,2
351.824,14.6585,2
378.425,14.0812,2
544.302,13.2414,4
699.325,24.9713,0
461.715,20.2712,1
490.62,20.6828,1
511.692,19.9681,1
671.687,25.0151,0
516.142,15.1517,2
506.812,14.9433,2
439.999,19.8039,3
417.08,20.9696,3
386.537,20.1529,3
354.257,20.3985,3
424.891,14.9892,2
411.582,15.5178,2
408.805,15.3169,2
321.611,20.1058,3
312.96,20.3352,3
300.049,20.8004,3
285.779,19.5103,3
403.679,16.1085,2
397.355,16.3215,2
392.632,17.3673,2
281.081,19.7976,3
293.681,20.3465,3
417.219,14.3195,2
435.148,13.9167,2
451.908,13.0602,2
363.036,19.4853,3
447.164,12.1479,2
422.316,13.4387,2
389.512,12.2141,2
358.35,14.3588,2
337.051,14.3894,2
332.474,15.1491,2
343.446,16.2769,2
366.637,16.3864,2
394.93,16.0621,2
418.206,16.1824,2
431.192,16.9409,2
435.335,14.9401,2
433.352,16.1273,2
426.123,15.6555,2
412.238,15.284,2
398.574,14.2732,2
434.73,18.1922,3
366.678,15.5897,2
361.461,15.4618,2
362.049,14.6459,2
373.172,15.2809,2
377.266,14.7338,2
373.206,14.9111,2
367.246,14.7127,2
367.231,13.8716,2
371.481,14.6226,2
372.317,13.7849,2
367.828,13.7289,2
361.895,14.2454,2
480.491,13.5678,4
452.698,13.7216,4
419.026,14.6673,4
380.32,14.1639,4
346.406,14.768,4
324.724,14.4531,4
320.881,14.7457,4
333.699,14.4701,4
470.102,20.278,1
456.781,20.8238,1
578.106,26.2855,0
576.535,24.9862,0
580.73,26.0058,0
583.172,25.2265,0
583.712,25.3052,0
582.915,24.3456,0
578.791,24.4142,0
443.219,21.2345,1
430.218,19.6946,1
425.893,21.1556,1
571.755,24.0733,0
591.806,24.9049,0
617.381,24.0521,0
639.962,24.7588,0
653.811,24.7436,0
655.449,24.8309,0
653.7,25.0662,0
647.404,24.5707,0
453.07,14.785,2
443.561,15.5644,2
427.947,15.4067,2
412.856,16.1141,2
396.822,16.3872,2
383.376,16.5655,2
374.363,15.7784,2
441.744,14.9552,4
452.116,16.1093,4
445.277,17.8299,1
462.314,18.1597,1
493.893,14.1489,4
504.295,14.7227,4
512.835,15.1625,4
515.819,14.5698,4
540.347,15.4824,2
530.723,14.6927,2
515.39,15.0775,2
495.039,15.2316,2
471.174,14.1677,2
445.021,14.7723,2
420.911,14.8993,2
399.006,14.2371,2
378.101,13.3931,2
358.695,13.4097,2
340.492,14.3802,2
321.785,13.1839,2
305.676,14.219,2
297.63,15.2002,2
297.983,14.6653,2
302.529,15.4204,2
315.279,15.0552,2
341.31,14.809,2
440.473,15.0033,4
442.768,14.8206,4
427.34,15.289,2
425.418,14.7036,2
416.144,15.2315,2
402.816,15.8573,2
392.98,15.4728,2
395.318,15.0249,2
402.574,15.361,2
411.104,15.2634,2
415.275,14.957,2
416.943,14.8745,2
619.382,26.3691,0
623.579,25.7947,0
634.48,24.4935,0
654.862,23.2362,0
678.992,22.7508,0
698.325,21.4291,0
510.76,12.6361,4
364.709,14.3614,2
386.859,13.5245,2
534.287,12.8979,4
474.131,19.0833,1
709.949,25.1432,0
529.391,19.0482,1
549.763,18.5635,1
686.633,24.4581,0
544.003,19.6786,1
525.114,14.3999,2
439.247,20.0502,3
412.462,19.3572,3
379.752,21.4668,3
446.006,14.9128,2
424.914,15.123,2
413.107,16.0994,2
410.235,16.7054,2
315.497,20.515,3
304.034,19.5764,3
292.654,19.4177,3
277.977,19.3458,3
266.442,20.0273,3
395.652,16.9302,2
393.889,16.5229,2
401.171,17.1116,2
297.198,19.96,3
434.986,16.5089,2
454.025,14.4857,2
467.637,12.99,2
360.184,19.1164,3
365.178,20.0054,3
428.896,12.6779,2
398.201,13.2653,2
368.74,13.7454,2
350.604,14.3603,2
346.125,16.718,2
350.544,16.0318,2
363.835,15.9678,2
383.298,16.448,2
399.243,16.0466,2
412.351,15.3326,2
420.671,15.4761,2
422.082,15.009,2
416.485,15.2483,2
409.481,14.3328,2
396.967,14.8329,2
379.633,14.8028,2
464.793,18.1372,3
357.128,15.6979,2
358.86,14.5115,2
366.296,14.967,2
375.34,15.3509,2
376.815,14.804,2
379.661,14.6167,2
385.463,15.3824,2
393.173,14.2621,2
396.627,14.142,2
434.011,17.6869,3
393.706,14.8529,2
392.233,14.1395,2
452.776,14.6243,4
419.244,14.6978,4
380.974,13.9401,4
349.587,14.5603,4
328.643,14.3844,4
323.498,15.4565,4
333.889,16.5577,4
460.013,20.757,1
442.304,21.0548,1
565.579,27.6814,0
570.184,26.5459,0
580.357,27.1404,0
588.899,26.654,0
592.746,26.0015,0
594.297,24.5378,0
590.446,24.7602,0
421.219,21.0427,1
408.364,19.6528,1
408.243,19.7638,1
586.888,23.4784,0
606.01,23.4452,0
630.095,23.6547,0
653.68,24.132,0
669.32,24.6197,0
674.126,24.9412,0
676.91,26.0503,0
673.266,24.5223,0
479.282,14.4771,2
464.368,13.9502,2
446.165,15.9496,2
428.664,14.655,2
408.537,16.5438,2
389.661,16.4631,2
374.097,15.531,2
451.789,13.8369,4
460.387,14.7261,4
474.472,15.4337,4
487.022,15.2989,4
497.953,14.1245,4
505.77,14.2943,4
509.477,14.7811,4
508.584,14.5402,4
507.634,13.6661,4
512.047,15.3043,2
491.938,15.1124,2
469.956,14.187,2
446.205,15.2942,2
422.42,14.5243,2
398.991,14.8633,2
378.465,14.8731,2
362.002,14.0474,2
348.305,14.8451,2
327.601,14.8382,2
305.498,13.7774,2
289.222,14.3243,2
279.588,14.4177,2
279.688,14.3337,2
286.445,15.4392,2
303.998,15.0549,2
329.538,15.6488,2
433.343,16.7108,4
393.279,15.0185,2
411.179,15.0536,2
412.424,16.1535,2
405.732,14.4672,2
398.358,14.9402,2
397.646,15.9948,2
400.658,15.3591,2
354.018,19.4198,3
360.311,18.1252,3
368.827,18.4926,3
423.394,14.7055,2
503.74,20.061,1
609.515,25.6019,0
619.364,23.6835,0
640.123,22.9034,0
666.51,23.53,0
691.41,21.843,0
411.856,16.8583,1
370.933,13.0114,2
390.28,14.4292,2
417.912,14.92,2
510.523,18.7917,1
716.129,25.2208,0
562.958,18.2572,1
696.981,25.6486,0
692.998,24.4632,0
694.93,24.3452,0
539.619,15.3624,2
522.598,15.3937,2
410.975,19.3948,3
378.3,20.1817,3
458.63,14.922,2
436.125,15.2833,2
422.015,15.1844,2
419.592,15.4642,2
420.967,15.539,2
309.407,20.2814,3
297.69,19.6384,3
284.412,19.7441,3
271.605,20.3042,3
397.891,17.5126,2
402.264,16.7635,2
417.648,17.5398,2
435.732,15.9635,2
454.673,15.9883,2
473.693,14.4842,2
482.41,13.6508,2
479.662,12.8222,2
358.224,18.2889,3
364.117,19.5943,3
411.65,13.2649,2
384.84,14.0792,2
369.858,14.6336,2
366.952,15.322,2
364.165,16.727,2
366.708,15.9115,2
374.017,16.5059,2
384.153,15.4419,2
395.631,14.1087,2
405.459,14.054,2
409.804,14.6526,2
410.096,13.7044,2
408.214,14.9805,2
398.422,14.2334,2
381.92,14.4419,2
365.669,14.8531,2
356.337,15.0052,2
356.611,14.9412,2
364.289,14.4573,2
376.683,13.7597,2
386.632,14.8856,2
396.586,13.623,2
407.762,14.8498,2
419.43,15.8292,2
425.244,14.5063,2
425.757,14.3631,2
423.808,14.3194,2
423.937,14.7872,2
428.303,14.7977,2
424.438,15.0085,4
391.13,15.2493,4
361.527,15.4951,4
342.869,16.1128,4
336.635,16.6825,4
344.06,16.5646,4
454.217,20.1948,1
435.607,21.2193,1
558.471,27.3086,0
567.409,26.5431,0
581.632,27.0424,0
593.376,26.2498,0
601.343,26.592,0
604.048,25.2752,0
602.523,25.0836,0
409.127,20.1012,1
396.648,19.0859,1
402.509,20.2772,1
417.713,19.566,1
620.701,24.2041,0
643.062,24.0555,0
662.106,25.7016,0
675.858,25.4111,0
684.393,24.6858,0
691.254,25.8749,0
691.726,25.6758,0
489.245,14.2246,2
473.758,14.3125,2
456.918,14.1356,2
438.122,15.1637,2
416.225,15.2397,2
393.662,15.0605,2
373.433,15.9088,2
457.096,15.5471,4
465.614,14.207,4
478.427,15.2949,4
491.334,15.3515,4
503.32,14.0825,4
510.789,15.0096,4
514.214,14.3576,4
488.041,17.8783,1
508.734,14.7391,4
476.424,14.3033,2
453.823,13.6169,2
430.446,12.9716,2
407.944,15.1622,2
386.563,13.0196,2
367.452,14.5887,2
353.98,14.1182,2
345.441,14.2932,2
534.837,14.8313,4
312.647,14.7179,2
292.157,15.0413,2
274.736,15.4834,2
266.845,15.2446,2
267.391,15.2385,2
276.675,15.1805,2
295.393,14.6891,2
322.156,14.7151,2
350.834,15.1961,2
375.509,13.5889,2
389.389,14.7019,2
394.315,15.4185,2
392.765,14.2582,2
394.403,14.1554,2
401.916,15.4723,2
411.634,14.8904,2
378.448,19.3885,3
381.823,18.0463,3
387.847,19.5268,3
433.854,14.2545,2
436.088,13.9704,2
589.115,24.3676,0
597.301,23.0613,0
613.397,23.4762,0
637.846,22.7676,0
667.162,22.6534,0
691.971,21.9735,0
503.255,13.0219,4
386.246,13.4377,2
409.742,13.6347,2
534.686,18.0323,1
711.317,25.2467,0
705.053,24.4839,0
695.611,24.192,0
689.896,25.2918,0
692.169,25.5722,0
549.401,20.6411,1
523.572,14.3187,2
413.222,19.716,3
381.593,20.4937,3
353.496,20.908,3
450.01,15.9457,2
437.304,15.3216,2
433.397,17.4484,2
435.509,16.664,2
440.159,16.1547,2
313.037,19.6569,3
297.826,20.0142,3
282.93,19.3909,3
272.886,19.0908,3
414.895,17.0622,2
436.895,16.1151,2
457.988,16.4656,2
477.098,14.9349,2
492.358,14.2105,2
497.179,13.3415,2
489.453,11.746,2
472.722,13.3013,2
357.697,20.036,3
366.774,19.8084,3
407.448,13.682,2
398.837,15.1147,2
391.519,15.8506,2
383.462,16.2102,2
378.685,15.2116,2
374.861,15.8937,2
373.696,15.5033,2
381.666,14.3601,2
393.396,14.0275,2
401.172,14.8948,2
406.677,15.6484,2
408.59,14.8731,2
400.691,13.193,2
384.61,14.4289,2
365.823,13.8458,2
355.822,14.6518,2
355.16,15.3529,2
364.875,14.448,2
382.012,14.0754,2
400.407,14.4521,2
416.787,16.0632,2
432.398,15.2346,2
445.27,15.3409,2
452.268,15.2355,2
455.886,14.2623,2
422.276,19.1328,3
454.934,15.4326,2
453.03,14.9819,2
451.641,15.0957,2
405.438,15.5816,4
381.431,15.7831,4
365.243,15.5621,4
356.598,15.6608,4
358.703,16.1662,4
451.871,20.5732,1
433.401,20.1131,1
562.681,28.4555,0
575.383,27.2981,0
590.473,27.5777,0
602.844,25.8615,0
611.807,25.8032,0
615.784,25.1752,0
418.705,20.4032,1
400.563,19.0028,1
396.245,19.7886,1
406.127,19.7014,1
427.201,19.3652,1
632.414,23.572,0
651.612,23.76,0
665.309,25.2916,0
676.292,24.3686,0
685.039,25.559,0
693.199,25.3031,0
695.159,23.5745,0
477.274,15.016,2
465.956,15.0644,2
454.722,15.2884,2
439.373,14.6321,2
419.736,14.8519,2
395.886,15.3369,2
370.693,16.7159,2
350.775,16.1867,2
460.607,15.8167,4
475.524,14.5689,4
489.376,14.9029,4
502.095,14.5967,4
511.428,13.991,4
516.174,14.4657,4
510.471,13.7231,4
501.826,18.575,1
505.416,13.6274,4
403.276,14.2615,2
379.806,13.1902,2
359.87,14.3039,2
341.477,13.6513,2
329.779,14.0528,2
327.192,14.2672,2
330.62,14.0463,2
540.624,13.5826,4
556.775,13.9997,4
567.982,14.9723,4
265.849,15.3885,2
263.672,14.509,2
266.286,14.3433,2
275.586,14.412,2
294.204,14.4841,2
317.082,15.7575,2
341.042,14.7834,2
362.279,13.4236,2
375.004,14.0022,2
378.591,13.7626,2
380.148,14.0051,2
390.576,14.2697,2
407.69,14.4476,2
422.552,14.5697,2
406.951,18.4844,3
409.812,18.8759,3
412.008,19.1986,3
416.041,18.054,3
445.419,14.1875,2
564.36,24.3854,0
569.441,23.2825,0
582.985,22.4205,0
603.957,22.1801,0
630.947,22.0681,0
657.948,22.2278,0
679.352,22.6152,0
467.173,12.6006,4
393.481,13.6368,2
429.579,12.6807,4
696.814,24.7717,0
692.511,25.2487,0
685.153,25.3645,0
681.498,25.4845,0
682.368,24.9869,0
683.532,25.7666,0
515.594,15.3121,2
420.979,19.981,3
393.551,20.8698,3
367.753,20.1068,3
462.679,15.2115,2
454.687,16.2661,2
451.753,15.6331,2
453.94,16.4559,2
457.349,17.6943,2
335.136,19.206,3
316.337,19.4171,3
299.043,19.9663,3
287.176,19.8297,3
428.557,16.9108,2
455.469,15.4501,2
478.154,15.8122,2
495.725,14.056,2
506.518,13.4725,2
505.474,13.2006,2
493.62,11.1553,2
475.692,13.2518,2
350.508,20.5488,3
360.192,20.3671,3
432.808,14.9045,2
427.356,15.0822,2
419.912,15.3903,2
410.237,15.5915,2
399.955,15.3801,2
387.42,14.5296,2
376.13,14.1965,2
374.123,13.8411,2
382.897,14.688,2
346.105,19.3975,3
404.16,14.0133,2
408.445,16.2321,2
403.054,14.9988,2
383.987,14.0127,2
366.834,14.8626,2
355.48,14.2954,2
356.323,13.7947,2
370.003,14.1446,2
389.947,13.6512,2
414.43,13.9784,2
437.021,15.1284,2
455.986,15.362,2
468.247,15.6881,2
476.013,15.5596,2
480.482,15.3063,2
478.912,15.8412,2
389.043,18.3132,3
473.432,15.5613,2
465.616,15.2932,2
420.096,16.5416,4
401.756,16.4402,4
387.889,15.8874,4
379.96,15.6798,4
379.519,16.6913,4
450.106,21.3443,1
432.465,21.7245,1
424.227,20.7285,1
591.093,27.9281,0
607.731,26.2082,0
620.809,26.2955,0
630.452,26.3335,0
635.579,25.6263,0
634.352,24.8151,0
394.165,19.3933,1
397.79,19.8158,1
416.458,19.547,1
444.53,19.9625,1
472.873,20.7896,1
653.241,24.3002,0
660.216,26.1207,0
666.052,26.3826,0
672.757,26.366,0
679.679,24.9533,0
683.359,24.7238,0
447.535,14.7434,2
443.379,14.5313,2
437.498,14.0379,2
427.977,14.5526,2
413.732,14.9482,2
392.714,15.1911,2
366.906,15.9758,2
347.353,15.3075,2
346.75,16.0869,2
363.698,16.0802,2
483.365,15.8227,4
414.662,14.6297,2
423.257,13.9051,2
503.638,14.584,4
500.978,15.3917,4
521.497,18.1117,1
519.744,17.8015,1
482.295,14.3551,4
324.841,13.9714,2
308.236,14.1953,2
295.63,13.7872,2
292.689,13.9694,2
301.544,14.72,2
317.123,14.3232,2
542.202,15.3563,4
557.298,15.461,4
567.436,14.331,4
570.483,15.4871,4
275.109,15.4115,2
278.251,14.8407,2
289.351,14.3587,2
305.119,15.7312,2
323.104,15.3288,2
342.419,15.2388,2
357.043,14.4256,2
367.079,14.2279,2
371.395,13.9285,2
373.58,14.1911,2
388.564,13.8411,2
411.294,13.8367,2
431.403,14.5831,2
436,19.1305,3
436.503,18.1437,3
434.863,18.9815,3
433.551,18.4637,3
442.118,12.5886,2
489.595,15.2535,4
543.719,21.7723,0
553.128,21.8069,0
568.98,21.6605,0
591.263,22.1875,0
613.876,21.445,0
634.367,22.1506,0
536.66,17.9589,1
424.923,12.9663,4
411.146,14.7395,4
568.072,18.5716,1
675.865,25.6251,0
671.948,26.5129,0
668.963,26.1235,0
669.734,27.072,0
671.041,25.3991,0
449.173,12.2555,4
492.306,14.8723,2
415.86,20.5215,3
391.752,21.9352,3
474.014,15.7983,2
472.336,15.4771,2
471.258,15.7796,2
474.318,17.3493,2
476.846,17.138,2
353.127,19.3913,3
334.71,18.5224,3
318.89,19.3177,3
307.198,19.6195,3
301.748,19.6712,3
469.456,16.2688,2
492.74,15.5027,2
310.01,19.324,3
518.615,13.9511,2
330.814,21.2671,3
493.056,13.6754,2
470.517,13.8995,2
345.261,20.8048,3
356.429,20.2576,3
368.985,20.5028,3
449.472,15.8182,2
444.382,15.5776,2
436.494,14.9736,2
424.865,15.514,2
409.111,14.0828,2
394.681,14.1082,2
383.022,14.0698,2
379.067,14.2467,2
363.798,18.4664,3
381.44,18.7975,3
404.722,14.4035,2
399.456,14.4646,2
380.447,13.5728,2
366.32,13.9575,2
356.681,14.831,2
361.773,14.9706,2
376.553,14.9041,2
401.699,14.9733,2
427.313,14.7795,2
451.775,14.5299,2
470.883,14.8463,2
485.499,16.0264,2
492.755,14.7982,2
496.046,15.7893,2
494.887,15.4324,2
380.502,19.0631,3
347.97,17.9305,3
473.132,15.818,2
456.282,16.7978,2
419.099,15.0774,4
409.705,15.5528,4
490.852,19.5794,1
469.374,19.5356,1
447.393,20.8978,1
428.493,21.4696,1
420.89,22.0265,1
423.23,22.2751,1
629.385,27.3902,0
642.647,26.1857,0
652.431,24.8781,0
655.836,24.8785,0
653.604,25.001,0
649.288,24.1081,0
401.885,19.3152,1
426.141,20.2856,1
457.463,19.9223,1
658.584,25.1713,0
652.014,24.6926,0
648.617,25.2695,0
649.251,25.7958,0
652.79,26.2581,0
658.695,26.1676,0
663.591,26.3859,0
408.57,14.1907,2
408.169,15.7097,2
409.764,15.123,2
407.19,15.6474,2
398.999,15.6923,2
383.863,15.2714,2
364.969,15.0247,2
351.401,16.4243,2
349.041,15.9518,2
370.213,16.4328,2
399.62,16.9273,2
423.926,14.4426,2
435.971,13.9944,2
486.32,14.1728,4
484.57,15.5084,4
533.052,17.6998,1
533.656,17.7838,1
536.883,18.157,1
272.483,13.9543,2
262.2,15.0685,2
260.63,14.7315,2
481.372,15.5593,4
499.612,14.5385,4
518.733,15.7997,4
537.037,14.528,4
551.486,14.2053,4
563.172,14.5213,4
568.083,14.4377,4
302.45,15.5142,2
307.381,15.0803,2
316.621,15.0899,2
325.949,15.66,2
334.204,16.2923,2
346.611,14.7847,2
353.415,15.061,2
361.069,15.0441,2
366.577,14.2113,2
370.625,14.4402,2
388.094,14.2197,2
411.875,13.7551,2
431.813,14.7031,2
444.455,13.9276,2
455.995,18.0671,3
451.91,17.3301,3
447.134,18.8291,3
441.709,18.8344,3
426.557,13.9637,2
552.092,17.0351,1
528.767,20.2858,0
539.265,20.9136,0
556.447,22.5206,0
574.96,22.8717,0
594.735,23.8866,0
618.53,24.5612,0
546.007,18.1291,1
402.741,13.9067,4
566.007,18.2013,1
659.62,26.0736,0
656.974,26.2368,0
656.295,25.8049,0
655.237,25.4646,0
656.379,25.9971,0
655.02,26.2497,0
477.122,15.3248,2
440.453,21.2634,3
418.303,21.6227,3
396.52,21.6551,3
489.34,15.947,2
488.865,15.6517,2
491.974,16.9904,2
495.337,17.8592,2
496.954,16.7187,2
348.002,19.6932,3
335.874,20.1889,3
325.042,19.1843,3
317.519,18.5261,3
313.432,18.9599,3
501.283,15.9631,2
515.393,15.6891,2
320.509,19.744,3
326.248,21.3005,3
486.298,13.4833,2
467.843,14.8382,2
449.071,14.9878,2
356.218,20.727,3
367.398,20.3118,3
462.283,14.0779,2
459.74,15.4773,2
455.517,15.8831,2
447.041,15.0849,2
433.246,14.8167,2
415.822,14.1694,2
395.14,14.2723,2
379.835,13.949,2
