    TS         Day   Newton          W1:BHP             W1:WAT             W1:OIL          W2:BHP             W2:WAT             W2:OIL
     1      0.0010        2     4.00000e+02    -5.16093e+02    -7.49192e-08     2.45721e+02     1.96501e-07     4.00000e+01
     2      0.0030        2     4.00000e+02    -4.17228e+02    -6.05672e-08     2.44523e+02     4.20737e-07     4.00000e+01
     3      0.0070        2     4.00000e+02    -3.63137e+02    -5.27151e-08     2.43367e+02     6.36993e-07     4.00000e+01
     4      0.0150        2     4.00000e+02    -3.70202e+02    -5.37407e-08     2.42337e+02     8.29693e-07     4.00000e+01
     5      0.0310        2     4.00000e+02    -4.49758e+02    -6.52896e-08     2.41393e+02     1.00635e-06     4.00000e+01
     6      0.0630        3     4.00000e+02    -5.63925e+02    -8.18627e-08     2.40476e+02     1.17769e-06     4.00000e+01
     7      0.1270        3     4.00000e+02    -6.62063e+02    -9.61090e-08     2.39562e+02     1.34834e-06     4.00000e+01
     8      0.2550        3     4.00000e+02    -7.28923e+02    -1.05815e-07     2.38645e+02     1.51901e-06     4.00000e+01
     9      0.5110        4     4.00000e+02    -7.66573e+02    -1.11280e-07     2.37717e+02     1.69093e-06     4.00000e+01
    10      1.0230        4     4.00000e+02    -7.74607e+02    -1.12446e-07     2.36732e+02     1.87181e-06     4.00000e+01
    11      2.0470        5     4.00000e+02    -7.48242e+02    -1.08619e-07     2.35616e+02     2.07395e-06     4.00000e+01
    12      4.0950        6     4.00000e+02    -6.89767e+02    -1.00131e-07     2.34423e+02     2.28370e-06     4.00000e+01
    13      8.1910        8     4.00000e+02    -6.12084e+02    -8.88538e-08     2.34152e+02     2.30875e-06     4.00000e+01
    14     16.3830       10     4.00000e+02    -5.18587e+02    -7.52811e-08     2.39002e+02     1.35364e-06     4.00000e+01
    15     24.5750        6     4.00000e+02    -4.52158e+02    -6.56380e-08     2.47086e+02     0.00000e+00     4.00000e+01
    16     32.7670        5     4.00000e+02    -4.00703e+02    -5.81684e-08     2.56764e+02     0.00000e+00     4.00000e+01
    17     49.1510        9     4.00000e+02    -3.27053e+02    -4.74769e-08     2.76432e+02     0.00000e+00     4.00000e+01
    18     65.5350        5     4.00000e+02    -2.70025e+02    -3.91984e-08     2.93997e+02     0.00000e+00     4.00000e+01
    19     98.3030        9     4.00000e+02    -1.93531e+02    -2.80942e-08     3.19160e+02     0.00000e+00     4.00000e+01
    20    163.8390        9     4.00000e+02    -1.15098e+02    -1.67083e-08     3.44725e+02     0.00000e+00     4.00000e+01
    21    229.3750        5     4.00000e+02    -7.58476e+01    -1.10105e-08     3.57232e+02     0.00000e+00     4.00000e+01
    22    360.4470        9     4.00000e+02    -5.09887e+01    -7.40182e-09     3.65231e+02     0.00000e+00     4.00000e+01
    23    365.0000        1     4.00000e+02    -5.01456e+01    -7.27943e-09     3.65489e+02     0.00000e+00     4.00000e+01
    24    496.0720        7     4.00000e+02    -4.30486e+01    -6.24919e-09     3.67989e+02     0.00000e+00     4.00000e+01
    25    613.0360        6     4.00000e+02    -4.09898e+01    -5.95032e-09     3.68932e+02     0.00000e+00     4.00000e+01
    26    730.0000        6     4.00000e+02    -4.03293e+01    -5.85443e-09     3.69458e+02     0.00000e+00     4.00000e+01
    27    846.9640        7     4.00000e+02    -4.01158e+01    -5.82344e-09     3.69853e+02     0.00000e+00     4.00000e+01
    28    963.9280        7     4.00000e+02    -4.00428e+01    -5.81285e-09     3.70203e+02     0.00000e+00     4.00000e+01
    29   1029.4640        4     4.00000e+02    -4.00352e+01    -5.81174e-09     3.70410e+02     0.00000e+00     4.00000e+01
    30   1095.0000        5     4.00000e+02    -4.00277e+01    -5.81066e-09     3.70612e+02     0.00000e+00     4.00000e+01
    31   1160.5360        9     4.00000e+02    -4.00270e+01    -5.81056e-09     3.70682e+02     1.84950e-02     4.00000e+01
    32   1226.0720        6     4.00000e+02    -4.02549e+01    -5.84364e-09     3.70328e+02     4.57151e-01     4.00000e+01
    33   1291.6080        6     4.00000e+02    -4.08534e+01    -5.93052e-09     3.69808e+02     1.35448e+00     4.00000e+01
    34   1422.6800        8     4.00000e+02    -4.34394e+01    -6.30592e-09     3.68068e+02     4.47361e+00     4.00000e+01
    35   1460.0000        2     4.00000e+02    -4.44535e+01    -6.45314e-09     3.67458e+02     5.80646e+00     4.00000e+01
    36   1591.0720        6     4.00000e+02    -4.85233e+01    -7.04393e-09     3.65553e+02     1.00129e+01     4.00000e+01
    37   1708.0360        5     4.00000e+02    -5.24616e+01    -7.61564e-09     3.63936e+02     1.40035e+01     4.00000e+01
    38   1825.0000        4     4.00000e+02    -5.67865e+01    -8.24346e-09     3.62260e+02     1.84228e+01     4.00000e+01
    39   1941.9640        5     4.00000e+02    -6.15759e+01    -8.93872e-09     3.60483e+02     2.33294e+01     4.00000e+01
    40   2058.9280        5     4.00000e+02    -6.68240e+01    -9.70056e-09     3.58623e+02     2.86847e+01     4.00000e+01
    41   2190.0000        5     4.00000e+02    -7.31568e+01    -1.06199e-08     3.56491e+02     3.50989e+01     4.00000e+01
