    TS         Day   Newton          W1:BHP             W1:WAT             W1:OIL          W2:BHP             W2:WAT             W2:OIL
     1      0.0010        2     4.00000e+02    -8.17980e+02    -1.18743e-07     2.40216e+02     3.29229e-07     4.00000e+01
     2      0.0030        2     4.00000e+02    -6.38261e+02    -9.26537e-08     2.38232e+02     7.00501e-07     4.00000e+01
     3      0.0070        2     4.00000e+02    -5.71581e+02    -8.29740e-08     2.36426e+02     1.03838e-06     4.00000e+01
     4      0.0150        2     4.00000e+02    -6.22283e+02    -9.03343e-08     2.34990e+02     1.30703e-06     4.00000e+01
     5      0.0310        2     4.00000e+02    -7.49780e+02    -1.08843e-07     2.33837e+02     1.52260e-06     4.00000e+01
     6      0.0630        3     4.00000e+02    -8.71536e+02    -1.26517e-07     2.32826e+02     1.71100e-06     4.00000e+01
     7      0.1270        3     4.00000e+02    -9.58525e+02    -1.39145e-07     2.31885e+02     1.88589e-06     4.00000e+01
     8      0.2550        4     4.00000e+02    -1.00695e+03    -1.46175e-07     2.30978e+02     2.05316e-06     4.00000e+01
     9      0.5110        4     4.00000e+02    -1.01217e+03    -1.46933e-07     2.30070e+02     2.21792e-06     4.00000e+01
    10      1.0230        4     4.00000e+02    -9.80730e+02    -1.42369e-07     2.29104e+02     2.38851e-06     4.00000e+01
    11      2.0470        5     4.00000e+02    -9.11249e+02    -1.32282e-07     2.28014e+02     2.57279e-06     4.00000e+01
    12      4.0950        6     4.00000e+02    -8.17444e+02    -1.18665e-07     2.26916e+02     2.73998e-06     4.00000e+01
    13      8.1910        8     4.00000e+02    -7.09730e+02    -1.03029e-07     2.27140e+02     2.62709e-06     4.00000e+01
    14     16.3830       10     4.00000e+02    -5.84701e+02    -8.48786e-08     2.33699e+02     1.27681e-06     4.00000e+01
    15     24.5750        6     4.00000e+02    -4.97476e+02    -7.22165e-08     2.43615e+02     0.00000e+00     4.00000e+01
    16     32.7670        5     4.00000e+02    -4.31991e+02    -6.27104e-08     2.54911e+02     0.00000e+00     4.00000e+01
    17     49.1510        9     4.00000e+02    -3.42379e+02    -4.97017e-08     2.76540e+02     0.00000e+00     4.00000e+01
    18     81.9190       10     4.00000e+02    -2.32469e+02    -3.37465e-08     3.07515e+02     0.00000e+00     4.00000e+01
    19    147.4550       10     4.00000e+02    -1.28365e+02    -1.86342e-08     3.37534e+02     0.00000e+00     4.00000e+01
    20    278.5270       10     4.00000e+02    -6.53804e+01    -9.49100e-09     3.55461e+02     0.00000e+00     4.00000e+01
    21    365.0000        4     4.00000e+02    -4.93362e+01    -7.16193e-09     3.60050e+02     0.00000e+00     4.00000e+01
    22    496.0720        7     4.00000e+02    -4.25218e+01    -6.17272e-09     3.62221e+02     0.00000e+00     4.00000e+01
    23    613.0360        6     4.00000e+02    -4.06995e+01    -5.90818e-09     3.63009e+02     0.00000e+00     4.00000e+01
    24    730.0000        6     4.00000e+02    -4.01591e+01    -5.82973e-09     3.63454e+02     0.00000e+00     4.00000e+01
    25    846.9640        6     4.00000e+02    -3.99955e+01    -5.80598e-09     3.63799e+02     0.00000e+00     4.00000e+01
    26    963.9280        8     4.00000e+02    -3.99404e+01    -5.79798e-09     3.64110e+02     0.00000e+00     4.00000e+01
    27   1029.4640        4     4.00000e+02    -3.99365e+01    -5.79742e-09     3.64292e+02     0.00000e+00     4.00000e+01
    28   1095.0000        5     4.00000e+02    -3.99306e+01    -5.79657e-09     3.64470e+02     0.00000e+00     4.00000e+01
    29   1226.0720       10     4.00000e+02    -4.03908e+01    -5.86337e-09     3.63259e+02     6.85550e-01     4.00000e+01
