    TS         Day   Newton          W1:BHP             W1:WAT             W1:OIL          W2:BHP             W2:WAT             W2:OIL
     1      0.0010        2     4.00000e+02    -7.60363e+02    -1.10379e-07     2.41368e+02     2.69895e-07     4.00000e+01
     2      0.0030        2     4.00000e+02    -5.91950e+02    -8.59310e-08     2.39681e+02     5.85582e-07     4.00000e+01
     3      0.0070        2     4.00000e+02    -5.00487e+02    -7.26536e-08     2.38072e+02     8.86665e-07     4.00000e+01
     4      0.0150        2     4.00000e+02    -4.98195e+02    -7.23209e-08     2.36727e+02     1.13825e-06     4.00000e+01
     5      0.0310        2     4.00000e+02    -5.74097e+02    -8.33393e-08     2.35603e+02     1.34852e-06     4.00000e+01
     6      0.0630        3     4.00000e+02    -6.68153e+02    -9.69930e-08     2.34603e+02     1.53526e-06     4.00000e+01
     7      0.1270        3     4.00000e+02    -7.44960e+02    -1.08143e-07     2.33681e+02     1.70683e-06     4.00000e+01
     8      0.2550        4     4.00000e+02    -8.00544e+02    -1.16212e-07     2.32808e+02     1.86836e-06     4.00000e+01
     9      0.5110        4     4.00000e+02    -8.33335e+02    -1.20972e-07     2.31941e+02     2.02713e-06     4.00000e+01
    10      1.0230        4     4.00000e+02    -8.35903e+02    -1.21345e-07     2.31012e+02     2.19400e-06     4.00000e+01
    11      2.0470        5     4.00000e+02    -8.00946e+02    -1.16270e-07     2.29946e+02     2.37974e-06     4.00000e+01
    12      4.0950        6     4.00000e+02    -7.33634e+02    -1.06499e-07     2.28815e+02     2.56467e-06     4.00000e+01
    13      8.1910        8     4.00000e+02    -6.48178e+02    -9.40933e-08     2.28701e+02     2.53565e-06     4.00000e+01
    14     12.2870        5     4.00000e+02    -5.87635e+02    -8.53045e-08     2.30298e+02     2.18926e-06     4.00000e+01
    15     20.4790        9     4.00000e+02    -5.02179e+02    -7.28992e-08     2.37844e+02     6.93083e-07     4.00000e+01
    16     28.6710        6     4.00000e+02    -4.36943e+02    -6.34292e-08     2.47664e+02     0.00000e+00     4.00000e+01
    17     45.0550       10     4.00000e+02    -3.48199e+02    -5.05467e-08     2.68404e+02     0.00000e+00     4.00000e+01
    18     61.4390        6     4.00000e+02    -2.82409e+02    -4.09962e-08     2.87047e+02     0.00000e+00     4.00000e+01
    19     94.2070        9     4.00000e+02    -1.98154e+02    -2.87652e-08     3.13516e+02     0.00000e+00     4.00000e+01
    20    159.7430       10     4.00000e+02    -1.15179e+02    -1.67201e-08     3.39807e+02     0.00000e+00     4.00000e+01
    21    225.2790        5     4.00000e+02    -7.49422e+01    -1.08790e-08     3.52365e+02     0.00000e+00     4.00000e+01
    22    356.3510        9     4.00000e+02    -5.03501e+01    -7.30913e-09     3.60166e+02     0.00000e+00     4.00000e+01
    23    365.0000        1     4.00000e+02    -4.88907e+01    -7.09726e-09     3.60615e+02     0.00000e+00     4.00000e+01
    24    496.0720        7     4.00000e+02    -4.25655e+01    -6.17905e-09     3.62863e+02     0.00000e+00     4.00000e+01
    25    613.0360        6     4.00000e+02    -4.07888e+01    -5.92115e-09     3.63724e+02     0.00000e+00     4.00000e+01
    26    730.0000        6     4.00000e+02    -4.02395e+01    -5.84140e-09     3.64231e+02     0.00000e+00     4.00000e+01
    27    846.9640        6     4.00000e+02    -4.00666e+01    -5.81631e-09     3.64628e+02     0.00000e+00     4.00000e+01
    28    963.9280        8     4.00000e+02    -4.00070e+01    -5.80765e-09     3.64990e+02     0.00000e+00     4.00000e+01
    29   1029.4640        4     4.00000e+02    -4.00026e+01    -5.80701e-09     3.65203e+02     0.00000e+00     4.00000e+01
    30   1095.0000        5     4.00000e+02    -3.99966e+01    -5.80615e-09     3.65413e+02     0.00000e+00     4.00000e+01
    31   1160.5360        7     4.00000e+02    -3.99889e+01    -5.80502e-09     3.65545e+02     2.53863e-03     3.99998e+01
    32   1226.0720        6     4.00000e+02    -4.01145e+01    -5.82325e-09     3.65065e+02     2.53581e-01     4.00000e+01
    33   1357.1440        7     4.00000e+02    -4.23128e+01    -6.14238e-09     3.62481e+02     3.21674e+00     4.00000e+01
