    TS         Day   Newton          W1:BHP             W1:WAT             W1:OIL          W2:BHP             W2:WAT             W2:OIL
     1      0.0010        2     4.00000e+02    -8.82581e+02    -1.28121e-07     2.43484e+02     2.36198e-07     4.00000e+01
     2      0.0030        2     4.00000e+02    -6.90533e+02    -1.00242e-07     2.42051e+02     5.04332e-07     4.00000e+01
     3      0.0070        2     4.00000e+02    -5.80392e+02    -8.42532e-08     2.40702e+02     7.56776e-07     4.00000e+01
     4      0.0150        2     4.00000e+02    -5.69288e+02    -8.26412e-08     2.39547e+02     9.72827e-07     4.00000e+01
     5      0.0310        2     4.00000e+02    -6.50624e+02    -9.44484e-08     2.38530e+02     1.16305e-06     4.00000e+01
     6      0.0630        3     4.00000e+02    -7.60791e+02    -1.10441e-07     2.37573e+02     1.34185e-06     4.00000e+01
     7      0.1270        3     4.00000e+02    -8.50203e+02    -1.23420e-07     2.36643e+02     1.51532e-06     4.00000e+01
     8      0.2550        3     4.00000e+02    -9.09974e+02    -1.32097e-07     2.35725e+02     1.68568e-06     4.00000e+01
     9      0.5110        4     4.00000e+02    -9.39812e+02    -1.36429e-07     2.34798e+02     1.85669e-06     4.00000e+01
    10      1.0230        4     4.00000e+02    -9.30369e+02    -1.35058e-07     2.33807e+02     2.03710e-06     4.00000e+01
    11      2.0470        5     4.00000e+02    -8.78771e+02    -1.27568e-07     2.32682e+02     2.23743e-06     4.00000e+01
    12      4.0950        6     4.00000e+02    -7.98636e+02    -1.15935e-07     2.31523e+02     2.43461e-06     4.00000e+01
    13      8.1910        8     4.00000e+02    -6.99340e+02    -1.01520e-07     2.31585e+02     2.38573e-06     4.00000e+01
    14     12.2870        5     4.00000e+02    -6.28265e+02    -9.12026e-08     2.33532e+02     1.98599e-06     4.00000e+01
    15     20.4790        9     4.00000e+02    -5.30182e+02    -7.69644e-08     2.42039e+02     3.51810e-07     4.00000e+01
    16     28.6710        6     4.00000e+02    -4.56635e+02    -6.62879e-08     2.52799e+02     0.00000e+00     4.00000e+01
    17     45.0550        9     4.00000e+02    -3.58719e+02    -5.20738e-08     2.74800e+02     0.00000e+00     4.00000e+01
    18     61.4390        5     4.00000e+02    -2.86981e+02    -4.16599e-08     2.94103e+02     0.00000e+00     4.00000e+01
    19     94.2070        9     4.00000e+02    -1.96948e+02    -2.85901e-08     3.20619e+02     0.00000e+00     4.00000e+01
    20    159.7430        9     4.00000e+02    -1.11629e+02    -1.62048e-08     3.45836e+02     0.00000e+00     4.00000e+01
    21    290.8150       10     4.00000e+02    -6.04503e+01    -8.77532e-09     3.60780e+02     0.00000e+00     4.00000e+01
    22    365.0000        3     4.00000e+02    -4.82568e+01    -7.00525e-09     3.64378e+02     0.00000e+00     4.00000e+01
    23    496.0720        8     4.00000e+02    -4.22473e+01    -6.13286e-09     3.66383e+02     0.00000e+00     4.00000e+01
    24    613.0360        5     4.00000e+02    -4.06439e+01    -5.90010e-09     3.67133e+02     0.00000e+00     4.00000e+01
    25    730.0000        6     4.00000e+02    -4.01684e+01    -5.83108e-09     3.67572e+02     0.00000e+00     4.00000e+01
    26    846.9640        6     4.00000e+02    -4.00270e+01    -5.81056e-09     3.67925e+02     0.00000e+00     4.00000e+01
    27    963.9280        7     4.00000e+02    -3.99835e+01    -5.80424e-09     3.68255e+02     0.00000e+00     4.00000e+01
    28   1029.4640        4     4.00000e+02    -3.99843e+01    -5.80435e-09     3.68452e+02     0.00000e+00     4.00000e+01
    29   1095.0000        4     4.00000e+02    -3.99813e+01    -5.80391e-09     3.68648e+02     0.00000e+00     4.00000e+01
    30   1160.5360        5     4.00000e+02    -3.99751e+01    -5.80302e-09     3.68837e+02     0.00000e+00     4.00000e+01
    31   1226.0720        8     4.00000e+02    -3.99895e+01    -5.80511e-09     3.68781e+02     4.20460e-02     3.99999e+01
    32   1357.1440        7     4.00000e+02    -4.16131e+01    -6.04080e-09     3.66841e+02     2.27231e+00     4.00000e+01
    33   1460.0000        5     4.00000e+02    -4.44282e+01    -6.44946e-09     3.64896e+02     5.70654e+00     4.00000e+01
    34   1591.0720        6     4.00000e+02    -4.87697e+01    -7.07970e-09     3.62670e+02     1.02251e+01     4.00000e+01
    35   1825.0000       10     4.00000e+02    -5.67124e+01    -8.23271e-09     3.59329e+02     1.81440e+01     4.00000e+01
    36   2007.5000        6     4.00000e+02    -6.40792e+01    -9.30212e-09     3.56528e+02     2.56599e+01     4.00000e+01
    37   2190.0000        6     4.00000e+02    -7.25515e+01    -1.05320e-08     3.53526e+02     3.42749e+01     4.00000e+01
    38   2372.5000        6     4.00000e+02    -8.18973e+01    -1.18887e-08     3.50450e+02     4.37070e+01     4.00000e+01
    39   2555.0000        6     4.00000e+02    -9.19302e+01    -1.33451e-08     3.47374e+02     5.37876e+01     4.00000e+01
    40   2737.5000        6     4.00000e+02    -1.02649e+02    -1.49011e-08     3.44280e+02     6.45517e+01     4.00000e+01
    41   2920.0000        6     4.00000e+02    -1.14278e+02    -1.65893e-08     3.41070e+02     7.62593e+01     4.00000e+01
    42   3102.5000        6     4.00000e+02    -1.27115e+02    -1.84527e-08     3.37649e+02     8.92129e+01     4.00000e+01
    43   3285.0000        6     4.00000e+02    -1.41430e+02    -2.05308e-08     3.33953e+02     1.03674e+02     4.00000e+01
    44   3467.5000        6     4.00000e+02    -1.57390e+02    -2.28477e-08     3.29964e+02     1.19791e+02     4.00000e+01
    45   3650.0000        6     4.00000e+02    -1.75131e+02    -2.54230e-08     3.25671e+02     1.37693e+02     4.00000e+01
    46   3832.5000        6     4.00000e+02    -1.94735e+02    -2.82689e-08     3.21082e+02     1.57456e+02     4.00000e+01
    47   4015.0000        6     4.00000e+02    -2.16200e+02    -3.13849e-08     3.16229e+02     1.79069e+02     4.00000e+01
    48   4197.5000        6     4.00000e+02    -2.39632e+02    -3.47864e-08     3.11100e+02     2.02650e+02     4.00000e+01
    49   4380.0000        7     4.00000e+02    -2.65183e+02    -3.84955e-08     3.05672e+02     2.28357e+02     4.00000e+01
    50   4562.5000        7     4.00000e+02    -2.92938e+02    -4.25246e-08     2.99945e+02     2.56267e+02     4.00000e+01
    51   4745.0000        7     4.00000e+02    -3.22957e+02    -4.68823e-08     2.93921e+02     2.86438e+02     4.00000e+01
    52   4927.5000        6     4.00000e+02    -3.55328e+02    -5.15815e-08     2.87595e+02     3.18960e+02     4.00000e+01
    53   5110.0000        6     4.00000e+02    -3.90187e+02    -5.66419e-08     2.80947e+02     3.53975e+02     4.00000e+01
    54   5292.5000        5     4.00000e+02    -4.27760e+02    -6.20962e-08     2.73938e+02     3.91714e+02     4.00000e+01
    55   5475.0000        6     4.00000e+02    -4.68479e+02    -6.80072e-08     2.66484e+02     4.32625e+02     4.00000e+01
    56   5657.5000        5     4.00000e+02    -5.13064e+02    -7.44795e-08     2.58444e+02     4.77449e+02     4.00000e+01
    57   5840.0000        6     4.00000e+02    -5.62414e+02    -8.16434e-08     2.49653e+02     5.27090e+02     4.00000e+01
    58   6022.5000        7     4.00000e+02    -6.17382e+02    -8.96228e-08     2.39976e+02     5.82393e+02     4.00000e+01
    59   6205.0000        7     4.00000e+02    -6.78607e+02    -9.85105e-08     2.29332e+02     6.43980e+02     4.00000e+01
    60   6570.0000        8     4.00000e+02    -8.22315e+02    -1.19372e-07     2.04828e+02     7.88426e+02     4.00000e+01
    61   6935.0000        5     4.00000e+02    -8.92136e+02    -1.29508e-07     2.00000e+02     8.60387e+02     3.52969e+01
    62   7300.0000        3     4.00000e+02    -9.36715e+02    -1.35979e-07     2.00000e+02     9.08828e+02     3.05086e+01
    63   7665.0000        3     4.00000e+02    -9.76575e+02    -1.41765e-07     2.00000e+02     9.52348e+02     2.65570e+01
    64   8030.0000        3     4.00000e+02    -1.01251e+03    -1.46982e-07     2.00000e+02     9.91330e+02     2.32770e+01
    65   8395.0000        2     4.00000e+02    -1.04493e+03    -1.51688e-07     2.00000e+02     1.02629e+03     2.05446e+01
    66   8760.0000        2     4.00000e+02    -1.07422e+03    -1.55940e-07     2.00000e+02     1.05772e+03     1.82542e+01
    67   9125.0000        2     4.00000e+02    -1.10077e+03    -1.59795e-07     2.00000e+02     1.08607e+03     1.63188e+01
    68   9490.0000        2     4.00000e+02    -1.12492e+03    -1.63300e-07     2.00000e+02     1.11176e+03     1.46697e+01
    69   9855.0000        2     4.00000e+02    -1.14695e+03    -1.66499e-07     2.00000e+02     1.13512e+03     1.32532e+01
    70  10220.0000        2     4.00000e+02    -1.16713e+03    -1.69428e-07     2.00000e+02     1.15645e+03     1.20273e+01
    71  10585.0000        2     4.00000e+02    -1.18567e+03    -1.72118e-07     2.00000e+02     1.17599e+03     1.09595e+01
    72  10950.0000        2     4.00000e+02    -1.20274e+03    -1.74597e-07     2.00000e+02     1.19394e+03     1.00239e+01
