    TS         Day   Newton          W1:BHP             W1:WAT             W1:OIL          W2:BHP             W2:WAT             W2:OIL
     1      0.0010        2     4.00000e+02    -7.70522e+02    -1.11853e-07     2.44326e+02     2.81873e-07     4.00000e+01
     2      0.0030        2     4.00000e+02    -6.06554e+02    -8.80509e-08     2.42866e+02     5.55232e-07     4.00000e+01
     3      0.0070        2     4.00000e+02    -5.15957e+02    -7.48993e-08     2.41652e+02     7.82284e-07     4.00000e+01
     4      0.0150        2     4.00000e+02    -5.15152e+02    -7.47825e-08     2.40646e+02     9.70432e-07     4.00000e+01
     5      0.0310        2     4.00000e+02    -6.00724e+02    -8.72047e-08     2.39724e+02     1.14290e-06     4.00000e+01
     6      0.0630        3     4.00000e+02    -7.13020e+02    -1.03506e-07     2.38818e+02     1.31190e-06     4.00000e+01
     7      0.1270        3     4.00000e+02    -8.00819e+02    -1.16252e-07     2.37921e+02     1.47905e-06     4.00000e+01
     8      0.2550        4     4.00000e+02    -8.52412e+02    -1.23741e-07     2.37033e+02     1.64354e-06     4.00000e+01
     9      0.5110        4     4.00000e+02    -8.72468e+02    -1.26653e-07     2.36142e+02     1.80710e-06     4.00000e+01
    10      1.0230        4     4.00000e+02    -8.60180e+02    -1.24869e-07     2.35197e+02     1.97758e-06     4.00000e+01
    11      2.0470        5     4.00000e+02    -8.15413e+02    -1.18370e-07     2.34126e+02     2.16546e-06     4.00000e+01
    12      4.0950        6     4.00000e+02    -7.46197e+02    -1.08322e-07     2.32995e+02     2.35309e-06     4.00000e+01
    13      8.1910        8     4.00000e+02    -6.59400e+02    -9.57224e-08     2.32842e+02     2.33665e-06     4.00000e+01
    14     16.3830       10     4.00000e+02    -5.53773e+02    -8.03889e-08     2.38040e+02     1.28533e-06     4.00000e+01
    15     24.5750        5     4.00000e+02    -4.77760e+02    -6.93544e-08     2.46535e+02     0.00000e+00     4.00000e+01
    16     40.9590       10     4.00000e+02    -3.77767e+02    -5.48389e-08     2.66788e+02     0.00000e+00     4.00000e+01
    17     57.3430        5     4.00000e+02    -3.05037e+02    -4.42810e-08     2.85853e+02     0.00000e+00     4.00000e+01
    18     90.1110       10     4.00000e+02    -2.13349e+02    -3.09709e-08     3.13736e+02     0.00000e+00     4.00000e+01
    19    122.8790        5     4.00000e+02    -1.52504e+02    -2.21384e-08     3.32666e+02     0.00000e+00     4.00000e+01
    20    188.4150        7     4.00000e+02    -9.32746e+01    -1.35403e-08     3.51158e+02     0.00000e+00     4.00000e+01
    21    319.4870       10     4.00000e+02    -5.60563e+01    -8.13746e-09     3.62717e+02     0.00000e+00     4.00000e+01
    22    365.0000        2     4.00000e+02    -4.87541e+01    -7.07743e-09     3.64995e+02     0.00000e+00     4.00000e+01
    23    496.0720        8     4.00000e+02    -4.25678e+01    -6.17939e-09     3.67175e+02     0.00000e+00     4.00000e+01
    24    613.0360        6     4.00000e+02    -4.08167e+01    -5.92519e-09     3.68015e+02     0.00000e+00     4.00000e+01
    25    730.0000        6     4.00000e+02    -4.02676e+01    -5.84548e-09     3.68507e+02     0.00000e+00     4.00000e+01
    26    846.9640        7     4.00000e+02    -4.00924e+01    -5.82005e-09     3.68891e+02     0.00000e+00     4.00000e+01
    27    963.9280        7     4.00000e+02    -4.00318e+01    -5.81125e-09     3.69240e+02     0.00000e+00     4.00000e+01
    28   1095.0000       10     4.00000e+02    -4.00007e+01    -5.80673e-09     3.69604e+02     0.00000e+00     4.00000e+01
    29   1160.5360        4     4.00000e+02    -4.00068e+01    -5.80762e-09     3.69804e+02     0.00000e+00     4.00000e+01
    30   1226.0720        8     4.00000e+02    -4.00057e+01    -5.80747e-09     3.69983e+02     1.80430e-06     4.00000e+01
    31   1357.1440        8     4.00000e+02    -4.13083e+01    -5.99656e-09     3.68282e+02     1.85441e+00     4.00000e+01
    32   1460.0000        4     4.00000e+02    -4.40799e+01    -6.39890e-09     3.66367e+02     5.40857e+00     4.00000e+01
    33   1591.0720        5     4.00000e+02    -4.85851e+01    -7.05289e-09     3.64108e+02     1.01716e+01     4.00000e+01
    34   1708.0360        5     4.00000e+02    -5.29631e+01    -7.68844e-09     3.62215e+02     1.46065e+01     4.00000e+01
    35   1825.0000        5     4.00000e+02    -5.75609e+01    -8.35587e-09     3.60397e+02     1.92257e+01     4.00000e+01
    36   1941.9640        5     4.00000e+02    -6.23763e+01    -9.05492e-09     3.58617e+02     2.40641e+01     4.00000e+01
    37   2058.9280        4     4.00000e+02    -6.74470e+01    -9.79100e-09     3.56838e+02     2.91700e+01     4.00000e+01
    38   2190.0000        5     4.00000e+02    -7.34547e+01    -1.06631e-08     3.54829e+02     3.52233e+01     4.00000e+01
    39   2321.0720        5     4.00000e+02    -7.98304e+01    -1.15887e-08     3.52800e+02     4.16460e+01     4.00000e+01
    40   2438.0360        5     4.00000e+02    -8.58545e+01    -1.24631e-08     3.50964e+02     4.77146e+01     4.00000e+01
    41   2555.0000        5     4.00000e+02    -9.22061e+01    -1.33852e-08     3.49094e+02     5.41131e+01     4.00000e+01
    42   2671.9640        5     4.00000e+02    -9.89065e+01    -1.43578e-08     3.47183e+02     6.08643e+01     4.00000e+01
    43   2788.9280        5     4.00000e+02    -1.06001e+02    -1.53877e-08     3.45214e+02     6.80192e+01     4.00000e+01
    44   2920.0000        5     4.00000e+02    -1.14443e+02    -1.66132e-08     3.42933e+02     7.65316e+01     4.00000e+01
    45   3051.0720        5     4.00000e+02    -1.23438e+02    -1.79190e-08     3.40572e+02     8.55996e+01     4.00000e+01
    46   3285.0000       10     4.00000e+02    -1.40843e+02    -2.04456e-08     3.36168e+02     1.03124e+02     4.00000e+01
    47   3467.5000        6     4.00000e+02    -1.56019e+02    -2.26486e-08     3.32470e+02     1.18443e+02     4.00000e+01
