    TS         Day   Newton          W1:BHP             W1:WAT             W1:OIL          W2:BHP             W2:WAT             W2:OIL
     1      0.0010        2     4.00000e+02    -6.00055e+02    -8.71075e-08     2.41388e+02     2.52415e-07     4.00000e+01
     2      0.0030        2     4.00000e+02    -4.81485e+02    -6.98952e-08     2.39729e+02     5.62919e-07     4.00000e+01
     3      0.0070        2     4.00000e+02    -4.17646e+02    -6.06280e-08     2.38057e+02     8.75904e-07     4.00000e+01
     4      0.0150        2     4.00000e+02    -4.25782e+02    -6.18090e-08     2.36603e+02     1.14776e-06     4.00000e+01
     5      0.0310        2     4.00000e+02    -5.12785e+02    -7.44389e-08     2.35385e+02     1.37563e-06     4.00000e+01
     6      0.0630        3     4.00000e+02    -6.33334e+02    -9.19384e-08     2.34315e+02     1.57539e-06     4.00000e+01
     7      0.1270        3     4.00000e+02    -7.35183e+02    -1.06724e-07     2.33328e+02     1.75929e-06     4.00000e+01
     8      0.2550        4     4.00000e+02    -8.00146e+02    -1.16154e-07     2.32383e+02     1.93459e-06     4.00000e+01
     9      0.5110        4     4.00000e+02    -8.32581e+02    -1.20862e-07     2.31440e+02     2.10780e-06     4.00000e+01
    10      1.0230        4     4.00000e+02    -8.31045e+02    -1.20639e-07     2.30437e+02     2.28888e-06     4.00000e+01
    11      2.0470        5     4.00000e+02    -7.92003e+02    -1.14972e-07     2.29300e+02     2.48883e-06     4.00000e+01
    12      4.0950        6     4.00000e+02    -7.26721e+02    -1.05495e-07     2.28091e+02     2.68996e-06     4.00000e+01
    13      8.1910        8     4.00000e+02    -6.44741e+02    -9.35944e-08     2.27846e+02     2.68837e-06     4.00000e+01
    14     12.2870        5     4.00000e+02    -5.85355e+02    -8.49736e-08     2.29302e+02     2.37084e-06     4.00000e+01
    15     20.4790        9     4.00000e+02    -5.01523e+02    -7.28040e-08     2.36568e+02     9.29848e-07     4.00000e+01
    16     28.6710        5     4.00000e+02    -4.37809e+02    -6.35549e-08     2.46150e+02     0.00000e+00     4.00000e+01
    17     45.0550       10     4.00000e+02    -3.50897e+02    -5.09383e-08     2.66613e+02     0.00000e+00     4.00000e+01
    18     61.4390        5     4.00000e+02    -2.85900e+02    -4.15030e-08     2.85127e+02     0.00000e+00     4.00000e+01
    19     94.2070        9     4.00000e+02    -2.01761e+02    -2.92889e-08     3.11629e+02     0.00000e+00     4.00000e+01
    20    159.7430        9     4.00000e+02    -1.17778e+02    -1.70973e-08     3.38243e+02     0.00000e+00     4.00000e+01
    21    290.8150       10     4.00000e+02    -6.37753e+01    -9.25800e-09     3.55114e+02     0.00000e+00     4.00000e+01
    22    365.0000        3     4.00000e+02    -5.01456e+01    -7.27943e-09     3.59385e+02     0.00000e+00     4.00000e+01
    23    496.0720        7     4.00000e+02    -4.29543e+01    -6.23550e-09     3.61874e+02     0.00000e+00     4.00000e+01
    24    613.0360        5     4.00000e+02    -4.09043e+01    -5.93790e-09     3.62801e+02     0.00000e+00     4.00000e+01
    25    730.0000        6     4.00000e+02    -4.02566e+01    -5.84388e-09     3.63317e+02     0.00000e+00     4.00000e+01
    26    846.9640        6     4.00000e+02    -4.00469e+01    -5.81344e-09     3.63700e+02     0.00000e+00     4.00000e+01
    27    963.9280        7     4.00000e+02    -3.99749e+01    -5.80300e-09     3.64041e+02     0.00000e+00     4.00000e+01
    28   1095.0000       10     4.00000e+02    -3.99403e+01    -5.79797e-09     3.64391e+02     0.00000e+00     4.00000e+01
    29   1160.5360        4     4.00000e+02    -3.99459e+01    -5.79878e-09     3.64581e+02     0.00000e+00     4.00000e+01
    30   1291.6080       10     4.00000e+02    -4.03664e+01    -5.85982e-09     3.63544e+02     6.32577e-01     4.00000e+01
    31   1460.0000        7     4.00000e+02    -4.32923e+01    -6.28457e-09     3.60737e+02     4.26462e+00     4.00000e+01
    32   1628.3920        6     4.00000e+02    -4.83411e+01    -7.01747e-09     3.57535e+02     9.83711e+00     4.00000e+01
