    TS         Day   Newton          W1:BHP             W1:WAT             W1:OIL          W2:BHP             W2:WAT             W2:OIL
     1      0.0010        2     4.00000e+02    -5.96073e+02    -8.65294e-08     2.41213e+02     3.53861e-07     4.00000e+01
     2      0.0030        2     4.00000e+02    -4.73061e+02    -6.86724e-08     2.39272e+02     7.17014e-07     4.00000e+01
     3      0.0070        2     4.00000e+02    -4.19132e+02    -6.08437e-08     2.37644e+02     1.02162e-06     4.00000e+01
     4      0.0150        2     4.00000e+02    -4.48861e+02    -6.51593e-08     2.36374e+02     1.25917e-06     4.00000e+01
     5      0.0310        2     4.00000e+02    -5.57731e+02    -8.09635e-08     2.35307e+02     1.45857e-06     4.00000e+01
     6      0.0630        3     4.00000e+02    -6.89495e+02    -1.00091e-07     2.34331e+02     1.64057e-06     4.00000e+01
     7      0.1270        3     4.00000e+02    -7.99963e+02    -1.16127e-07     2.33409e+02     1.81170e-06     4.00000e+01
     8      0.2550        3     4.00000e+02    -8.70480e+02    -1.26364e-07     2.32523e+02     1.97484e-06     4.00000e+01
     9      0.5110        4     4.00000e+02    -9.01424e+02    -1.30856e-07     2.31639e+02     2.13479e-06     4.00000e+01
    10      1.0230        4     4.00000e+02    -8.96203e+02    -1.30098e-07     2.30695e+02     2.30090e-06     4.00000e+01
    11      2.0470        5     4.00000e+02    -8.51293e+02    -1.23579e-07     2.29616e+02     2.48195e-06     4.00000e+01
    12      4.0950        6     4.00000e+02    -7.76099e+02    -1.12663e-07     2.28520e+02     2.64711e-06     4.00000e+01
    13      8.1910        8     4.00000e+02    -6.83134e+02    -9.91678e-08     2.28737e+02     2.53309e-06     4.00000e+01
    14     12.2870        5     4.00000e+02    -6.16036e+02    -8.94275e-08     2.30865e+02     2.06743e-06     4.00000e+01
    15     20.4790        9     4.00000e+02    -5.20951e+02    -7.56244e-08     2.39701e+02     3.46907e-07     4.00000e+01
    16     28.6710        5     4.00000e+02    -4.48960e+02    -6.51737e-08     2.50700e+02     0.00000e+00     4.00000e+01
    17     45.0550       10     4.00000e+02    -3.52138e+02    -5.11184e-08     2.72876e+02     0.00000e+00     4.00000e+01
    18     61.4390        6     4.00000e+02    -2.80933e+02    -4.07819e-08     2.92161e+02     0.00000e+00     4.00000e+01
    19     94.2070        9     4.00000e+02    -1.92258e+02    -2.79093e-08     3.18407e+02     0.00000e+00     4.00000e+01
    20    159.7430       10     4.00000e+02    -1.09144e+02    -1.58440e-08     3.43181e+02     0.00000e+00     4.00000e+01
    21    290.8150        9     4.00000e+02    -5.96888e+01    -8.66478e-09     3.57828e+02     0.00000e+00     4.00000e+01
    22    365.0000        3     4.00000e+02    -4.79309e+01    -6.95793e-09     3.61357e+02     0.00000e+00     4.00000e+01
    23    496.0720        7     4.00000e+02    -4.21309e+01    -6.11597e-09     3.63332e+02     0.00000e+00     4.00000e+01
    24    613.0360        6     4.00000e+02    -4.05835e+01    -5.89134e-09     3.64078e+02     0.00000e+00     4.00000e+01
    25    730.0000        7     4.00000e+02    -4.01262e+01    -5.82495e-09     3.64522e+02     0.00000e+00     4.00000e+01
    26    846.9640        7     4.00000e+02    -3.99892e+01    -5.80507e-09     3.64878e+02     0.00000e+00     4.00000e+01
    27    963.9280        9     4.00000e+02    -3.99460e+01    -5.79880e-09     3.65209e+02     0.00000e+00     4.00000e+01
    28   1029.4640        4     4.00000e+02    -3.99477e+01    -5.79904e-09     3.65407e+02     0.00000e+00     4.00000e+01
    29   1095.0000        8     4.00000e+02    -3.99446e+01    -5.79859e-09     3.65596e+02     1.00781e-05     4.00000e+01
    30   1160.5360        7     4.00000e+02    -3.99880e+01    -5.80489e-09     3.65366e+02     9.33984e-02     4.00000e+01
    31   1291.6080       10     4.00000e+02    -4.13934e+01    -6.00891e-09     3.63423e+02     2.01752e+00     4.00000e+01
    32   1460.0000        8     4.00000e+02    -4.54040e+01    -6.59111e-09     3.60517e+02     6.58130e+00     4.00000e+01
    33   1628.3920        6     4.00000e+02    -5.09146e+01    -7.39106e-09     3.57507e+02     1.23944e+01     4.00000e+01
    34   1825.0000        8     4.00000e+02    -5.85567e+01    -8.50044e-09     3.53941e+02     2.02112e+01     4.00000e+01
    35   2007.5000        7     4.00000e+02    -6.68317e+01    -9.70169e-09     3.50460e+02     2.86477e+01     4.00000e+01
    36   2190.0000        7     4.00000e+02    -7.59885e+01    -1.10309e-08     3.46939e+02     3.78984e+01     4.00000e+01
    37   2372.5000        6     4.00000e+02    -8.58265e+01    -1.24591e-08     3.43446e+02     4.77869e+01     4.00000e+01
    38   2555.0000        6     4.00000e+02    -9.64427e+01    -1.40002e-08     3.39903e+02     5.84699e+01     4.00000e+01
    39   2737.5000        6     4.00000e+02    -1.08041e+02    -1.56839e-08     3.36225e+02     7.01653e+01     4.00000e+01
    40   2920.0000        6     4.00000e+02    -1.20845e+02    -1.75426e-08     3.32339e+02     8.30932e+01     4.00000e+01
    41   3102.5000        6     4.00000e+02    -1.35154e+02    -1.96197e-08     3.28145e+02     9.75621e+01     4.00000e+01
    42   3285.0000        6     4.00000e+02    -1.51194e+02    -2.19483e-08     3.23602e+02     1.13782e+02     4.00000e+01
    43   3467.5000        6     4.00000e+02    -1.69018e+02    -2.45357e-08     3.18737e+02     1.31778e+02     4.00000e+01
    44   3650.0000        6     4.00000e+02    -1.88536e+02    -2.73690e-08     3.13619e+02     1.51444e+02     4.00000e+01
    45   3832.5000        7     4.00000e+02    -2.09713e+02    -3.04432e-08     3.08274e+02     1.72757e+02     4.00000e+01
    46   4015.0000        7     4.00000e+02    -2.32685e+02    -3.37780e-08     3.02668e+02     1.95873e+02     4.00000e+01
    47   4197.5000        7     4.00000e+02    -2.57715e+02    -3.74115e-08     2.96732e+02     2.21069e+02     4.00000e+01
    48   4380.0000        6     4.00000e+02    -2.85120e+02    -4.13897e-08     2.90396e+02     2.48663e+02     4.00000e+01
    49   4562.5000        6     4.00000e+02    -3.15167e+02    -4.57515e-08     2.83611e+02     2.78917e+02     4.00000e+01
    50   4745.0000        7     4.00000e+02    -3.48031e+02    -5.05222e-08     2.76361e+02     3.11993e+02     4.00000e+01
    51   4927.5000        6     4.00000e+02    -3.83847e+02    -5.57215e-08     2.68641e+02     3.48022e+02     4.00000e+01
    52   5110.0000        7     4.00000e+02    -4.22824e+02    -6.13796e-08     2.60421e+02     3.87219e+02     4.00000e+01
    53   5292.5000        7     4.00000e+02    -4.65247e+02    -6.75380e-08     2.51653e+02     4.29876e+02     4.00000e+01
    54   5475.0000        6     4.00000e+02    -5.11471e+02    -7.42481e-08     2.42276e+02     4.76351e+02     4.00000e+01
    55   5657.5000        7     4.00000e+02    -5.62002e+02    -8.15835e-08     2.32196e+02     5.27160e+02     4.00000e+01
    56   5840.0000        6     4.00000e+02    -6.17417e+02    -8.96279e-08     2.21312e+02     5.82884e+02     4.00000e+01
    57   6022.5000        7     4.00000e+02    -6.78201e+02    -9.84516e-08     2.09552e+02     6.43996e+02     4.00000e+01
    58   6205.0000        6     4.00000e+02    -7.34027e+02    -1.06556e-07     2.00000e+02     7.00093e+02     3.92924e+01
    59   6570.0000        6     4.00000e+02    -7.76917e+02    -1.12782e-07     2.00000e+02     7.45572e+02     3.41814e+01
    60   6935.0000        3     4.00000e+02    -8.14424e+02    -1.18227e-07     2.00000e+02     7.86930e+02     2.99733e+01
    61   7300.0000        3     4.00000e+02    -8.48612e+02    -1.23190e-07     2.00000e+02     8.24436e+02     2.63997e+01
    62   7665.0000        3     4.00000e+02    -8.79917e+02    -1.27734e-07     2.00000e+02     8.58584e+02     2.33440e+01
    63   8030.0000        2     4.00000e+02    -9.08561e+02    -1.31892e-07     2.00000e+02     8.89660e+02     2.07336e+01
    64   8395.0000        3     4.00000e+02    -9.34728e+02    -1.35691e-07     2.00000e+02     9.17903e+02     1.85067e+01
    65   8760.0000        3     4.00000e+02    -9.58627e+02    -1.39160e-07     2.00000e+02     9.43576e+02     1.66041e+01
    66   9125.0000        2     4.00000e+02    -9.80480e+02    -1.42332e-07     2.00000e+02     9.66953e+02     1.49716e+01
    67   9490.0000        2     4.00000e+02    -1.00051e+03    -1.45239e-07     2.00000e+02     9.88296e+02     1.35627e+01
    68   9855.0000        2     4.00000e+02    -1.01891e+03    -1.47910e-07     2.00000e+02     1.00784e+03     1.23390e+01
    69  10220.0000        2     4.00000e+02    -1.03586e+03    -1.50372e-07     2.00000e+02     1.02580e+03     1.12697e+01
    70  10585.0000        2     4.00000e+02    -1.05152e+03    -1.52645e-07     2.00000e+02     1.04235e+03     1.03300e+01
    71  10950.0000        2     4.00000e+02    -1.06603e+03    -1.54751e-07     2.00000e+02     1.05763e+03     9.49984e+00
