    TS         Day   Newton          W2:BHP             W2:WAT             W2:OIL
     1      0.0010        1     2.41129e+02     5.45392e-09     4.00000e+01
     2      0.0030        1     2.41072e+02     1.61790e-08     4.00000e+01
     3      0.0070        1     2.40961e+02     3.69261e-08     4.00000e+01
     4      0.0150        1     2.40753e+02     7.58225e-08     4.00000e+01
     5      0.0310        1     2.40385e+02     1.44677e-07     4.00000e+01
     6      0.0630        1     2.39795e+02     2.55232e-07     4.00000e+01
     7      0.1270        1     2.38975e+02     4.08572e-07     4.00000e+01
     8      0.2550        1     2.38025e+02     5.86368e-07     4.00000e+01
     9      0.5110        1     2.37082e+02     7.62907e-07     4.00000e+01
    10      1.0230        1     2.36202e+02     9.27521e-07     4.00000e+01
    11      2.0470        1     2.35364e+02     1.08411e-06     4.00000e+01
    12      4.0950        1     2.34547e+02     1.23684e-06     4.00000e+01
    13      8.1910        1     2.33744e+02     1.38642e-06     4.00000e+01
    14     16.3830        1     2.32950e+02     1.53382e-06     4.00000e+01
    15     32.7670        1     2.32151e+02     1.68090e-06     4.00000e+01
    16     65.5350        1     2.31340e+02     1.82783e-06     4.00000e+01
    17    131.0710        1     2.30516e+02     1.97240e-06     4.00000e+01
    18    262.1430        1     2.29678e+02     2.11051e-06     4.00000e+01
    19    365.0000        1     2.29230e+02     2.18006e-06     4.00000e+01
    20    627.1440        1     2.28520e+02     2.27825e-06     4.00000e+01
    21    730.0000        1     2.28281e+02     2.30958e-06     4.00000e+01
    22   1095.0000        1     2.27617e+02     2.38999e-06     4.00000e+01
    23   1460.0000        1     2.27026e+02     2.45983e-06     4.00000e+01
    24   1825.0000        1     2.26466e+02     2.52664e-06     4.00000e+01
    25   2190.0000        1     2.25920e+02     2.59342e-06     4.00000e+01
    26   2555.0000        1     2.25381e+02     2.66142e-06     4.00000e+01
    27   2920.0000        1     2.24845e+02     2.73109e-06     4.00000e+01
    28   3285.0000        1     2.24310e+02     2.80258e-06     4.00000e+01
    29   3650.0000        1     2.23776e+02     2.87585e-06     4.00000e+01
    30   4015.0000        1     2.23242e+02     2.95086e-06     4.00000e+01
    31   4380.0000        1     2.22708e+02     3.02748e-06     4.00000e+01
    32   4745.0000        1     2.22174e+02     3.10561e-06     4.00000e+01
    33   5110.0000        1     2.21640e+02     3.18516e-06     4.00000e+01
    34   5475.0000        1     2.21105e+02     3.26601e-06     4.00000e+01
    35   5840.0000        1     2.20571e+02     3.34807e-06     4.00000e+01
    36   6205.0000        1     2.20036e+02     3.43126e-06     4.00000e+01
    37   6570.0000        1     2.19502e+02     3.51548e-06     4.00000e+01
    38   6935.0000        1     2.18967e+02     3.60067e-06     4.00000e+01
    39   7300.0000        1     2.18432e+02     3.68675e-06     4.00000e+01
    40   7665.0000        1     2.17897e+02     3.77367e-06     4.00000e+01
    41   8030.0000        1     2.17361e+02     3.86135e-06     4.00000e+01
    42   8395.0000        1     2.16826e+02     3.94974e-06     4.00000e+01
    43   8760.0000        1     2.16290e+02     4.03880e-06     4.00000e+01
    44   9125.0000        1     2.15754e+02     4.12848e-06     4.00000e+01
    45   9490.0000        1     2.15218e+02     4.21873e-06     4.00000e+01
    46   9855.0000        1     2.14682e+02     4.30951e-06     4.00000e+01
    47  10220.0000        1     2.14146e+02     4.40079e-06     4.00000e+01
    48  10585.0000        1     2.13609e+02     4.49253e-06     4.00000e+01
    49  10950.0000        1     2.13072e+02     4.58471e-06     4.00000e+01
