    TS         Day   Newton          W2:BHP             W2:WAT             W2:OIL
     1      0.0010        1     2.36958e+02     3.72271e-09     4.00000e+01
     2      0.0030        1     2.36918e+02     1.11037e-08     4.00000e+01
     3      0.0070        1     2.36841e+02     2.56131e-08     4.00000e+01
     4      0.0150        1     2.36691e+02     5.36658e-08     4.00000e+01
     5      0.0310        1     2.36410e+02     1.06222e-07     4.00000e+01
     6      0.0630        1     2.35913e+02     1.99233e-07     4.00000e+01
     7      0.1270        1     2.35114e+02     3.48843e-07     4.00000e+01
     8      0.2550        1     2.33998e+02     5.57586e-07     4.00000e+01
     9      0.5110        1     2.32695e+02     8.01524e-07     4.00000e+01
    10      1.0230        1     2.31403e+02     1.04325e-06     4.00000e+01
    11      2.0470        1     2.30226e+02     1.26332e-06     4.00000e+01
    12      4.0950        1     2.29145e+02     1.46546e-06     4.00000e+01
    13      8.1910        1     2.28113e+02     1.65806e-06     4.00000e+01
    14     16.3830        1     2.27105e+02     1.84548e-06     4.00000e+01
    15     32.7670        1     2.26112e+02     2.02919e-06     4.00000e+01
    16     65.5350        1     2.25130e+02     2.20858e-06     4.00000e+01
    17    131.0710        1     2.24161e+02     2.38107e-06     4.00000e+01
    18    262.1430        1     2.23206e+02     2.54265e-06     4.00000e+01
    19    365.0000        1     2.22705e+02     2.62306e-06     4.00000e+01
    20    627.1440        1     2.21940e+02     2.73355e-06     4.00000e+01
    21    730.0000        1     2.21687e+02     2.76822e-06     4.00000e+01
    22   1095.0000        1     2.21007e+02     2.85264e-06     4.00000e+01
    23   1460.0000        1     2.20416e+02     2.92257e-06     4.00000e+01
    24   1825.0000        1     2.19863e+02     2.98725e-06     4.00000e+01
    25   2190.0000        1     2.19328e+02     3.05049e-06     4.00000e+01
    26   2555.0000        1     2.18801e+02     3.11395e-06     4.00000e+01
    27   2920.0000        1     2.18278e+02     3.17834e-06     4.00000e+01
    28   3285.0000        1     2.17756e+02     3.24396e-06     4.00000e+01
    29   3650.0000        1     2.17235e+02     3.31089e-06     4.00000e+01
    30   4015.0000        1     2.16715e+02     3.37917e-06     4.00000e+01
    31   4380.0000        1     2.16195e+02     3.44876e-06     4.00000e+01
    32   4745.0000        1     2.15674e+02     3.51961e-06     4.00000e+01
    33   5110.0000        1     2.15154e+02     3.59167e-06     4.00000e+01
    34   5475.0000        1     2.14633e+02     3.66487e-06     4.00000e+01
    35   5840.0000        1     2.14113e+02     3.73918e-06     4.00000e+01
    36   6205.0000        1     2.13592e+02     3.81452e-06     4.00000e+01
    37   6570.0000        1     2.13071e+02     3.89086e-06     4.00000e+01
    38   6935.0000        1     2.12550e+02     3.96813e-06     4.00000e+01
    39   7300.0000        1     2.12028e+02     4.04629e-06     4.00000e+01
    40   7665.0000        1     2.11507e+02     4.12531e-06     4.00000e+01
    41   8030.0000        1     2.10985e+02     4.20513e-06     4.00000e+01
    42   8395.0000        1     2.10464e+02     4.28571e-06     4.00000e+01
    43   8760.0000        1     2.09942e+02     4.36702e-06     4.00000e+01
    44   9125.0000        1     2.09420e+02     4.44902e-06     4.00000e+01
    45   9490.0000        1     2.08898e+02     4.53168e-06     4.00000e+01
    46   9855.0000        1     2.08375e+02     4.61497e-06     4.00000e+01
    47  10220.0000        1     2.07853e+02     4.69885e-06     4.00000e+01
    48  10585.0000        1     2.07330e+02     4.78330e-06     4.00000e+01
    49  10950.0000        1     2.06807e+02     4.86829e-06     4.00000e+01
