    TS         Day   Newton          W1:BHP             W1:WAT             W1:OIL          W2:BHP             W2:WAT             W2:OIL
     1      0.0010        2     4.00000e+02    -5.54052e+02    -8.04295e-08     2.42655e+02     2.65027e-07     4.00000e+01
     2      0.0030        2     4.00000e+02    -4.40829e+02    -6.39934e-08     2.41005e+02     5.73744e-07     4.00000e+01
     3      0.0070        2     4.00000e+02    -3.80915e+02    -5.52958e-08     2.39425e+02     8.69534e-07     4.00000e+01
     4      0.0150        2     4.00000e+02    -3.89302e+02    -5.65134e-08     2.38084e+02     1.12041e-06     4.00000e+01
     5      0.0310        2     4.00000e+02    -4.70809e+02    -6.83454e-08     2.36946e+02     1.33309e-06     4.00000e+01
     6      0.0630        3     4.00000e+02    -5.83329e+02    -8.46796e-08     2.35912e+02     1.52616e-06     4.00000e+01
     7      0.1270        3     4.00000e+02    -6.82540e+02    -9.90815e-08     2.34919e+02     1.71126e-06     4.00000e+01
     8      0.2550        3     4.00000e+02    -7.51033e+02    -1.09024e-07     2.33942e+02     1.89234e-06     4.00000e+01
     9      0.5110        4     4.00000e+02    -7.85071e+02    -1.13965e-07     2.32966e+02     2.07165e-06     4.00000e+01
    10      1.0230        4     4.00000e+02    -7.85911e+02    -1.14087e-07     2.31941e+02     2.25668e-06     4.00000e+01
    11      2.0470        5     4.00000e+02    -7.57510e+02    -1.09965e-07     2.30792e+02     2.45861e-06     4.00000e+01
    12      4.0950        6     4.00000e+02    -7.04066e+02    -1.02206e-07     2.29589e+02     2.65812e-06     4.00000e+01
    13      8.1910        8     4.00000e+02    -6.33080e+02    -9.19017e-08     2.29442e+02     2.63719e-06     4.00000e+01
    14     16.3830       10     4.00000e+02    -5.39636e+02    -7.83367e-08     2.34844e+02     1.53963e-06     4.00000e+01
    15     24.5750        6     4.00000e+02    -4.70494e+02    -6.82997e-08     2.43568e+02     0.00000e+00     4.00000e+01
    16     32.7670        5     4.00000e+02    -4.15547e+02    -6.03233e-08     2.53850e+02     0.00000e+00     4.00000e+01
    17     49.1510        9     4.00000e+02    -3.36025e+02    -4.87794e-08     2.74340e+02     0.00000e+00     4.00000e+01
    18     65.5350        5     4.00000e+02    -2.74283e+02    -3.98166e-08     2.92341e+02     0.00000e+00     4.00000e+01
    19     98.3030        9     4.00000e+02    -1.92995e+02    -2.80164e-08     3.17523e+02     0.00000e+00     4.00000e+01
    20    163.8390        9     4.00000e+02    -1.12509e+02    -1.63325e-08     3.42312e+02     0.00000e+00     4.00000e+01
    21    294.9110       10     4.00000e+02    -6.17399e+01    -8.96253e-09     3.57717e+02     0.00000e+00     4.00000e+01
    22    365.0000        3     4.00000e+02    -4.94380e+01    -7.17671e-09     3.61469e+02     0.00000e+00     4.00000e+01
    23    496.0720        7     4.00000e+02    -4.26878e+01    -6.19681e-09     3.63753e+02     0.00000e+00     4.00000e+01
    24    613.0360        5     4.00000e+02    -4.07929e+01    -5.92174e-09     3.64602e+02     0.00000e+00     4.00000e+01
    25    730.0000        6     4.00000e+02    -4.02037e+01    -5.83621e-09     3.65079e+02     0.00000e+00     4.00000e+01
    26    846.9640        7     4.00000e+02    -4.00194e+01    -5.80945e-09     3.65442e+02     0.00000e+00     4.00000e+01
