    TS         Day   Newton          W2:BHP             W2:WAT             W2:OIL
     1      0.0010        1     2.38416e+02     4.95703e-09     4.00000e+01
     2      0.0030        1     2.38364e+02     1.47487e-08     4.00000e+01
     3      0.0070        1     2.38262e+02     3.38563e-08     4.00000e+01
     4      0.0150        1     2.38067e+02     7.02763e-08     4.00000e+01
     5      0.0310        1     2.37712e+02     1.36700e-07     4.00000e+01
     6      0.0630        1     2.37114e+02     2.48745e-07     4.00000e+01
     7      0.1270        1     2.36223e+02     4.15474e-07     4.00000e+01
     8      0.2550        1     2.35106e+02     6.24494e-07     4.00000e+01
     9      0.5110        1     2.33937e+02     8.43248e-07     4.00000e+01
    10      1.0230        1     2.32849e+02     1.04685e-06     4.00000e+01
    11      2.0470        1     2.31850e+02     1.23369e-06     4.00000e+01
    12      4.0950        1     2.30902e+02     1.41066e-06     4.00000e+01
    13      8.1910        1     2.29985e+02     1.58156e-06     4.00000e+01
    14     16.3830        1     2.29082e+02     1.74915e-06     4.00000e+01
    15     32.7670        1     2.28178e+02     1.91560e-06     4.00000e+01
    16     65.5350        1     2.27268e+02     2.08040e-06     4.00000e+01
    17    131.0710        1     2.26356e+02     2.24033e-06     4.00000e+01
    18    262.1430        1     2.25442e+02     2.39032e-06     4.00000e+01
    19    365.0000        1     2.24958e+02     2.46468e-06     4.00000e+01
    20    627.1440        1     2.24208e+02     2.56568e-06     4.00000e+01
    21    730.0000        1     2.23958e+02     2.59719e-06     4.00000e+01
    22   1095.0000        1     2.23282e+02     2.67338e-06     4.00000e+01
    23   1460.0000        1     2.22692e+02     2.73678e-06     4.00000e+01
    24   1825.0000        1     2.22140e+02     2.79613e-06     4.00000e+01
    25   2190.0000        1     2.21606e+02     2.85503e-06     4.00000e+01
    26   2555.0000        1     2.21079e+02     2.91499e-06     4.00000e+01
    27   2920.0000        1     2.20557e+02     2.97665e-06     4.00000e+01
    28   3285.0000        1     2.20036e+02     3.04021e-06     4.00000e+01
    29   3650.0000        1     2.19517e+02     3.10571e-06     4.00000e+01
    30   4015.0000        1     2.18998e+02     3.17309e-06     4.00000e+01
    31   4380.0000        1     2.18478e+02     3.24227e-06     4.00000e+01
    32   4745.0000        1     2.17959e+02     3.31315e-06     4.00000e+01
    33   5110.0000        1     2.17440e+02     3.38561e-06     4.00000e+01
    34   5475.0000        1     2.16921e+02     3.45956e-06     4.00000e+01
    35   5840.0000        1     2.16401e+02     3.53489e-06     4.00000e+01
    36   6205.0000        1     2.15882e+02     3.61151e-06     4.00000e+01
    37   6570.0000        1     2.15362e+02     3.68933e-06     4.00000e+01
    38   6935.0000        1     2.14842e+02     3.76828e-06     4.00000e+01
    39   7300.0000        1     2.14322e+02     3.84827e-06     4.00000e+01
    40   7665.0000        1     2.13802e+02     3.92924e-06     4.00000e+01
    41   8030.0000        1     2.13281e+02     4.01111e-06     4.00000e+01
    42   8395.0000        1     2.12761e+02     4.09384e-06     4.00000e+01
    43   8760.0000        1     2.12240e+02     4.17737e-06     4.00000e+01
    44   9125.0000        1     2.11719e+02     4.26163e-06     4.00000e+01
    45   9490.0000        1     2.11198e+02     4.34659e-06     4.00000e+01
    46   9855.0000        1     2.10677e+02     4.43219e-06     4.00000e+01
    47  10220.0000        1     2.10156e+02     4.51840e-06     4.00000e+01
    48  10585.0000        1     2.09634e+02     4.60518e-06     4.00000e+01
    49  10950.0000        1     2.09113e+02     4.69249e-06     4.00000e+01
