    TS         Day   Newton          W2:BHP             W2:WAT             W2:OIL
     1      0.0010        1     2.39630e+02     3.58719e-09     4.00000e+01
     2      0.0030        1     2.39592e+02     1.06909e-08     4.00000e+01
     3      0.0070        1     2.39518e+02     2.46224e-08     4.00000e+01
     4      0.0150        1     2.39375e+02     5.14347e-08     4.00000e+01
     5      0.0310        1     2.39109e+02     1.01239e-07     4.00000e+01
     6      0.0630        1     2.38645e+02     1.88055e-07     4.00000e+01
     7      0.1270        1     2.37916e+02     3.24398e-07     4.00000e+01
     8      0.2550        1     2.36931e+02     5.08773e-07     4.00000e+01
     9      0.5110        1     2.35812e+02     7.18172e-07     4.00000e+01
    10      1.0230        1     2.34714e+02     9.23660e-07     4.00000e+01
    11      2.0470        1     2.33702e+02     1.11284e-06     4.00000e+01
    12      4.0950        1     2.32764e+02     1.28818e-06     4.00000e+01
    13      8.1910        1     2.31875e+02     1.45411e-06     4.00000e+01
    14     16.3830        1     2.31020e+02     1.61326e-06     4.00000e+01
    15     32.7670        1     2.30184e+02     1.76794e-06     4.00000e+01
    16     65.5350        1     2.29351e+02     1.92020e-06     4.00000e+01
    17    131.0710        1     2.28509e+02     2.07058e-06     4.00000e+01
    18    262.1430        1     2.27649e+02     2.21751e-06     4.00000e+01
    19    365.0000        1     2.27187e+02     2.29313e-06     4.00000e+01
    20    627.1440        1     2.26456e+02     2.40323e-06     4.00000e+01
    21    730.0000        1     2.26210e+02     2.43875e-06     4.00000e+01
    22   1095.0000        1     2.25534e+02     2.53028e-06     4.00000e+01
    23   1460.0000        1     2.24937e+02     2.60864e-06     4.00000e+01
    24   1825.0000        1     2.24374e+02     2.68206e-06     4.00000e+01
    25   2190.0000        1     2.23828e+02     2.75398e-06     4.00000e+01
    26   2555.0000        1     2.23288e+02     2.82590e-06     4.00000e+01
    27   2920.0000        1     2.22753e+02     2.89848e-06     4.00000e+01
    28   3285.0000        1     2.22218e+02     2.97201e-06     4.00000e+01
    29   3650.0000        1     2.21685e+02     3.04658e-06     4.00000e+01
    30   4015.0000        1     2.21152e+02     3.12223e-06     4.00000e+01
    31   4380.0000        1     2.20619e+02     3.19893e-06     4.00000e+01
    32   4745.0000        1     2.20086e+02     3.27666e-06     4.00000e+01
    33   5110.0000        1     2.19553e+02     3.35536e-06     4.00000e+01
    34   5475.0000        1     2.19019e+02     3.43501e-06     4.00000e+01
    35   5840.0000        1     2.18486e+02     3.51554e-06     4.00000e+01
    36   6205.0000        1     2.17952e+02     3.59693e-06     4.00000e+01
    37   6570.0000        1     2.17419e+02     3.67913e-06     4.00000e+01
    38   6935.0000        1     2.16885e+02     3.76210e-06     4.00000e+01
    39   7300.0000        1     2.16351e+02     3.84579e-06     4.00000e+01
    40   7665.0000        1     2.15816e+02     3.93019e-06     4.00000e+01
    41   8030.0000        1     2.15282e+02     4.01525e-06     4.00000e+01
    42   8395.0000        1     2.14747e+02     4.10094e-06     4.00000e+01
    43   8760.0000        1     2.14213e+02     4.18723e-06     4.00000e+01
    44   9125.0000        1     2.13678e+02     4.27409e-06     4.00000e+01
    45   9490.0000        1     2.13143e+02     4.36150e-06     4.00000e+01
    46   9855.0000        1     2.12607e+02     4.44943e-06     4.00000e+01
    47  10220.0000        1     2.12072e+02     4.53785e-06     4.00000e+01
    48  10585.0000        1     2.11536e+02     4.62675e-06     4.00000e+01
    49  10950.0000        1     2.11001e+02     4.71609e-06     4.00000e+01
