    TS         Day   Newton          W2:BHP             W2:WAT             W2:OIL
     1      0.0010        1     2.35201e+02     4.15647e-09     4.00000e+01
     2      0.0030        1     2.35157e+02     1.23903e-08     4.00000e+01
     3      0.0070        1     2.35070e+02     2.85486e-08     4.00000e+01
     4      0.0150        1     2.34904e+02     5.96846e-08     4.00000e+01
     5      0.0310        1     2.34594e+02     1.17642e-07     4.00000e+01
     6      0.0630        1     2.34053e+02     2.18986e-07     4.00000e+01
     7      0.1270        1     2.33200e+02     3.78638e-07     4.00000e+01
     8      0.2550        1     2.32047e+02     5.94305e-07     4.00000e+01
     9      0.5110        1     2.30756e+02     8.36021e-07     4.00000e+01
    10      1.0230        1     2.29525e+02     1.06630e-06     4.00000e+01
    11      2.0470        1     2.28423e+02     1.27237e-06     4.00000e+01
    12      4.0950        1     2.27401e+02     1.46330e-06     4.00000e+01
    13      8.1910        1     2.26414e+02     1.64748e-06     4.00000e+01
    14     16.3830        1     2.25449e+02     1.82671e-06     4.00000e+01
    15     32.7670        1     2.24505e+02     2.00100e-06     4.00000e+01
    16     65.5350        1     2.23574e+02     2.17022e-06     4.00000e+01
    17    131.0710        1     2.22652e+02     2.33287e-06     4.00000e+01
    18    262.1430        1     2.21734e+02     2.48524e-06     4.00000e+01
    19    365.0000        1     2.21249e+02     2.56102e-06     4.00000e+01
    20    627.1440        1     2.20495e+02     2.66538e-06     4.00000e+01
    21    730.0000        1     2.20244e+02     2.69821e-06     4.00000e+01
    22   1095.0000        1     2.19559e+02     2.77911e-06     4.00000e+01
    23   1460.0000        1     2.18956e+02     2.84699e-06     4.00000e+01
    24   1825.0000        1     2.18391e+02     2.91044e-06     4.00000e+01
    25   2190.0000        1     2.17842e+02     2.97303e-06     4.00000e+01
    26   2555.0000        1     2.17301e+02     3.03630e-06     4.00000e+01
    27   2920.0000        1     2.16764e+02     3.10089e-06     4.00000e+01
    28   3285.0000        1     2.16229e+02     3.16706e-06     4.00000e+01
    29   3650.0000        1     2.15695e+02     3.23487e-06     4.00000e+01
    30   4015.0000        1     2.15161e+02     3.30431e-06     4.00000e+01
    31   4380.0000        1     2.14627e+02     3.37532e-06     4.00000e+01
    32   4745.0000        1     2.14093e+02     3.44784e-06     4.00000e+01
    33   5110.0000        1     2.13559e+02     3.52177e-06     4.00000e+01
    34   5475.0000        1     2.13025e+02     3.59706e-06     4.00000e+01
    35   5840.0000        1     2.12490e+02     3.67362e-06     4.00000e+01
    36   6205.0000        1     2.11956e+02     3.75138e-06     4.00000e+01
    37   6570.0000        1     2.11421e+02     3.83027e-06     4.00000e+01
    38   6935.0000        1     2.10886e+02     3.91023e-06     4.00000e+01
    39   7300.0000        1     2.10352e+02     3.99120e-06     4.00000e+01
    40   7665.0000        1     2.09816e+02     4.07311e-06     4.00000e+01
    41   8030.0000        1     2.09281e+02     4.15593e-06     4.00000e+01
    42   8395.0000        1     2.08746e+02     4.23958e-06     4.00000e+01
    43   8760.0000        1     2.08210e+02     4.32404e-06     4.00000e+01
    44   9125.0000        1     2.07674e+02     4.40926e-06     4.00000e+01
    45   9490.0000        1     2.07139e+02     4.49518e-06     4.00000e+01
    46   9855.0000        1     2.06603e+02     4.58178e-06     4.00000e+01
    47  10220.0000        1     2.06066e+02     4.66901e-06     4.00000e+01
    48  10585.0000        1     2.05530e+02     4.75685e-06     4.00000e+01
    49  10950.0000        1     2.04993e+02     4.84525e-06     4.00000e+01
