    TS         Day   Newton          W2:BHP             W2:WAT             W2:OIL
     1      0.0010        1     2.38443e+02     5.71472e-09     4.00000e+01
     2      0.0030        1     2.38382e+02     1.69717e-08     4.00000e+01
     3      0.0070        1     2.38266e+02     3.88195e-08     4.00000e+01
     4      0.0150        1     2.38045e+02     8.00320e-08     4.00000e+01
     5      0.0310        1     2.37651e+02     1.53777e-07     4.00000e+01
     6      0.0630        1     2.37008e+02     2.74180e-07     4.00000e+01
     7      0.1270        1     2.36097e+02     4.44652e-07     4.00000e+01
     8      0.2550        1     2.35026e+02     6.45060e-07     4.00000e+01
     9      0.5110        1     2.33976e+02     8.41650e-07     4.00000e+01
    10      1.0230        1     2.33039e+02     1.01683e-06     4.00000e+01
    11      2.0470        1     2.32190e+02     1.17566e-06     4.00000e+01
    12      4.0950        1     2.31372e+02     1.32840e-06     4.00000e+01
    13      8.1910        1     2.30550e+02     1.48144e-06     4.00000e+01
    14     16.3830        1     2.29710e+02     1.63714e-06     4.00000e+01
    15     32.7670        1     2.28852e+02     1.79473e-06     4.00000e+01
    16     65.5350        1     2.27981e+02     1.95184e-06     4.00000e+01
    17    131.0710        1     2.27099e+02     2.10517e-06     4.00000e+01
    18    262.1430        1     2.26206e+02     2.24947e-06     4.00000e+01
    19    365.0000        1     2.25731e+02     2.32097e-06     4.00000e+01
    20    627.1440        1     2.24989e+02     2.41794e-06     4.00000e+01
    21    730.0000        1     2.24741e+02     2.44820e-06     4.00000e+01
    22   1095.0000        1     2.24063e+02     2.52236e-06     4.00000e+01
    23   1460.0000        1     2.23465e+02     2.58533e-06     4.00000e+01
    24   1825.0000        1     2.22903e+02     2.64539e-06     4.00000e+01
    25   2190.0000        1     2.22356e+02     2.70582e-06     4.00000e+01
    26   2555.0000        1     2.21817e+02     2.76795e-06     4.00000e+01
    27   2920.0000        1     2.21281e+02     2.83227e-06     4.00000e+01
    28   3285.0000        1     2.20747e+02     2.89888e-06     4.00000e+01
    29   3650.0000        1     2.20213e+02     2.96775e-06     4.00000e+01
    30   4015.0000        1     2.19679e+02     3.03877e-06     4.00000e+01
    31   4380.0000        1     2.19146e+02     3.11179e-06     4.00000e+01
    32   4745.0000        1     2.18613e+02     3.18668e-06     4.00000e+01
    33   5110.0000        1     2.18079e+02     3.26330e-06     4.00000e+01
    34   5475.0000        1     2.17546e+02     3.34152e-06     4.00000e+01
    35   5840.0000        1     2.17012e+02     3.42121e-06     4.00000e+01
    36   6205.0000        1     2.16478e+02     3.50225e-06     4.00000e+01
    37   6570.0000        1     2.15944e+02     3.58455e-06     4.00000e+01
    38   6935.0000        1     2.15410e+02     3.66801e-06     4.00000e+01
    39   7300.0000        1     2.14875e+02     3.75254e-06     4.00000e+01
    40   7665.0000        1     2.14341e+02     3.83805e-06     4.00000e+01
    41   8030.0000        1     2.13806e+02     3.92447e-06     4.00000e+01
    42   8395.0000        1     2.13271e+02     4.01173e-06     4.00000e+01
    43   8760.0000        1     2.12736e+02     4.09978e-06     4.00000e+01
    44   9125.0000        1     2.12201e+02     4.18854e-06     4.00000e+01
    45   9490.0000        1     2.11665e+02     4.27797e-06     4.00000e+01
    46   9855.0000        1     2.11130e+02     4.36801e-06     4.00000e+01
    47  10220.0000        1     2.10594e+02     4.45863e-06     4.00000e+01
    48  10585.0000        1     2.10058e+02     4.54978e-06     4.00000e+01
    49  10950.0000        1     2.09522e+02     4.64143e-06     4.00000e+01
