    TS         Day   Newton          W2:BHP             W2:WAT             W2:OIL
     1      0.0010        1     2.36390e+02     4.53691e-09     4.00000e+01
     2      0.0030        1     2.36342e+02     1.35147e-08     4.00000e+01
     3      0.0070        1     2.36248e+02     3.10952e-08     4.00000e+01
     4      0.0150        1     2.36068e+02     6.48299e-08     4.00000e+01
     5      0.0310        1     2.35735e+02     1.27123e-07     4.00000e+01
     6      0.0630        1     2.35162e+02     2.34463e-07     4.00000e+01
     7      0.1270        1     2.34280e+02     3.99420e-07     4.00000e+01
     8      0.2550        1     2.33132e+02     6.14347e-07     4.00000e+01
     9      0.5110        1     2.31896e+02     8.45644e-07     4.00000e+01
    10      1.0230        1     2.30750e+02     1.05994e-06     4.00000e+01
    11      2.0470        1     2.29730e+02     1.25067e-06     4.00000e+01
    12      4.0950        1     2.28784e+02     1.42757e-06     4.00000e+01
    13      8.1910        1     2.27869e+02     1.59807e-06     4.00000e+01
    14     16.3830        1     2.26972e+02     1.76453e-06     4.00000e+01
    15     32.7670        1     2.26088e+02     1.92736e-06     4.00000e+01
    16     65.5350        1     2.25209e+02     2.08657e-06     4.00000e+01
    17    131.0710        1     2.24329e+02     2.24057e-06     4.00000e+01
    18    262.1430        1     2.23447e+02     2.38496e-06     4.00000e+01
    19    365.0000        1     2.22980e+02     2.45650e-06     4.00000e+01
    20    627.1440        1     2.22250e+02     2.55422e-06     4.00000e+01
    21    730.0000        1     2.22006e+02     2.58488e-06     4.00000e+01
    22   1095.0000        1     2.21334e+02     2.66078e-06     4.00000e+01
    23   1460.0000        1     2.20739e+02     2.72530e-06     4.00000e+01
    24   1825.0000        1     2.20177e+02     2.78647e-06     4.00000e+01
    25   2190.0000        1     2.19630e+02     2.84750e-06     4.00000e+01
    26   2555.0000        1     2.19090e+02     2.90973e-06     4.00000e+01
    27   2920.0000        1     2.18552e+02     2.97368e-06     4.00000e+01
    28   3285.0000        1     2.18017e+02     3.03952e-06     4.00000e+01
    29   3650.0000        1     2.17481e+02     3.10725e-06     4.00000e+01
    30   4015.0000        1     2.16946e+02     3.17682e-06     4.00000e+01
    31   4380.0000        1     2.16411e+02     3.24815e-06     4.00000e+01
    32   4745.0000        1     2.15876e+02     3.32113e-06     4.00000e+01
    33   5110.0000        1     2.15341e+02     3.39568e-06     4.00000e+01
    34   5475.0000        1     2.14806e+02     3.47168e-06     4.00000e+01
    35   5840.0000        1     2.14270e+02     3.54906e-06     4.00000e+01
    36   6205.0000        1     2.13735e+02     3.62773e-06     4.00000e+01
    37   6570.0000        1     2.13199e+02     3.70760e-06     4.00000e+01
    38   6935.0000        1     2.12663e+02     3.78861e-06     4.00000e+01
    39   7300.0000        1     2.12127e+02     3.87067e-06     4.00000e+01
    40   7665.0000        1     2.11591e+02     3.95373e-06     4.00000e+01
    41   8030.0000        1     2.11054e+02     4.03772e-06     4.00000e+01
    42   8395.0000        1     2.10518e+02     4.12259e-06     4.00000e+01
    43   8760.0000        1     2.09981e+02     4.20827e-06     4.00000e+01
    44   9125.0000        1     2.09444e+02     4.29473e-06     4.00000e+01
    45   9490.0000        1     2.08907e+02     4.38191e-06     4.00000e+01
    46   9855.0000        1     2.08370e+02     4.46977e-06     4.00000e+01
    47  10220.0000        1     2.07832e+02     4.55826e-06     4.00000e+01
    48  10585.0000        1     2.07295e+02     4.64736e-06     4.00000e+01
    49  10950.0000        1     2.06757e+02     4.73702e-06     4.00000e+01
