    TS         Day   Newton          W2:BHP             W2:WAT             W2:OIL
     1      0.0010        1     2.36912e+02     3.69062e-09     4.00000e+01
     2      0.0030        1     2.36873e+02     1.10063e-08     4.00000e+01
     3      0.0070        1     2.36796e+02     2.53811e-08     4.00000e+01
     4      0.0150        1     2.36648e+02     5.31495e-08     4.00000e+01
     5      0.0310        1     2.36370e+02     1.05086e-07     4.00000e+01
     6      0.0630        1     2.35881e+02     1.96715e-07     4.00000e+01
     7      0.1270        1     2.35097e+02     3.43331e-07     4.00000e+01
     8      0.2550        1     2.34012e+02     5.46423e-07     4.00000e+01
     9      0.5110        1     2.32752e+02     7.82167e-07     4.00000e+01
    10      1.0230        1     2.31507e+02     1.01522e-06     4.00000e+01
    11      2.0470        1     2.30371e+02     1.22760e-06     4.00000e+01
    12      4.0950        1     2.29331e+02     1.42211e-06     4.00000e+01
    13      8.1910        1     2.28345e+02     1.60599e-06     4.00000e+01
    14     16.3830        1     2.27390e+02     1.78370e-06     4.00000e+01
    15     32.7670        1     2.26450e+02     1.95752e-06     4.00000e+01
    16     65.5350        1     2.25518e+02     2.12764e-06     4.00000e+01
    17    131.0710        1     2.24592e+02     2.29258e-06     4.00000e+01
    18    262.1430        1     2.23665e+02     2.44956e-06     4.00000e+01
    19    365.0000        1     2.23174e+02     2.52878e-06     4.00000e+01
    20    627.1440        1     2.22410e+02     2.64034e-06     4.00000e+01
    21    730.0000        1     2.22156e+02     2.67577e-06     4.00000e+01
    22   1095.0000        1     2.21466e+02     2.76395e-06     4.00000e+01
    23   1460.0000        1     2.20863e+02     2.83786e-06     4.00000e+01
    24   1825.0000        1     2.20298e+02     2.90647e-06     4.00000e+01
    25   2190.0000        1     2.19751e+02     2.97353e-06     4.00000e+01
    26   2555.0000        1     2.19212e+02     3.04069e-06     4.00000e+01
    27   2920.0000        1     2.18678e+02     3.10869e-06     4.00000e+01
    28   3285.0000        1     2.18145e+02     3.17783e-06     4.00000e+01
    29   3650.0000        1     2.17613e+02     3.24823e-06     4.00000e+01
    30   4015.0000        1     2.17081e+02     3.31991e-06     4.00000e+01
    31   4380.0000        1     2.16550e+02     3.39284e-06     4.00000e+01
    32   4745.0000        1     2.16018e+02     3.46699e-06     4.00000e+01
    33   5110.0000        1     2.15487e+02     3.54231e-06     4.00000e+01
    34   5475.0000        1     2.14955e+02     3.61873e-06     4.00000e+01
    35   5840.0000        1     2.14423e+02     3.69620e-06     4.00000e+01
    36   6205.0000        1     2.13891e+02     3.77468e-06     4.00000e+01
    37   6570.0000        1     2.13359e+02     3.85411e-06     4.00000e+01
    38   6935.0000        1     2.12827e+02     3.93444e-06     4.00000e+01
    39   7300.0000        1     2.12294e+02     4.01563e-06     4.00000e+01
    40   7665.0000        1     2.11762e+02     4.09764e-06     4.00000e+01
    41   8030.0000        1     2.11229e+02     4.18042e-06     4.00000e+01
    42   8395.0000        1     2.10696e+02     4.26394e-06     4.00000e+01
    43   8760.0000        1     2.10163e+02     4.34815e-06     4.00000e+01
    44   9125.0000        1     2.09629e+02     4.43304e-06     4.00000e+01
    45   9490.0000        1     2.09096e+02     4.51855e-06     4.00000e+01
    46   9855.0000        1     2.08562e+02     4.60467e-06     4.00000e+01
    47  10220.0000        1     2.08029e+02     4.69136e-06     4.00000e+01
    48  10585.0000        1     2.07495e+02     4.77859e-06     4.00000e+01
    49  10950.0000        1     2.06961e+02     4.86634e-06     4.00000e+01
