    TS         Day   Newton          W2:BHP             W2:WAT             W2:OIL
     1      0.0010        1     2.41391e+02     3.97701e-09     4.00000e+01
     2      0.0030        1     2.41349e+02     1.18355e-08     4.00000e+01
     3      0.0070        1     2.41267e+02     2.71811e-08     4.00000e+01
     4      0.0150        1     2.41111e+02     5.64715e-08     4.00000e+01
     5      0.0310        1     2.40825e+02     1.10050e-07     4.00000e+01
     6      0.0630        1     2.40339e+02     2.00994e-07     4.00000e+01
     7      0.1270        1     2.39606e+02     3.38113e-07     4.00000e+01
     8      0.2550        1     2.38664e+02     5.14467e-07     4.00000e+01
     9      0.5110        1     2.37635e+02     7.07047e-07     4.00000e+01
    10      1.0230        1     2.36624e+02     8.96205e-07     4.00000e+01
    11      2.0470        1     2.35650e+02     1.07840e-06     4.00000e+01
    12      4.0950        1     2.34692e+02     1.25740e-06     4.00000e+01
    13      8.1910        1     2.33740e+02     1.43515e-06     4.00000e+01
    14     16.3830        1     2.32793e+02     1.61138e-06     4.00000e+01
    15     32.7670        1     2.31854e+02     1.78533e-06     4.00000e+01
    16     65.5350        1     2.30921e+02     1.95626e-06     4.00000e+01
    17    131.0710        1     2.29994e+02     2.12267e-06     4.00000e+01
    18    262.1430        1     2.29069e+02     2.28155e-06     4.00000e+01
    19    365.0000        1     2.28581e+02     2.36195e-06     4.00000e+01
    20    627.1440        1     2.27827e+02     2.47646e-06     4.00000e+01
    21    730.0000        1     2.27576e+02     2.51309e-06     4.00000e+01
    22   1095.0000        1     2.26893e+02     2.60600e-06     4.00000e+01
    23   1460.0000        1     2.26296e+02     2.68483e-06     4.00000e+01
    24   1825.0000        1     2.25735e+02     2.75837e-06     4.00000e+01
    25   2190.0000        1     2.25192e+02     2.83029e-06     4.00000e+01
    26   2555.0000        1     2.24657e+02     2.90218e-06     4.00000e+01
    27   2920.0000        1     2.24125e+02     2.97476e-06     4.00000e+01
    28   3285.0000        1     2.23596e+02     3.04832e-06     4.00000e+01
    29   3650.0000        1     2.23067e+02     3.12297e-06     4.00000e+01
    30   4015.0000        1     2.22539e+02     3.19874e-06     4.00000e+01
    31   4380.0000        1     2.22010e+02     3.27560e-06     4.00000e+01
    32   4745.0000        1     2.21482e+02     3.35352e-06     4.00000e+01
    33   5110.0000        1     2.20953e+02     3.43244e-06     4.00000e+01
    34   5475.0000        1     2.20425e+02     3.51231e-06     4.00000e+01
    35   5840.0000        1     2.19896e+02     3.59310e-06     4.00000e+01
    36   6205.0000        1     2.19367e+02     3.67474e-06     4.00000e+01
    37   6570.0000        1     2.18838e+02     3.75720e-06     4.00000e+01
    38   6935.0000        1     2.18309e+02     3.84042e-06     4.00000e+01
    39   7300.0000        1     2.17780e+02     3.92438e-06     4.00000e+01
    40   7665.0000        1     2.17250e+02     4.00902e-06     4.00000e+01
    41   8030.0000        1     2.16721e+02     4.09431e-06     4.00000e+01
    42   8395.0000        1     2.16191e+02     4.18023e-06     4.00000e+01
    43   8760.0000        1     2.15661e+02     4.26673e-06     4.00000e+01
    44   9125.0000        1     2.15131e+02     4.35378e-06     4.00000e+01
    45   9490.0000        1     2.14601e+02     4.44136e-06     4.00000e+01
    46   9855.0000        1     2.14070e+02     4.52943e-06     4.00000e+01
    47  10220.0000        1     2.13540e+02     4.61798e-06     4.00000e+01
    48  10585.0000        1     2.13009e+02     4.70698e-06     4.00000e+01
    49  10950.0000        1     2.12478e+02     4.79641e-06     4.00000e+01
