    TS         Day   Newton          W2:BHP             W2:WAT             W2:OIL
     1      0.0010        1     2.39074e+02     3.19085e-09     4.00000e+01
     2      0.0030        1     2.39040e+02     9.51281e-09     4.00000e+01
     3      0.0070        1     2.38974e+02     2.19230e-08     4.00000e+01
     4      0.0150        1     2.38846e+02     4.58510e-08     4.00000e+01
     5      0.0310        1     2.38608e+02     9.04428e-08     4.00000e+01
     6      0.0630        1     2.38190e+02     1.68590e-07     4.00000e+01
     7      0.1270        1     2.37530e+02     2.92217e-07     4.00000e+01
     8      0.2550        1     2.36630e+02     4.60585e-07     4.00000e+01
     9      0.5110        1     2.35605e+02     6.52329e-07     4.00000e+01
    10      1.0230        1     2.34601e+02     8.40280e-07     4.00000e+01
    11      2.0470        1     2.33667e+02     1.01502e-06     4.00000e+01
    12      4.0950        1     2.32771e+02     1.18250e-06     4.00000e+01
    13      8.1910        1     2.31885e+02     1.34795e-06     4.00000e+01
    14     16.3830        1     2.31000e+02     1.51282e-06     4.00000e+01
    15     32.7670        1     2.30111e+02     1.67758e-06     4.00000e+01
    16     65.5350        1     2.29220e+02     1.84146e-06     4.00000e+01
    17    131.0710        1     2.28329e+02     2.00216e-06     4.00000e+01
    18    262.1430        1     2.27440e+02     2.15677e-06     4.00000e+01
    19    365.0000        1     2.26970e+02     2.23559e-06     4.00000e+01
    20    627.1440        1     2.26240e+02     2.34979e-06     4.00000e+01
    21    730.0000        1     2.25997e+02     2.38664e-06     4.00000e+01
    22   1095.0000        1     2.25330e+02     2.48190e-06     4.00000e+01
    23   1460.0000        1     2.24742e+02     2.56359e-06     4.00000e+01
    24   1825.0000        1     2.24188e+02     2.64008e-06     4.00000e+01
    25   2190.0000        1     2.23650e+02     2.71480e-06     4.00000e+01
    26   2555.0000        1     2.23119e+02     2.78927e-06     4.00000e+01
    27   2920.0000        1     2.22592e+02     2.86415e-06     4.00000e+01
    28   3285.0000        1     2.22066e+02     2.93973e-06     4.00000e+01
    29   3650.0000        1     2.21540e+02     3.01612e-06     4.00000e+01
    30   4015.0000        1     2.21015e+02     3.09336e-06     4.00000e+01
    31   4380.0000        1     2.20490e+02     3.17145e-06     4.00000e+01
    32   4745.0000        1     2.19965e+02     3.25036e-06     4.00000e+01
    33   5110.0000        1     2.19440e+02     3.33008e-06     4.00000e+01
    34   5475.0000        1     2.18915e+02     3.41055e-06     4.00000e+01
    35   5840.0000        1     2.18390e+02     3.49177e-06     4.00000e+01
    36   6205.0000        1     2.17864e+02     3.57369e-06     4.00000e+01
    37   6570.0000        1     2.17339e+02     3.65628e-06     4.00000e+01
    38   6935.0000        1     2.16813e+02     3.73952e-06     4.00000e+01
    39   7300.0000        1     2.16287e+02     3.82337e-06     4.00000e+01
    40   7665.0000        1     2.15761e+02     3.90781e-06     4.00000e+01
    41   8030.0000        1     2.15235e+02     3.99282e-06     4.00000e+01
    42   8395.0000        1     2.14708e+02     4.07836e-06     4.00000e+01
    43   8760.0000        1     2.14182e+02     4.16442e-06     4.00000e+01
    44   9125.0000        1     2.13655e+02     4.25097e-06     4.00000e+01
    45   9490.0000        1     2.13128e+02     4.33800e-06     4.00000e+01
    46   9855.0000        1     2.12601e+02     4.42547e-06     4.00000e+01
    47  10220.0000        1     2.12074e+02     4.51338e-06     4.00000e+01
    48  10585.0000        1     2.11546e+02     4.60171e-06     4.00000e+01
    49  10950.0000        1     2.11019e+02     4.69043e-06     4.00000e+01
