    TS         Day   Newton          W1:BHP             W1:WAT             W1:OIL          W2:BHP             W2:WAT             W2:OIL
     1      0.0010        2     4.00000e+02    -5.69458e+02    -8.26659e-08     2.43414e+02     3.02477e-07     4.00000e+01
     2      0.0030        2     4.00000e+02    -4.67441e+02    -6.78566e-08     2.41835e+02     5.97946e-07     4.00000e+01
     3      0.0070        2     4.00000e+02    -3.91049e+02    -5.67670e-08     2.40529e+02     8.42267e-07     4.00000e+01
     4      0.0150        2     4.00000e+02    -3.60904e+02    -5.23910e-08     2.39467e+02     1.04096e-06     4.00000e+01
     5      0.0310        2     4.00000e+02    -3.94359e+02    -5.72475e-08     2.38514e+02     1.21904e-06     4.00000e+01
     6      0.0630        3     4.00000e+02    -4.88896e+02    -7.09711e-08     2.37598e+02     1.39001e-06     4.00000e+01
     7      0.1270        3     4.00000e+02    -6.07926e+02    -8.82501e-08     2.36703e+02     1.55660e-06     4.00000e+01
     8      0.2550        3     4.00000e+02    -7.11118e+02    -1.03230e-07     2.35819e+02     1.72023e-06     4.00000e+01
     9      0.5110        4     4.00000e+02    -7.76173e+02    -1.12674e-07     2.34918e+02     1.88506e-06     4.00000e+01
    10      1.0230        4     4.00000e+02    -7.95781e+02    -1.15520e-07     2.33945e+02     2.05978e-06     4.00000e+01
    11      2.0470        5     4.00000e+02    -7.72764e+02    -1.12179e-07     2.32828e+02     2.25433e-06     4.00000e+01
    12      4.0950        6     4.00000e+02    -7.15577e+02    -1.03877e-07     2.31634e+02     2.44983e-06     4.00000e+01
    13      8.1910        8     4.00000e+02    -6.39304e+02    -9.28051e-08     2.31409e+02     2.44018e-06     4.00000e+01
    14     16.3830       10     4.00000e+02    -5.43239e+02    -7.88598e-08     2.36530e+02     1.39254e-06     4.00000e+01
    15     24.5750        6     4.00000e+02    -4.72075e+02    -6.85292e-08     2.44985e+02     0.00000e+00     4.00000e+01
    16     40.9590       10     4.00000e+02    -3.75395e+02    -5.44946e-08     2.65253e+02     0.00000e+00     4.00000e+01
    17     57.3430        6     4.00000e+02    -3.03502e+02    -4.40582e-08     2.84369e+02     0.00000e+00     4.00000e+01
    18     90.1110        9     4.00000e+02    -2.11902e+02    -3.07609e-08     3.12316e+02     0.00000e+00     4.00000e+01
    19    155.6470       10     4.00000e+02    -1.21865e+02    -1.76906e-08     3.40483e+02     0.00000e+00     4.00000e+01
    20    221.1830        5     4.00000e+02    -7.81276e+01    -1.13415e-08     3.54015e+02     0.00000e+00     4.00000e+01
    21    352.2550       10     4.00000e+02    -5.13266e+01    -7.45087e-09     3.62437e+02     0.00000e+00     4.00000e+01
    22    365.0000        1     4.00000e+02    -4.91389e+01    -7.13329e-09     3.63111e+02     0.00000e+00     4.00000e+01
    23    496.0720        7     4.00000e+02    -4.26348e+01    -6.18912e-09     3.65387e+02     0.00000e+00     4.00000e+01
    24    613.0360        6     4.00000e+02    -4.08028e+01    -5.92318e-09     3.66246e+02     0.00000e+00     4.00000e+01
    25    730.0000        6     4.00000e+02    -4.02325e+01    -5.84039e-09     3.66739e+02     0.00000e+00     4.00000e+01
    26    846.9640        7     4.00000e+02    -4.00547e+01    -5.81458e-09     3.67121e+02     0.00000e+00     4.00000e+01
    27    963.9280        8     4.00000e+02    -3.99972e+01    -5.80624e-09     3.67470e+02     0.00000e+00     4.00000e+01
    28   1029.4640        4     4.00000e+02    -3.99954e+01    -5.80596e-09     3.67678e+02     0.00000e+00     4.00000e+01
    29   1095.0000        8     4.00000e+02    -3.99916e+01    -5.80542e-09     3.67869e+02     5.83631e-05     4.00000e+01
    30   1226.0720       10     4.00000e+02    -4.07420e+01    -5.91436e-09     3.66667e+02     1.10725e+00     4.00000e+01
