    TS         Day   Newton          W2:BHP             W2:WAT             W2:OIL
     1      0.0010        1     2.39065e+02     3.64664e-09     4.00000e+01
     2      0.0030        1     2.39026e+02     1.08652e-08     4.00000e+01
     3      0.0070        1     2.38951e+02     2.50108e-08     4.00000e+01
     4      0.0150        1     2.38805e+02     5.21945e-08     4.00000e+01
     5      0.0310        1     2.38536e+02     1.02552e-07     4.00000e+01
     6      0.0630        1     2.38070e+02     1.89933e-07     4.00000e+01
     7      0.1270        1     2.37341e+02     3.26233e-07     4.00000e+01
     8      0.2550        1     2.36365e+02     5.08967e-07     4.00000e+01
     9      0.5110        1     2.35266e+02     7.14532e-07     4.00000e+01
    10      1.0230        1     2.34200e+02     9.14150e-07     4.00000e+01
    11      2.0470        1     2.33228e+02     1.09578e-06     4.00000e+01
    12      4.0950        1     2.32332e+02     1.26324e-06     4.00000e+01
    13      8.1910        1     2.31471e+02     1.42397e-06     4.00000e+01
    14     16.3830        1     2.30615e+02     1.58323e-06     4.00000e+01
    15     32.7670        1     2.29752e+02     1.74304e-06     4.00000e+01
    16     65.5350        1     2.28880e+02     1.90265e-06     4.00000e+01
    17    131.0710        1     2.28003e+02     2.05960e-06     4.00000e+01
    18    262.1430        1     2.27125e+02     2.21009e-06     4.00000e+01
    19    365.0000        1     2.26660e+02     2.28630e-06     4.00000e+01
    20    627.1440        1     2.25937e+02     2.39492e-06     4.00000e+01
    21    730.0000        1     2.25697e+02     2.42969e-06     4.00000e+01
    22   1095.0000        1     2.25036e+02     2.51857e-06     4.00000e+01
    23   1460.0000        1     2.24453e+02     2.59467e-06     4.00000e+01
    24   1825.0000        1     2.23902e+02     2.66616e-06     4.00000e+01
    25   2190.0000        1     2.23366e+02     2.73639e-06     4.00000e+01
    26   2555.0000        1     2.22836e+02     2.80676e-06     4.00000e+01
    27   2920.0000        1     2.22310e+02     2.87789e-06     4.00000e+01
    28   3285.0000        1     2.21785e+02     2.95000e-06     4.00000e+01
    29   3650.0000        1     2.21261e+02     3.02319e-06     4.00000e+01
    30   4015.0000        1     2.20736e+02     3.09747e-06     4.00000e+01
    31   4380.0000        1     2.20212e+02     3.17280e-06     4.00000e+01
    32   4745.0000        1     2.19688e+02     3.24916e-06     4.00000e+01
    33   5110.0000        1     2.19164e+02     3.32650e-06     4.00000e+01
    34   5475.0000        1     2.18639e+02     3.40477e-06     4.00000e+01
    35   5840.0000        1     2.18114e+02     3.48393e-06     4.00000e+01
    36   6205.0000        1     2.17590e+02     3.56394e-06     4.00000e+01
    37   6570.0000        1     2.17065e+02     3.64475e-06     4.00000e+01
    38   6935.0000        1     2.16539e+02     3.72632e-06     4.00000e+01
    39   7300.0000        1     2.16014e+02     3.80862e-06     4.00000e+01
    40   7665.0000        1     2.15489e+02     3.89161e-06     4.00000e+01
    41   8030.0000        1     2.14963e+02     3.97526e-06     4.00000e+01
    42   8395.0000        1     2.14437e+02     4.05953e-06     4.00000e+01
    43   8760.0000        1     2.13912e+02     4.14440e-06     4.00000e+01
    44   9125.0000        1     2.13385e+02     4.22983e-06     4.00000e+01
    45   9490.0000        1     2.12859e+02     4.31580e-06     4.00000e+01
    46   9855.0000        1     2.12333e+02     4.40229e-06     4.00000e+01
    47  10220.0000        1     2.11806e+02     4.48926e-06     4.00000e+01
    48  10585.0000        1     2.11280e+02     4.57670e-06     4.00000e+01
    49  10950.0000        1     2.10753e+02     4.66459e-06     4.00000e+01
