    TS         Day   Newton          W2:BHP             W2:WAT             W2:OIL
     1      0.0010        1     2.40135e+02     3.51019e-09     4.00000e+01
     2      0.0030        1     2.40098e+02     1.04587e-08     4.00000e+01
     3      0.0070        1     2.40025e+02     2.40752e-08     4.00000e+01
     4      0.0150        1     2.39885e+02     5.02436e-08     4.00000e+01
     5      0.0310        1     2.39626e+02     9.87288e-08     4.00000e+01
     6      0.0630        1     2.39177e+02     1.82909e-07     4.00000e+01
     7      0.1270        1     2.38474e+02     3.14410e-07     4.00000e+01
     8      0.2550        1     2.37529e+02     4.91349e-07     4.00000e+01
     9      0.5110        1     2.36455e+02     6.92289e-07     4.00000e+01
    10      1.0230        1     2.35388e+02     8.91961e-07     4.00000e+01
    11      2.0470        1     2.34379e+02     1.08065e-06     4.00000e+01
    12      4.0950        1     2.33419e+02     1.26005e-06     4.00000e+01
    13      8.1910        1     2.32496e+02     1.43242e-06     4.00000e+01
    14     16.3830        1     2.31599e+02     1.59948e-06     4.00000e+01
    15     32.7670        1     2.30716e+02     1.76299e-06     4.00000e+01
    16     65.5350        1     2.29839e+02     1.92376e-06     4.00000e+01
    17    131.0710        1     2.28962e+02     2.08132e-06     4.00000e+01
    18    262.1430        1     2.28079e+02     2.23361e-06     4.00000e+01
    19    365.0000        1     2.27610e+02     2.31145e-06     4.00000e+01
    20    627.1440        1     2.26877e+02     2.42396e-06     4.00000e+01
    21    730.0000        1     2.26632e+02     2.46018e-06     4.00000e+01
    22   1095.0000        1     2.25963e+02     2.55304e-06     4.00000e+01
    23   1460.0000        1     2.25374e+02     2.63225e-06     4.00000e+01
    24   1825.0000        1     2.24821e+02     2.70624e-06     4.00000e+01
    25   2190.0000        1     2.24283e+02     2.77854e-06     4.00000e+01
    26   2555.0000        1     2.23753e+02     2.85066e-06     4.00000e+01
    27   2920.0000        1     2.23227e+02     2.92331e-06     4.00000e+01
    28   3285.0000        1     2.22703e+02     2.99677e-06     4.00000e+01
    29   3650.0000        1     2.22179e+02     3.07116e-06     4.00000e+01
    30   4015.0000        1     2.21655e+02     3.14651e-06     4.00000e+01
    31   4380.0000        1     2.21132e+02     3.22280e-06     4.00000e+01
    32   4745.0000        1     2.20609e+02     3.30002e-06     4.00000e+01
    33   5110.0000        1     2.20085e+02     3.37813e-06     4.00000e+01
    34   5475.0000        1     2.19561e+02     3.45709e-06     4.00000e+01
    35   5840.0000        1     2.19038e+02     3.53686e-06     4.00000e+01
    36   6205.0000        1     2.18514e+02     3.61740e-06     4.00000e+01
    37   6570.0000        1     2.17990e+02     3.69869e-06     4.00000e+01
    38   6935.0000        1     2.17465e+02     3.78067e-06     4.00000e+01
    39   7300.0000        1     2.16941e+02     3.86333e-06     4.00000e+01
    40   7665.0000        1     2.16417e+02     3.94662e-06     4.00000e+01
    41   8030.0000        1     2.15892e+02     4.03053e-06     4.00000e+01
    42   8395.0000        1     2.15367e+02     4.11501e-06     4.00000e+01
    43   8760.0000        1     2.14842e+02     4.20005e-06     4.00000e+01
    44   9125.0000        1     2.14317e+02     4.28561e-06     4.00000e+01
    45   9490.0000        1     2.13792e+02     4.37168e-06     4.00000e+01
    46   9855.0000        1     2.13266e+02     4.45823e-06     4.00000e+01
    47  10220.0000        1     2.12740e+02     4.54523e-06     4.00000e+01
    48  10585.0000        1     2.12215e+02     4.63268e-06     4.00000e+01
    49  10950.0000        1     2.11689e+02     4.72054e-06     4.00000e+01
