    TS         Day   Newton          W2:BHP             W2:WAT             W2:OIL
     1      0.0010        1     2.40253e+02     4.72251e-09     4.00000e+01
     2      0.0030        1     2.40203e+02     1.40385e-08     4.00000e+01
     3      0.0070        1     2.40106e+02     3.21706e-08     4.00000e+01
     4      0.0150        1     2.39922e+02     6.65621e-08     4.00000e+01
     5      0.0310        1     2.39590e+02     1.28737e-07     4.00000e+01
     6      0.0630        1     2.39038e+02     2.32121e-07     4.00000e+01
     7      0.1270        1     2.38232e+02     3.82939e-07     4.00000e+01
     8      0.2550        1     2.37242e+02     5.68140e-07     4.00000e+01
     9      0.5110        1     2.36219e+02     7.59716e-07     4.00000e+01
    10      1.0230        1     2.35263e+02     9.38473e-07     4.00000e+01
    11      2.0470        1     2.34381e+02     1.10335e-06     4.00000e+01
    12      4.0950        1     2.33545e+02     1.25957e-06     4.00000e+01
    13      8.1910        1     2.32731e+02     1.41144e-06     4.00000e+01
    14     16.3830        1     2.31917e+02     1.56252e-06     4.00000e+01
    15     32.7670        1     2.31094e+02     1.71441e-06     4.00000e+01
    16     65.5350        1     2.30261e+02     1.86572e-06     4.00000e+01
    17    131.0710        1     2.29425e+02     2.01341e-06     4.00000e+01
    18    262.1430        1     2.28583e+02     2.15369e-06     4.00000e+01
    19    365.0000        1     2.28134e+02     2.22426e-06     4.00000e+01
    20    627.1440        1     2.27428e+02     2.32388e-06     4.00000e+01
    21    730.0000        1     2.27192e+02     2.35564e-06     4.00000e+01
    22   1095.0000        1     2.26537e+02     2.43658e-06     4.00000e+01
    23   1460.0000        1     2.25956e+02     2.50622e-06     4.00000e+01
    24   1825.0000        1     2.25407e+02     2.57227e-06     4.00000e+01
    25   2190.0000        1     2.24873e+02     2.63788e-06     4.00000e+01
    26   2555.0000        1     2.24345e+02     2.70433e-06     4.00000e+01
    27   2920.0000        1     2.23820e+02     2.77215e-06     4.00000e+01
    28   3285.0000        1     2.23296e+02     2.84152e-06     4.00000e+01
    29   3650.0000        1     2.22773e+02     2.91247e-06     4.00000e+01
    30   4015.0000        1     2.22250e+02     2.98495e-06     4.00000e+01
    31   4380.0000        1     2.21727e+02     3.05889e-06     4.00000e+01
    32   4745.0000        1     2.21205e+02     3.13422e-06     4.00000e+01
    33   5110.0000        1     2.20682e+02     3.21084e-06     4.00000e+01
    34   5475.0000        1     2.20159e+02     3.28868e-06     4.00000e+01
    35   5840.0000        1     2.19635e+02     3.36767e-06     4.00000e+01
    36   6205.0000        1     2.19112e+02     3.44772e-06     4.00000e+01
    37   6570.0000        1     2.18588e+02     3.52876e-06     4.00000e+01
    38   6935.0000        1     2.18065e+02     3.61074e-06     4.00000e+01
    39   7300.0000        1     2.17541e+02     3.69360e-06     4.00000e+01
    40   7665.0000        1     2.17017e+02     3.77727e-06     4.00000e+01
    41   8030.0000        1     2.16493e+02     3.86171e-06     4.00000e+01
    42   8395.0000        1     2.15969e+02     3.94686e-06     4.00000e+01
    43   8760.0000        1     2.15444e+02     4.03269e-06     4.00000e+01
    44   9125.0000        1     2.14919e+02     4.11915e-06     4.00000e+01
    45   9490.0000        1     2.14395e+02     4.20621e-06     4.00000e+01
    46   9855.0000        1     2.13870e+02     4.29381e-06     4.00000e+01
    47  10220.0000        1     2.13345e+02     4.38194e-06     4.00000e+01
    48  10585.0000        1     2.12819e+02     4.47056e-06     4.00000e+01
    49  10950.0000        1     2.12294e+02     4.55963e-06     4.00000e+01
