    TS         Day   Newton          W2:BHP             W2:WAT             W2:OIL
     1      0.0010        1     2.38029e+02     3.88924e-09     4.00000e+01
     2      0.0030        1     2.37987e+02     1.15979e-08     4.00000e+01
     3      0.0070        1     2.37906e+02     2.67420e-08     4.00000e+01
     4      0.0150        1     2.37750e+02     5.59843e-08     4.00000e+01
     5      0.0310        1     2.37458e+02     1.10629e-07     4.00000e+01
     6      0.0630        1     2.36944e+02     2.06852e-07     4.00000e+01
     7      0.1270        1     2.36125e+02     3.60230e-07     4.00000e+01
     8      0.2550        1     2.34997e+02     5.71308e-07     4.00000e+01
     9      0.5110        1     2.33698e+02     8.14355e-07     4.00000e+01
    10      1.0230        1     2.32421e+02     1.05330e-06     4.00000e+01
    11      2.0470        1     2.31256e+02     1.27119e-06     4.00000e+01
    12      4.0950        1     2.30182e+02     1.47199e-06     4.00000e+01
    13      8.1910        1     2.29154e+02     1.66365e-06     4.00000e+01
    14     16.3830        1     2.28150e+02     1.85039e-06     4.00000e+01
    15     32.7670        1     2.27161e+02     2.03317e-06     4.00000e+01
    16     65.5350        1     2.26186e+02     2.21101e-06     4.00000e+01
    17    131.0710        1     2.25226e+02     2.38143e-06     4.00000e+01
    18    262.1430        1     2.24279e+02     2.54067e-06     4.00000e+01
    19    365.0000        1     2.23781e+02     2.61987e-06     4.00000e+01
    20    627.1440        1     2.23014e+02     2.72906e-06     4.00000e+01
    21    730.0000        1     2.22760e+02     2.76342e-06     4.00000e+01
    22   1095.0000        1     2.22070e+02     2.84782e-06     4.00000e+01
    23   1460.0000        1     2.21467e+02     2.91826e-06     4.00000e+01
    24   1825.0000        1     2.20903e+02     2.98371e-06     4.00000e+01
    25   2190.0000        1     2.20356e+02     3.04793e-06     4.00000e+01
    26   2555.0000        1     2.19816e+02     3.11253e-06     4.00000e+01
    27   2920.0000        1     2.19281e+02     3.17820e-06     4.00000e+01
    28   3285.0000        1     2.18748e+02     3.24523e-06     4.00000e+01
    29   3650.0000        1     2.18215e+02     3.31371e-06     4.00000e+01
    30   4015.0000        1     2.17683e+02     3.38364e-06     4.00000e+01
    31   4380.0000        1     2.17151e+02     3.45500e-06     4.00000e+01
    32   4745.0000        1     2.16619e+02     3.52771e-06     4.00000e+01
    33   5110.0000        1     2.16087e+02     3.60172e-06     4.00000e+01
    34   5475.0000        1     2.15555e+02     3.67696e-06     4.00000e+01
    35   5840.0000        1     2.15022e+02     3.75337e-06     4.00000e+01
    36   6205.0000        1     2.14489e+02     3.83088e-06     4.00000e+01
    37   6570.0000        1     2.13957e+02     3.90944e-06     4.00000e+01
    38   6935.0000        1     2.13424e+02     3.98900e-06     4.00000e+01
    39   7300.0000        1     2.12891e+02     4.06949e-06     4.00000e+01
    40   7665.0000        1     2.12357e+02     4.15087e-06     4.00000e+01
    41   8030.0000        1     2.11824e+02     4.23310e-06     4.00000e+01
    42   8395.0000        1     2.11290e+02     4.31612e-06     4.00000e+01
    43   8760.0000        1     2.10757e+02     4.39990e-06     4.00000e+01
    44   9125.0000        1     2.10223e+02     4.48440e-06     4.00000e+01
    45   9490.0000        1     2.09689e+02     4.56957e-06     4.00000e+01
    46   9855.0000        1     2.09154e+02     4.65539e-06     4.00000e+01
    47  10220.0000        1     2.08620e+02     4.74183e-06     4.00000e+01
    48  10585.0000        1     2.08085e+02     4.82884e-06     4.00000e+01
    49  10950.0000        1     2.07551e+02     4.91640e-06     4.00000e+01
