    TS         Day   Newton          W1:BHP             W1:WAT             W1:OIL          W2:BHP             W2:WAT             W2:OIL
     1      0.0010        2     4.00000e+02    -7.63921e+02    -1.10895e-07     2.42810e+02     2.81955e-07     4.00000e+01
     2      0.0030        2     4.00000e+02    -5.95748e+02    -8.64824e-08     2.41166e+02     5.89612e-07     4.00000e+01
     3      0.0070        2     4.00000e+02    -5.27431e+02    -7.65650e-08     2.39678e+02     8.68090e-07     4.00000e+01
     4      0.0150        2     4.00000e+02    -5.64721e+02    -8.19783e-08     2.38445e+02     1.09870e-06     4.00000e+01
     5      0.0310        2     4.00000e+02    -6.75675e+02    -9.80850e-08     2.37398e+02     1.29443e-06     4.00000e+01
     6      0.0630        3     4.00000e+02    -7.86888e+02    -1.14229e-07     2.36453e+02     1.47094e-06     4.00000e+01
     7      0.1270        3     4.00000e+02    -8.71080e+02    -1.26451e-07     2.35555e+02     1.63811e-06     4.00000e+01
     8      0.2550        4     4.00000e+02    -9.30742e+02    -1.35112e-07     2.34672e+02     1.80151e-06     4.00000e+01
     9      0.5110        4     4.00000e+02    -9.60192e+02    -1.39387e-07     2.33779e+02     1.96524e-06     4.00000e+01
    10      1.0230        4     4.00000e+02    -9.48320e+02    -1.37664e-07     2.32821e+02     2.13744e-06     4.00000e+01
    11      2.0470        5     4.00000e+02    -8.90993e+02    -1.29342e-07     2.31729e+02     2.32806e-06     4.00000e+01
    12      4.0950        6     4.00000e+02    -8.01351e+02    -1.16329e-07     2.30590e+02     2.51460e-06     4.00000e+01
    13      8.1910        8     4.00000e+02    -6.93758e+02    -1.00710e-07     2.30595e+02     2.46370e-06     4.00000e+01
    14     16.3830       10     4.00000e+02    -5.67246e+02    -8.23447e-08     2.36488e+02     1.27271e-06     4.00000e+01
    15     24.5750        6     4.00000e+02    -4.79248e+02    -6.95705e-08     2.45741e+02     0.00000e+00     4.00000e+01
    16     40.9590       10     4.00000e+02    -3.70378e+02    -5.37663e-08     2.66979e+02     0.00000e+00     4.00000e+01
    17     57.3430        6     4.00000e+02    -2.94743e+02    -4.27866e-08     2.86474e+02     0.00000e+00     4.00000e+01
    18     90.1110        9     4.00000e+02    -2.03234e+02    -2.95027e-08     3.14172e+02     0.00000e+00     4.00000e+01
    19    155.6470        9     4.00000e+02    -1.16296e+02    -1.68822e-08     3.41358e+02     0.00000e+00     4.00000e+01
    20    221.1830        5     4.00000e+02    -7.49744e+01    -1.08837e-08     3.54175e+02     0.00000e+00     4.00000e+01
    21    352.2550       10     4.00000e+02    -5.01911e+01    -7.28604e-09     3.62011e+02     0.00000e+00     4.00000e+01
    22    365.0000        1     4.00000e+02    -4.81822e+01    -6.99441e-09     3.62637e+02     0.00000e+00     4.00000e+01
    23    496.0720        6     4.00000e+02    -4.23267e+01    -6.14439e-09     3.64749e+02     0.00000e+00     4.00000e+01
    24    613.0360        5     4.00000e+02    -4.07102e+01    -5.90973e-09     3.65570e+02     0.00000e+00     4.00000e+01
    25    730.0000        6     4.00000e+02    -4.02123e+01    -5.83745e-09     3.66062e+02     0.00000e+00     4.00000e+01
    26    846.9640        6     4.00000e+02    -4.00541e+01    -5.81449e-09     3.66450e+02     0.00000e+00     4.00000e+01
    27    963.9280        8     4.00000e+02    -4.00015e+01    -5.80685e-09     3.66808e+02     0.00000e+00     4.00000e+01
    28   1029.4640        4     4.00000e+02    -4.00003e+01    -5.80668e-09     3.67019e+02     0.00000e+00     4.00000e+01
    29   1095.0000        7     4.00000e+02    -3.99954e+01    -5.80597e-09     3.67213e+02     1.82501e-04     4.00000e+01
    30   1160.5360        6     4.00000e+02    -4.00512e+01    -5.81406e-09     3.67001e+02     1.21759e-01     4.00000e+01
    31   1291.6080       10     4.00000e+02    -4.12153e+01    -5.98306e-09     3.65585e+02     1.72159e+00     4.00000e+01
    32   1460.0000        7     4.00000e+02    -4.49130e+01    -6.51984e-09     3.63002e+02     5.99821e+00     4.00000e+01
    33   1628.3920        6     4.00000e+02    -5.05643e+01    -7.34022e-09     3.59995e+02     1.20844e+01     4.00000e+01
    34   1825.0000        7     4.00000e+02    -5.81859e+01    -8.44661e-09     3.56652e+02     1.98358e+01     4.00000e+01
    35   2007.5000        6     4.00000e+02    -6.57507e+01    -9.54477e-09     3.53761e+02     2.74124e+01     4.00000e+01
    36   2190.0000        6     4.00000e+02    -7.38674e+01    -1.07230e-08     3.50901e+02     3.55654e+01     4.00000e+01
    37   2372.5000        6     4.00000e+02    -8.29509e+01    -1.20416e-08     3.47835e+02     4.47636e+01     4.00000e+01
    38   2555.0000        6     4.00000e+02    -9.33161e+01    -1.35463e-08     3.44458e+02     5.52888e+01     4.00000e+01
    39   2737.5000        6     4.00000e+02    -1.04983e+02    -1.52400e-08     3.40834e+02     6.71027e+01     4.00000e+01
    40   2920.0000        6     4.00000e+02    -1.17664e+02    -1.70809e-08     3.37130e+02     7.98700e+01     4.00000e+01
    41   3102.5000        6     4.00000e+02    -1.31242e+02    -1.90519e-08     3.33385e+02     9.35100e+01     4.00000e+01
    42   3285.0000        6     4.00000e+02    -1.45904e+02    -2.11802e-08     3.29514e+02     1.08259e+02     4.00000e+01
    43   3467.5000        6     4.00000e+02    -1.61992e+02    -2.35157e-08     3.25403e+02     1.24477e+02     4.00000e+01
    44   3650.0000        5     4.00000e+02    -1.79825e+02    -2.61044e-08     3.20976e+02     1.42470e+02     4.00000e+01
    45   3832.5000        6     4.00000e+02    -1.99628e+02    -2.89791e-08     3.16196e+02     1.62451e+02     4.00000e+01
    46   4015.0000        6     4.00000e+02    -2.21583e+02    -3.21663e-08     3.11043e+02     1.84592e+02     4.00000e+01
    47   4197.5000        6     4.00000e+02    -2.45791e+02    -3.56805e-08     3.05525e+02     2.08983e+02     4.00000e+01
    48   4380.0000        7     4.00000e+02    -2.72284e+02    -3.95264e-08     2.99661e+02     2.35651e+02     4.00000e+01
    49   4562.5000        6     4.00000e+02    -3.01162e+02    -4.37185e-08     2.93448e+02     2.64704e+02     4.00000e+01
    50   4745.0000        7     4.00000e+02    -3.32536e+02    -4.82729e-08     2.86877e+02     2.96253e+02     4.00000e+01
