    TS         Day   Newton          W2:BHP             W2:WAT             W2:OIL
     1      0.0010        1     2.43171e+02     2.68175e-09     4.00000e+01
     2      0.0030        1     2.43142e+02     7.99745e-09     4.00000e+01
     3      0.0070        1     2.43087e+02     1.84419e-08     4.00000e+01
     4      0.0150        1     2.42979e+02     3.86181e-08     4.00000e+01
     5      0.0310        1     2.42777e+02     7.63698e-08     4.00000e+01
     6      0.0630        1     2.42420e+02     1.43108e-07     4.00000e+01
     7      0.1270        1     2.41846e+02     2.50672e-07     4.00000e+01
     8      0.2550        1     2.41033e+02     4.02711e-07     4.00000e+01
     9      0.5110        1     2.40048e+02     5.87037e-07     4.00000e+01
    10      1.0230        1     2.39005e+02     7.82238e-07     4.00000e+01
    11      2.0470        1     2.37980e+02     9.73961e-07     4.00000e+01
    12      4.0950        1     2.36990e+02     1.15925e-06     4.00000e+01
    13      8.1910        1     2.36028e+02     1.33892e-06     4.00000e+01
    14     16.3830        1     2.35094e+02     1.51309e-06     4.00000e+01
    15     32.7670        1     2.34186e+02     1.68202e-06     4.00000e+01
    16     65.5350        1     2.33295e+02     1.84648e-06     4.00000e+01
    17    131.0710        1     2.32415e+02     2.00672e-06     4.00000e+01
    18    262.1430        1     2.31540e+02     2.16175e-06     4.00000e+01
    19    365.0000        1     2.31078e+02     2.24144e-06     4.00000e+01
    20    627.1440        1     2.30358e+02     2.35912e-06     4.00000e+01
    21    730.0000        1     2.30118e+02     2.39745e-06     4.00000e+01
    22   1095.0000        1     2.29458e+02     2.49845e-06     4.00000e+01
    23   1460.0000        1     2.28873e+02     2.58596e-06     4.00000e+01
    24   1825.0000        1     2.28321e+02     2.66809e-06     4.00000e+01
    25   2190.0000        1     2.27784e+02     2.74820e-06     4.00000e+01
    26   2555.0000        1     2.27253e+02     2.82773e-06     4.00000e+01
    27   2920.0000        1     2.26725e+02     2.90732e-06     4.00000e+01
    28   3285.0000        1     2.26199e+02     2.98727e-06     4.00000e+01
    29   3650.0000        1     2.25673e+02     3.06769e-06     4.00000e+01
    30   4015.0000        1     2.25147e+02     3.14864e-06     4.00000e+01
    31   4380.0000        1     2.24621e+02     3.23013e-06     4.00000e+01
    32   4745.0000        1     2.24096e+02     3.31215e-06     4.00000e+01
    33   5110.0000        1     2.23570e+02     3.39470e-06     4.00000e+01
    34   5475.0000        1     2.23044e+02     3.47776e-06     4.00000e+01
    35   5840.0000        1     2.22518e+02     3.56131e-06     4.00000e+01
    36   6205.0000        1     2.21991e+02     3.64534e-06     4.00000e+01
    37   6570.0000        1     2.21465e+02     3.72983e-06     4.00000e+01
    38   6935.0000        1     2.20938e+02     3.81476e-06     4.00000e+01
    39   7300.0000        1     2.20412e+02     3.90012e-06     4.00000e+01
    40   7665.0000        1     2.19885e+02     3.98590e-06     4.00000e+01
    41   8030.0000        1     2.19358e+02     4.07207e-06     4.00000e+01
    42   8395.0000        1     2.18830e+02     4.15863e-06     4.00000e+01
    43   8760.0000        1     2.18303e+02     4.24557e-06     4.00000e+01
    44   9125.0000        1     2.17776e+02     4.33286e-06     4.00000e+01
    45   9490.0000        1     2.17248e+02     4.42051e-06     4.00000e+01
    46   9855.0000        1     2.16720e+02     4.50849e-06     4.00000e+01
    47  10220.0000        1     2.16192e+02     4.59679e-06     4.00000e+01
    48  10585.0000        1     2.15664e+02     4.68541e-06     4.00000e+01
    49  10950.0000        1     2.15135e+02     4.77434e-06     4.00000e+01
