    TS         Day   Newton          W2:BHP             W2:WAT             W2:OIL
     1      0.0010        1     2.35775e+02     5.85254e-09     4.00000e+01
     2      0.0030        1     2.35713e+02     1.74014e-08     4.00000e+01
     3      0.0070        1     2.35593e+02     3.98929e-08     4.00000e+01
     4      0.0150        1     2.35365e+02     8.25958e-08     4.00000e+01
     5      0.0310        1     2.34952e+02     1.59900e-07     4.00000e+01
     6      0.0630        1     2.34264e+02     2.88524e-07     4.00000e+01
     7      0.1270        1     2.33266e+02     4.75452e-07     4.00000e+01
     8      0.2550        1     2.32059e+02     7.01284e-07     4.00000e+01
     9      0.5110        1     2.30856e+02     9.26314e-07     4.00000e+01
    10      1.0230        1     2.29788e+02     1.12610e-06     4.00000e+01
    11      2.0470        1     2.28829e+02     1.30534e-06     4.00000e+01
    12      4.0950        1     2.27913e+02     1.47630e-06     4.00000e+01
    13      8.1910        1     2.27005e+02     1.64544e-06     4.00000e+01
    14     16.3830        1     2.26088e+02     1.81532e-06     4.00000e+01
    15     32.7670        1     2.25155e+02     1.98629e-06     4.00000e+01
    16     65.5350        1     2.24210e+02     2.15621e-06     4.00000e+01
    17    131.0710        1     2.23258e+02     2.32047e-06     4.00000e+01
    18    262.1430        1     2.22304e+02     2.47209e-06     4.00000e+01
    19    365.0000        1     2.21800e+02     2.54582e-06     4.00000e+01
    20    627.1440        1     2.21023e+02     2.64158e-06     4.00000e+01
    21    730.0000        1     2.20766e+02     2.67075e-06     4.00000e+01
    22   1095.0000        1     2.20073e+02     2.73825e-06     4.00000e+01
    23   1460.0000        1     2.19470e+02     2.79367e-06     4.00000e+01
    24   1825.0000        1     2.18907e+02     2.84605e-06     4.00000e+01
    25   2190.0000        1     2.18363e+02     2.89903e-06     4.00000e+01
    26   2555.0000        1     2.17827e+02     2.95409e-06     4.00000e+01
    27   2920.0000        1     2.17295e+02     3.01177e-06     4.00000e+01
    28   3285.0000        1     2.16765e+02     3.07221e-06     4.00000e+01
    29   3650.0000        1     2.16237e+02     3.13533e-06     4.00000e+01
    30   4015.0000        1     2.15708e+02     3.20101e-06     4.00000e+01
    31   4380.0000        1     2.15180e+02     3.26908e-06     4.00000e+01
    32   4745.0000        1     2.14652e+02     3.33936e-06     4.00000e+01
    33   5110.0000        1     2.14123e+02     3.41168e-06     4.00000e+01
    34   5475.0000        1     2.13595e+02     3.48589e-06     4.00000e+01
    35   5840.0000        1     2.13066e+02     3.56184e-06     4.00000e+01
    36   6205.0000        1     2.12538e+02     3.63938e-06     4.00000e+01
    37   6570.0000        1     2.12009e+02     3.71840e-06     4.00000e+01
    38   6935.0000        1     2.11480e+02     3.79876e-06     4.00000e+01
    39   7300.0000        1     2.10950e+02     3.88037e-06     4.00000e+01
    40   7665.0000        1     2.10421e+02     3.96313e-06     4.00000e+01
    41   8030.0000        1     2.09892e+02     4.04695e-06     4.00000e+01
    42   8395.0000        1     2.09362e+02     4.13173e-06     4.00000e+01
    43   8760.0000        1     2.08832e+02     4.21742e-06     4.00000e+01
    44   9125.0000        1     2.08302e+02     4.30393e-06     4.00000e+01
    45   9490.0000        1     2.07772e+02     4.39121e-06     4.00000e+01
    46   9855.0000        1     2.07241e+02     4.47920e-06     4.00000e+01
    47  10220.0000        1     2.06711e+02     4.56783e-06     4.00000e+01
    48  10585.0000        1     2.06180e+02     4.65707e-06     4.00000e+01
    49  10950.0000        1     2.05650e+02     4.74687e-06     4.00000e+01
