    TS         Day   Newton          W2:BHP             W2:WAT             W2:OIL
     1      0.0010        1     2.39169e+02     4.52803e-09     4.00000e+01
     2      0.0030        1     2.39121e+02     1.34669e-08     4.00000e+01
     3      0.0070        1     2.39028e+02     3.08907e-08     4.00000e+01
     4      0.0150        1     2.38851e+02     6.40339e-08     4.00000e+01
     5      0.0310        1     2.38529e+02     1.24283e-07     4.00000e+01
     6      0.0630        1     2.37989e+02     2.25468e-07     4.00000e+01
     7      0.1270        1     2.37187e+02     3.75475e-07     4.00000e+01
     8      0.2550        1     2.36183e+02     5.63506e-07     4.00000e+01
     9      0.5110        1     2.35127e+02     7.60976e-07     4.00000e+01
    10      1.0230        1     2.34145e+02     9.44656e-07     4.00000e+01
    11      2.0470        1     2.33250e+02     1.11221e-06     4.00000e+01
    12      4.0950        1     2.32391e+02     1.27252e-06     4.00000e+01
    13      8.1910        1     2.31535e+02     1.43232e-06     4.00000e+01
    14     16.3830        1     2.30671e+02     1.59285e-06     4.00000e+01
    15     32.7670        1     2.29802e+02     1.75322e-06     4.00000e+01
    16     65.5350        1     2.28928e+02     1.91241e-06     4.00000e+01
    17    131.0710        1     2.28050e+02     2.06827e-06     4.00000e+01
    18    262.1430        1     2.27167e+02     2.21664e-06     4.00000e+01
    19    365.0000        1     2.26699e+02     2.29112e-06     4.00000e+01
    20    627.1440        1     2.25975e+02     2.39493e-06     4.00000e+01
    21    730.0000        1     2.25734e+02     2.42776e-06     4.00000e+01
    22   1095.0000        1     2.25080e+02     2.50945e-06     4.00000e+01
    23   1460.0000        1     2.24506e+02     2.57839e-06     4.00000e+01
    24   1825.0000        1     2.23968e+02     2.64298e-06     4.00000e+01
    25   2190.0000        1     2.23445e+02     2.70666e-06     4.00000e+01
    26   2555.0000        1     2.22930e+02     2.77090e-06     4.00000e+01
    27   2920.0000        1     2.22419e+02     2.83632e-06     4.00000e+01
    28   3285.0000        1     2.21909e+02     2.90314e-06     4.00000e+01
    29   3650.0000        1     2.21400e+02     2.97143e-06     4.00000e+01
    30   4015.0000        1     2.20891e+02     3.04117e-06     4.00000e+01
    31   4380.0000        1     2.20383e+02     3.11229e-06     4.00000e+01
    32   4745.0000        1     2.19874e+02     3.18474e-06     4.00000e+01
    33   5110.0000        1     2.19365e+02     3.25844e-06     4.00000e+01
    34   5475.0000        1     2.18856e+02     3.33331e-06     4.00000e+01
    35   5840.0000        1     2.18347e+02     3.40929e-06     4.00000e+01
    36   6205.0000        1     2.17838e+02     3.48630e-06     4.00000e+01
    37   6570.0000        1     2.17328e+02     3.56429e-06     4.00000e+01
    38   6935.0000        1     2.16819e+02     3.64319e-06     4.00000e+01
    39   7300.0000        1     2.16309e+02     3.72295e-06     4.00000e+01
    40   7665.0000        1     2.15800e+02     3.80352e-06     4.00000e+01
    41   8030.0000        1     2.15290e+02     3.88484e-06     4.00000e+01
    42   8395.0000        1     2.14780e+02     3.96687e-06     4.00000e+01
    43   8760.0000        1     2.14269e+02     4.04957e-06     4.00000e+01
    44   9125.0000        1     2.13759e+02     4.13290e-06     4.00000e+01
    45   9490.0000        1     2.13248e+02     4.21682e-06     4.00000e+01
    46   9855.0000        1     2.12738e+02     4.30130e-06     4.00000e+01
    47  10220.0000        1     2.12227e+02     4.38630e-06     4.00000e+01
    48  10585.0000        1     2.11716e+02     4.47180e-06     4.00000e+01
    49  10950.0000        1     2.11205e+02     4.55776e-06     4.00000e+01
