    TS         Day   Newton          W2:BHP             W2:WAT             W2:OIL
     1      0.0010        1     2.41628e+02     4.47929e-09     4.00000e+01
     2      0.0030        1     2.41580e+02     1.33096e-08     4.00000e+01
     3      0.0070        1     2.41489e+02     3.04735e-08     4.00000e+01
     4      0.0150        1     2.41315e+02     6.29447e-08     4.00000e+01
     5      0.0310        1     2.41003e+02     1.21363e-07     4.00000e+01
     6      0.0630        1     2.40489e+02     2.17667e-07     4.00000e+01
     7      0.1270        1     2.39748e+02     3.56303e-07     4.00000e+01
     8      0.2550        1     2.38851e+02     5.24102e-07     4.00000e+01
     9      0.5110        1     2.37924e+02     6.97630e-07     4.00000e+01
    10      1.0230        1     2.37024e+02     8.66036e-07     4.00000e+01
    11      2.0470        1     2.36126e+02     1.03389e-06     4.00000e+01
    12      4.0950        1     2.35212e+02     1.20472e-06     4.00000e+01
    13      8.1910        1     2.34296e+02     1.37578e-06     4.00000e+01
    14     16.3830        1     2.33392e+02     1.54389e-06     4.00000e+01
    15     32.7670        1     2.32503e+02     1.70838e-06     4.00000e+01
    16     65.5350        1     2.31621e+02     1.86959e-06     4.00000e+01
    17    131.0710        1     2.30742e+02     2.02643e-06     4.00000e+01
    18    262.1430        1     2.29863e+02     2.17599e-06     4.00000e+01
    19    365.0000        1     2.29397e+02     2.25166e-06     4.00000e+01
    20    627.1440        1     2.28670e+02     2.35978e-06     4.00000e+01
    21    730.0000        1     2.28427e+02     2.39444e-06     4.00000e+01
    22   1095.0000        1     2.27760e+02     2.48304e-06     4.00000e+01
    23   1460.0000        1     2.27173e+02     2.55882e-06     4.00000e+01
    24   1825.0000        1     2.26622e+02     2.62998e-06     4.00000e+01
    25   2190.0000        1     2.26087e+02     2.69996e-06     4.00000e+01
    26   2555.0000        1     2.25559e+02     2.77023e-06     4.00000e+01
    27   2920.0000        1     2.25035e+02     2.84144e-06     4.00000e+01
    28   3285.0000        1     2.24513e+02     2.91383e-06     4.00000e+01
    29   3650.0000        1     2.23992e+02     2.98749e-06     4.00000e+01
    30   4015.0000        1     2.23471e+02     3.06242e-06     4.00000e+01
    31   4380.0000        1     2.22950e+02     3.13856e-06     4.00000e+01
    32   4745.0000        1     2.22429e+02     3.21588e-06     4.00000e+01
    33   5110.0000        1     2.21907e+02     3.29429e-06     4.00000e+01
    34   5475.0000        1     2.21386e+02     3.37375e-06     4.00000e+01
    35   5840.0000        1     2.20865e+02     3.45418e-06     4.00000e+01
    36   6205.0000        1     2.20343e+02     3.53554e-06     4.00000e+01
    37   6570.0000        1     2.19822e+02     3.61775e-06     4.00000e+01
    38   6935.0000        1     2.19300e+02     3.70077e-06     4.00000e+01
    39   7300.0000        1     2.18778e+02     3.78456e-06     4.00000e+01
    40   7665.0000        1     2.18256e+02     3.86905e-06     4.00000e+01
    41   8030.0000        1     2.17734e+02     3.95422e-06     4.00000e+01
    42   8395.0000        1     2.17211e+02     4.04002e-06     4.00000e+01
    43   8760.0000        1     2.16689e+02     4.12641e-06     4.00000e+01
    44   9125.0000        1     2.16166e+02     4.21336e-06     4.00000e+01
    45   9490.0000        1     2.15643e+02     4.30084e-06     4.00000e+01
    46   9855.0000        1     2.15120e+02     4.38880e-06     4.00000e+01
    47  10220.0000        1     2.14597e+02     4.47723e-06     4.00000e+01
    48  10585.0000        1     2.14074e+02     4.56610e-06     4.00000e+01
    49  10950.0000        1     2.13550e+02     4.65538e-06     4.00000e+01
