    TS         Day   Newton          W2:BHP             W2:WAT             W2:OIL
     1      0.0010        1     2.41033e+02     5.50225e-09     4.00000e+01
     2      0.0030        1     2.40975e+02     1.63318e-08     4.00000e+01
     3      0.0070        1     2.40863e+02     3.73161e-08     4.00000e+01
     4      0.0150        1     2.40652e+02     7.67795e-08     4.00000e+01
     5      0.0310        1     2.40277e+02     1.47016e-07     4.00000e+01
     6      0.0630        1     2.39669e+02     2.60729e-07     4.00000e+01
     7      0.1270        1     2.38818e+02     4.20091e-07     4.00000e+01
     8      0.2550        1     2.37822e+02     6.06378e-07     4.00000e+01
     9      0.5110        1     2.36835e+02     7.91047e-07     4.00000e+01
    10      1.0230        1     2.35927e+02     9.60890e-07     4.00000e+01
    11      2.0470        1     2.35074e+02     1.12049e-06     4.00000e+01
    12      4.0950        1     2.34237e+02     1.27678e-06     4.00000e+01
    13      8.1910        1     2.33398e+02     1.43300e-06     4.00000e+01
    14     16.3830        1     2.32551e+02     1.59027e-06     4.00000e+01
    15     32.7670        1     2.31693e+02     1.74832e-06     4.00000e+01
    16     65.5350        1     2.30825e+02     1.90546e-06     4.00000e+01
    17    131.0710        1     2.29950e+02     2.05880e-06     4.00000e+01
    18    262.1430        1     2.29067e+02     2.20412e-06     4.00000e+01
    19    365.0000        1     2.28596e+02     2.27687e-06     4.00000e+01
    20    627.1440        1     2.27857e+02     2.37798e-06     4.00000e+01
    21    730.0000        1     2.27610e+02     2.40993e-06     4.00000e+01
    22   1095.0000        1     2.26932e+02     2.48979e-06     4.00000e+01
    23   1460.0000        1     2.26336e+02     2.55786e-06     4.00000e+01
    24   1825.0000        1     2.25774e+02     2.62236e-06     4.00000e+01
    25   2190.0000        1     2.25229e+02     2.68667e-06     4.00000e+01
    26   2555.0000        1     2.24692e+02     2.75217e-06     4.00000e+01
    27   2920.0000        1     2.24158e+02     2.81941e-06     4.00000e+01
    28   3285.0000        1     2.23626e+02     2.88856e-06     4.00000e+01
    29   3650.0000        1     2.23095e+02     2.95962e-06     4.00000e+01
    30   4015.0000        1     2.22564e+02     3.03253e-06     4.00000e+01
    31   4380.0000        1     2.22033e+02     3.10718e-06     4.00000e+01
    32   4745.0000        1     2.21502e+02     3.18345e-06     4.00000e+01
    33   5110.0000        1     2.20971e+02     3.26124e-06     4.00000e+01
    34   5475.0000        1     2.20440e+02     3.34043e-06     4.00000e+01
    35   5840.0000        1     2.19908e+02     3.42092e-06     4.00000e+01
    36   6205.0000        1     2.19377e+02     3.50261e-06     4.00000e+01
    37   6570.0000        1     2.18845e+02     3.58541e-06     4.00000e+01
    38   6935.0000        1     2.18314e+02     3.66925e-06     4.00000e+01
    39   7300.0000        1     2.17782e+02     3.75405e-06     4.00000e+01
    40   7665.0000        1     2.17250e+02     3.83972e-06     4.00000e+01
    41   8030.0000        1     2.16718e+02     3.92623e-06     4.00000e+01
    42   8395.0000        1     2.16185e+02     4.01349e-06     4.00000e+01
    43   8760.0000        1     2.15653e+02     4.10146e-06     4.00000e+01
    44   9125.0000        1     2.15120e+02     4.19009e-06     4.00000e+01
    45   9490.0000        1     2.14587e+02     4.27932e-06     4.00000e+01
    46   9855.0000        1     2.14054e+02     4.36913e-06     4.00000e+01
    47  10220.0000        1     2.13521e+02     4.45946e-06     4.00000e+01
    48  10585.0000        1     2.12988e+02     4.55028e-06     4.00000e+01
    49  10950.0000        1     2.12454e+02     4.64156e-06     4.00000e+01
