    TS         Day   Newton          W2:BHP             W2:WAT             W2:OIL
     1      0.0010        1     2.36656e+02     5.46872e-09     4.00000e+01
     2      0.0030        1     2.36598e+02     1.62672e-08     4.00000e+01
     3      0.0070        1     2.36485e+02     3.73243e-08     4.00000e+01
     4      0.0150        1     2.36271e+02     7.74024e-08     4.00000e+01
     5      0.0310        1     2.35882e+02     1.50288e-07     4.00000e+01
     6      0.0630        1     2.35229e+02     2.72531e-07     4.00000e+01
     7      0.1270        1     2.34267e+02     4.52455e-07     4.00000e+01
     8      0.2550        1     2.33085e+02     6.73774e-07     4.00000e+01
     9      0.5110        1     2.31878e+02     8.99583e-07     4.00000e+01
    10      1.0230        1     2.30775e+02     1.10602e-06     4.00000e+01
    11      2.0470        1     2.29755e+02     1.29654e-06     4.00000e+01
    12      4.0950        1     2.28766e+02     1.48140e-06     4.00000e+01
    13      8.1910        1     2.27781e+02     1.66478e-06     4.00000e+01
    14     16.3830        1     2.26799e+02     1.84698e-06     4.00000e+01
    15     32.7670        1     2.25817e+02     2.02750e-06     4.00000e+01
    16     65.5350        1     2.24835e+02     2.20478e-06     4.00000e+01
    17    131.0710        1     2.23860e+02     2.37463e-06     4.00000e+01
    18    262.1430        1     2.22896e+02     2.53007e-06     4.00000e+01
    19    365.0000        1     2.22392e+02     2.60533e-06     4.00000e+01
    20    627.1440        1     2.21623e+02     2.70333e-06     4.00000e+01
    21    730.0000        1     2.21369e+02     2.73329e-06     4.00000e+01
    22   1095.0000        1     2.20683e+02     2.80372e-06     4.00000e+01
    23   1460.0000        1     2.20083e+02     2.86219e-06     4.00000e+01
    24   1825.0000        1     2.19520e+02     2.91758e-06     4.00000e+01
    25   2190.0000        1     2.18974e+02     2.97343e-06     4.00000e+01
    26   2555.0000        1     2.18435e+02     3.03113e-06     4.00000e+01
    27   2920.0000        1     2.17900e+02     3.09121e-06     4.00000e+01
    28   3285.0000        1     2.17367e+02     3.15379e-06     4.00000e+01
    29   3650.0000        1     2.16834e+02     3.21882e-06     4.00000e+01
    30   4015.0000        1     2.16302e+02     3.28618e-06     4.00000e+01
    31   4380.0000        1     2.15769e+02     3.35573e-06     4.00000e+01
    32   4745.0000        1     2.15237e+02     3.42732e-06     4.00000e+01
    33   5110.0000        1     2.14704e+02     3.50080e-06     4.00000e+01
    34   5475.0000        1     2.14172e+02     3.57603e-06     4.00000e+01
    35   5840.0000        1     2.13639e+02     3.65288e-06     4.00000e+01
    36   6205.0000        1     2.13106e+02     3.73123e-06     4.00000e+01
    37   6570.0000        1     2.12573e+02     3.81097e-06     4.00000e+01
    38   6935.0000        1     2.12040e+02     3.89199e-06     4.00000e+01
    39   7300.0000        1     2.11506e+02     3.97419e-06     4.00000e+01
    40   7665.0000        1     2.10973e+02     4.05749e-06     4.00000e+01
    41   8030.0000        1     2.10439e+02     4.14181e-06     4.00000e+01
    42   8395.0000        1     2.09905e+02     4.22707e-06     4.00000e+01
    43   8760.0000        1     2.09371e+02     4.31320e-06     4.00000e+01
    44   9125.0000        1     2.08837e+02     4.40014e-06     4.00000e+01
    45   9490.0000        1     2.08303e+02     4.48782e-06     4.00000e+01
    46   9855.0000        1     2.07768e+02     4.57621e-06     4.00000e+01
    47  10220.0000        1     2.07233e+02     4.66523e-06     4.00000e+01
    48  10585.0000        1     2.06698e+02     4.75486e-06     4.00000e+01
    49  10950.0000        1     2.06163e+02     4.84504e-06     4.00000e+01
