    TS         Day   Newton          W2:BHP             W2:WAT             W2:OIL
     1      0.0010        1     2.28444e+02     4.65625e-09     4.00000e+01
     2      0.0030        1     2.28395e+02     1.38853e-08     4.00000e+01
     3      0.0070        1     2.28298e+02     3.20170e-08     4.00000e+01
     4      0.0150        1     2.28111e+02     6.70301e-08     4.00000e+01
     5      0.0310        1     2.27761e+02     1.32457e-07     4.00000e+01
     6      0.0630        1     2.27146e+02     2.47602e-07     4.00000e+01
     7      0.1270        1     2.26168e+02     4.30588e-07     4.00000e+01
     8      0.2550        1     2.24838e+02     6.79568e-07     4.00000e+01
     9      0.5110        1     2.23354e+02     9.57301e-07     4.00000e+01
    10      1.0230        1     2.21983e+02     1.21385e-06     4.00000e+01
    11      2.0470        1     2.20822e+02     1.43096e-06     4.00000e+01
    12      4.0950        1     2.19792e+02     1.62329e-06     4.00000e+01
    13      8.1910        1     2.18798e+02     1.80845e-06     4.00000e+01
    14     16.3830        1     2.17799e+02     1.99371e-06     4.00000e+01
    15     32.7670        1     2.16794e+02     2.17851e-06     4.00000e+01
    16     65.5350        1     2.15790e+02     2.35968e-06     4.00000e+01
    17    131.0710        1     2.14792e+02     2.53339e-06     4.00000e+01
    18    262.1430        1     2.13799e+02     2.69353e-06     4.00000e+01
    19    365.0000        1     2.13276e+02     2.77143e-06     4.00000e+01
    20    627.1440        1     2.12480e+02     2.87224e-06     4.00000e+01
    21    730.0000        1     2.12218e+02     2.90282e-06     4.00000e+01
    22   1095.0000        1     2.11518e+02     2.97215e-06     4.00000e+01
    23   1460.0000        1     2.10912e+02     3.02759e-06     4.00000e+01
    24   1825.0000        1     2.10349e+02     3.07880e-06     4.00000e+01
    25   2190.0000        1     2.09805e+02     3.12978e-06     4.00000e+01
    26   2555.0000        1     2.09270e+02     3.18218e-06     4.00000e+01
    27   2920.0000        1     2.08739e+02     3.23670e-06     4.00000e+01
    28   3285.0000        1     2.08210e+02     3.29355e-06     4.00000e+01
    29   3650.0000        1     2.07683e+02     3.35278e-06     4.00000e+01
    30   4015.0000        1     2.07155e+02     3.41432e-06     4.00000e+01
    31   4380.0000        1     2.06628e+02     3.47805e-06     4.00000e+01
    32   4745.0000        1     2.06101e+02     3.54385e-06     4.00000e+01
    33   5110.0000        1     2.05574e+02     3.61161e-06     4.00000e+01
    34   5475.0000        1     2.05047e+02     3.68120e-06     4.00000e+01
    35   5840.0000        1     2.04519e+02     3.75250e-06     4.00000e+01
    36   6205.0000        1     2.03992e+02     3.82540e-06     4.00000e+01
    37   6570.0000        1     2.03464e+02     3.89980e-06     4.00000e+01
    38   6935.0000        1     2.02936e+02     3.97561e-06     4.00000e+01
    39   7300.0000        1     2.02408e+02     4.05273e-06     4.00000e+01
    40   7665.0000        1     2.01880e+02     4.13108e-06     4.00000e+01
    41   8030.0000        1     2.01352e+02     4.21057e-06     4.00000e+01
    42   8395.0000        1     2.00823e+02     4.29115e-06     4.00000e+01
    43   8760.0000        1     2.00294e+02     4.37273e-06     4.00000e+01
    44   9125.0000        1     1.99766e+02     4.45525e-06     4.00000e+01
    45   9490.0000        2     2.00000e+02     4.39192e-06     3.91752e+01
    46   9855.0000        1     2.00000e+02     4.37475e-06     3.86365e+01
    47  10220.0000        1     2.00000e+02     4.35800e-06     3.81047e+01
    48  10585.0000        1     2.00000e+02     4.34155e-06     3.75805e+01
    49  10950.0000        1     2.00000e+02     4.32526e-06     3.70637e+01
