    TS         Day   Newton          W1:BHP             W1:WAT             W1:OIL          W2:BHP             W2:WAT             W2:OIL
     1      0.0010        2     4.00000e+02    -7.49477e+02    -1.08798e-07     2.41986e+02     2.44586e-07     4.00000e+01
     2      0.0030        2     4.00000e+02    -5.94624e+02    -8.63191e-08     2.40352e+02     5.50279e-07     4.00000e+01
     3      0.0070        2     4.00000e+02    -5.05819e+02    -7.34277e-08     2.38677e+02     8.63815e-07     4.00000e+01
     4      0.0150        2     4.00000e+02    -5.01888e+02    -7.28571e-08     2.37201e+02     1.13983e-06     4.00000e+01
     5      0.0310        2     4.00000e+02    -5.85719e+02    -8.50264e-08     2.35958e+02     1.37230e-06     4.00000e+01
     6      0.0630        3     4.00000e+02    -7.05103e+02    -1.02357e-07     2.34868e+02     1.57598e-06     4.00000e+01
     7      0.1270        3     4.00000e+02    -8.01008e+02    -1.16279e-07     2.33863e+02     1.76317e-06     4.00000e+01
     8      0.2550        3     4.00000e+02    -8.54791e+02    -1.24086e-07     2.32907e+02     1.94055e-06     4.00000e+01
     9      0.5110        4     4.00000e+02    -8.75395e+02    -1.27078e-07     2.31965e+02     2.11365e-06     4.00000e+01
    10      1.0230        4     4.00000e+02    -8.67054e+02    -1.25867e-07     2.30977e+02     2.29227e-06     4.00000e+01
    11      2.0470        5     4.00000e+02    -8.25966e+02    -1.19902e-07     2.29867e+02     2.48761e-06     4.00000e+01
    12      4.0950        6     4.00000e+02    -7.54436e+02    -1.09518e-07     2.28731e+02     2.67589e-06     4.00000e+01
    13      8.1910        9     4.00000e+02    -6.62516e+02    -9.61748e-08     2.28809e+02     2.61516e-06     4.00000e+01
    14     16.3830       10     4.00000e+02    -5.54000e+02    -8.04220e-08     2.34913e+02     1.38924e-06     4.00000e+01
    15     24.5750        6     4.00000e+02    -4.76546e+02    -6.91782e-08     2.44368e+02     0.00000e+00     4.00000e+01
    16     40.9590       10     4.00000e+02    -3.75115e+02    -5.44540e-08     2.65918e+02     0.00000e+00     4.00000e+01
    17     57.3430        6     4.00000e+02    -3.01191e+02    -4.37227e-08     2.85654e+02     0.00000e+00     4.00000e+01
    18     90.1110        9     4.00000e+02    -2.07934e+02    -3.01849e-08     3.13598e+02     0.00000e+00     4.00000e+01
    19    155.6470       10     4.00000e+02    -1.17883e+02    -1.71126e-08     3.40781e+02     0.00000e+00     4.00000e+01
    20    286.7190       10     4.00000e+02    -6.26610e+01    -9.09625e-09     3.57221e+02     0.00000e+00     4.00000e+01
    21    365.0000        3     4.00000e+02    -4.89833e+01    -7.11070e-09     3.61324e+02     0.00000e+00     4.00000e+01
    22    496.0720        7     4.00000e+02    -4.24800e+01    -6.16665e-09     3.63512e+02     0.00000e+00     4.00000e+01
    23    613.0360        5     4.00000e+02    -4.07145e+01    -5.91035e-09     3.64325e+02     0.00000e+00     4.00000e+01
    24    730.0000        6     4.00000e+02    -4.01833e+01    -5.83324e-09     3.64794e+02     0.00000e+00     4.00000e+01
    25    846.9640        7     4.00000e+02    -4.00192e+01    -5.80943e-09     3.65159e+02     0.00000e+00     4.00000e+01
    26    963.9280        7     4.00000e+02    -3.99651e+01    -5.80157e-09     3.65492e+02     0.00000e+00     4.00000e+01
    27   1029.4640        4     4.00000e+02    -3.99630e+01    -5.80126e-09     3.65691e+02     0.00000e+00     4.00000e+01
    28   1095.0000        5     4.00000e+02    -3.99582e+01    -5.80057e-09     3.65888e+02     0.00000e+00     4.00000e+01
    29   1160.5360        6     4.00000e+02    -3.99511e+01    -5.79954e-09     3.66078e+02     0.00000e+00     4.00000e+01
    30   1226.0720        9     4.00000e+02    -3.99729e+01    -5.80270e-09     3.65909e+02     5.89255e-02     4.00000e+01
    31   1357.1440        8     4.00000e+02    -4.17839e+01    -6.06560e-09     3.63457e+02     2.54526e+00     4.00000e+01
    32   1460.0000        4     4.00000e+02    -4.47543e+01    -6.49681e-09     3.61213e+02     6.13814e+00     4.00000e+01
    33   1591.0720        5     4.00000e+02    -4.94655e+01    -7.18071e-09     3.58550e+02     1.10830e+01     4.00000e+01
    34   1708.0360        4     4.00000e+02    -5.40425e+01    -7.84513e-09     3.56330e+02     1.57190e+01     4.00000e+01
    35   1825.0000        5     4.00000e+02    -5.87970e+01    -8.53532e-09     3.54249e+02     2.04780e+01     4.00000e+01
    36   1941.9640        5     4.00000e+02    -6.37234e+01    -9.25047e-09     3.52252e+02     2.54114e+01     4.00000e+01
    37   2058.9280        5     4.00000e+02    -6.88531e+01    -9.99512e-09     3.50294e+02     3.05590e+01     4.00000e+01
    38   2190.0000        5     4.00000e+02    -7.48682e+01    -1.08683e-08     3.48109e+02     3.66031e+01     4.00000e+01
    39   2321.0720        5     4.00000e+02    -8.13000e+01    -1.18020e-08     3.45854e+02     4.30952e+01     4.00000e+01
    40   2438.0360        4     4.00000e+02    -8.74821e+01    -1.26994e-08     3.43754e+02     4.93525e+01     4.00000e+01
    41   2555.0000        5     4.00000e+02    -9.40988e+01    -1.36599e-08     3.41574e+02     5.60434e+01     4.00000e+01
    42   2671.9640        5     4.00000e+02    -1.01137e+02    -1.46817e-08     3.39327e+02     6.31484e+01     4.00000e+01
    43   2788.9280        5     4.00000e+02    -1.08574e+02    -1.57612e-08     3.37031e+02     7.06423e+01     4.00000e+01
    44   2920.0000        5     4.00000e+02    -1.17386e+02    -1.70404e-08     3.34397e+02     7.95170e+01     4.00000e+01
    45   3051.0720        5     4.00000e+02    -1.26810e+02    -1.84084e-08     3.31661e+02     8.90228e+01     4.00000e+01
    46   3285.0000       10     4.00000e+02    -1.45510e+02    -2.11232e-08     3.26395e+02     1.07898e+02     4.00000e+01
    47   3467.5000        6     4.00000e+02    -1.62163e+02    -2.35406e-08     3.21874e+02     1.24744e+02     4.00000e+01
    48   3650.0000        6     4.00000e+02    -1.80628e+02    -2.62210e-08     3.17045e+02     1.43374e+02     4.00000e+01
