    TS         Day   Newton          W1:BHP             W1:WAT             W1:OIL          W2:BHP             W2:WAT             W2:OIL
     1      0.0010        2     4.00000e+02    -7.40224e+02    -1.07455e-07     2.41780e+02     2.71938e-07     4.00000e+01
     2      0.0030        2     4.00000e+02    -5.80440e+02    -8.42601e-08     2.40087e+02     5.88766e-07     4.00000e+01
     3      0.0070        2     4.00000e+02    -5.11966e+02    -7.43200e-08     2.38476e+02     8.90178e-07     4.00000e+01
     4      0.0150        2     4.00000e+02    -5.46030e+02    -7.92649e-08     2.37126e+02     1.14269e-06     4.00000e+01
     5      0.0310        2     4.00000e+02    -6.63090e+02    -9.62581e-08     2.35998e+02     1.35367e-06     4.00000e+01
     6      0.0630        3     4.00000e+02    -7.93047e+02    -1.15123e-07     2.35003e+02     1.53936e-06     4.00000e+01
     7      0.1270        3     4.00000e+02    -8.89741e+02    -1.29160e-07     2.34086e+02     1.71010e-06     4.00000e+01
     8      0.2550        4     4.00000e+02    -9.45047e+02    -1.37189e-07     2.33199e+02     1.87420e-06     4.00000e+01
     9      0.5110        4     4.00000e+02    -9.64983e+02    -1.40083e-07     2.32302e+02     2.03867e-06     4.00000e+01
    10      1.0230        4     4.00000e+02    -9.48617e+02    -1.37707e-07     2.31339e+02     2.21172e-06     4.00000e+01
    11      2.0470        5     4.00000e+02    -8.93200e+02    -1.29662e-07     2.30244e+02     2.40267e-06     4.00000e+01
    12      4.0950        6     4.00000e+02    -8.08622e+02    -1.17384e-07     2.29108e+02     2.58796e-06     4.00000e+01
    13      8.1910        8     4.00000e+02    -7.06587e+02    -1.02572e-07     2.29171e+02     2.52491e-06     4.00000e+01
    14     16.3830       10     4.00000e+02    -5.80946e+02    -8.43336e-08     2.35344e+02     1.27864e-06     4.00000e+01
    15     24.5750        6     4.00000e+02    -4.91003e+02    -7.12768e-08     2.44947e+02     0.00000e+00     4.00000e+01
    16     32.7670        5     4.00000e+02    -4.23129e+02    -6.14239e-08     2.56035e+02     0.00000e+00     4.00000e+01
    17     49.1510        9     4.00000e+02    -3.31871e+02    -4.81763e-08     2.77494e+02     0.00000e+00     4.00000e+01
    18     81.9190       10     4.00000e+02    -2.23671e+02    -3.24694e-08     3.08391e+02     0.00000e+00     4.00000e+01
    19    147.4550        9     4.00000e+02    -1.23897e+02    -1.79856e-08     3.38425e+02     0.00000e+00     4.00000e+01
    20    278.5270       10     4.00000e+02    -6.41493e+01    -9.31228e-09     3.56460e+02     0.00000e+00     4.00000e+01
    21    365.0000        4     4.00000e+02    -4.89367e+01    -7.10395e-09     3.61114e+02     0.00000e+00     4.00000e+01
    22    496.0720        7     4.00000e+02    -4.24335e+01    -6.15990e-09     3.63339e+02     0.00000e+00     4.00000e+01
    23    613.0360        5     4.00000e+02    -4.06850e+01    -5.90607e-09     3.64159e+02     0.00000e+00     4.00000e+01
    24    730.0000        6     4.00000e+02    -4.01697e+01    -5.83127e-09     3.64635e+02     0.00000e+00     4.00000e+01
    25    846.9640        6     4.00000e+02    -4.00148e+01    -5.80879e-09     3.65010e+02     0.00000e+00     4.00000e+01
    26    963.9280        7     4.00000e+02    -3.99654e+01    -5.80162e-09     3.65356e+02     0.00000e+00     4.00000e+01
    27   1029.4640        4     4.00000e+02    -3.99669e+01    -5.80183e-09     3.65563e+02     0.00000e+00     4.00000e+01
    28   1095.0000        5     4.00000e+02    -3.99653e+01    -5.80160e-09     3.65771e+02     0.00000e+00     4.00000e+01
    29   1160.5360        5     4.00000e+02    -3.99604e+01    -5.80089e-09     3.65972e+02     0.00000e+00     4.00000e+01
    30   1226.0720        9     4.00000e+02    -3.99626e+01    -5.80121e-09     3.65975e+02     1.75742e-02     4.00000e+01
    31   1357.1440       10     4.00000e+02    -4.14611e+01    -6.01874e-09     3.63744e+02     2.10224e+00     4.00000e+01
    32   1460.0000        5     4.00000e+02    -4.42378e+01    -6.42182e-09     3.61529e+02     5.53963e+00     4.00000e+01
    33   1591.0720        5     4.00000e+02    -4.88985e+01    -7.09840e-09     3.58827e+02     1.04997e+01     4.00000e+01
